f,gc1,pc1,gc2,pc2
1.933190e-01,-2.396578e+01,-4.582977e+01,-2.312795e+01,6.563005e+01
2.004291e-01,-2.415345e+01,-4.700776e+01,-2.279747e+01,6.213367e+01
2.078007e-01,-2.434663e+01,-4.817169e+01,-2.248352e+01,5.857242e+01
2.154435e-01,-2.454522e+01,-4.932059e+01,-2.218669e+01,5.494862e+01
2.233673e-01,-2.474911e+01,-5.045357e+01,-2.190758e+01,5.126484e+01
2.315826e-01,-2.495818e+01,-5.156977e+01,-2.164674e+01,4.752394e+01
2.401000e-01,-2.517228e+01,-5.266841e+01,-2.140473e+01,4.372908e+01
2.489307e-01,-2.539130e+01,-5.374875e+01,-2.118206e+01,3.988367e+01
2.580862e-01,-2.561507e+01,-5.481015e+01,-2.097922e+01,3.599140e+01
2.675784e-01,-2.584345e+01,-5.585199e+01,-2.079668e+01,3.205621e+01
2.774197e-01,-2.607628e+01,-5.687377e+01,-2.063485e+01,2.808226e+01
2.876229e-01,-2.631341e+01,-5.787503e+01,-2.049411e+01,2.407396e+01
2.982015e-01,-2.655468e+01,-5.885537e+01,-2.037480e+01,2.003591e+01
3.091691e-01,-2.679992e+01,-5.981448e+01,-2.027721e+01,1.597287e+01
3.205401e-01,-2.704898e+01,-6.075211e+01,-2.020158e+01,1.188977e+01
3.323293e-01,-2.730168e+01,-6.166805e+01,-2.014809e+01,7.791660e+00
3.445521e-01,-2.755788e+01,-6.256220e+01,-2.011688e+01,3.683667e+00
3.572245e-01,-2.781741e+01,-6.343447e+01,-2.010802e+01,-4.290070e-01
3.703629e-01,-2.808012e+01,-6.428485e+01,-2.012154e+01,-4.541136e+00
3.839845e-01,-2.834585e+01,-6.511339e+01,-2.015741e+01,-8.647496e+00
3.981072e-01,-2.861445e+01,-6.592015e+01,-2.021553e+01,-1.274290e+01
4.127492e-01,-2.888579e+01,-6.670529e+01,-2.029576e+01,-1.682222e+01
4.279298e-01,-2.915971e+01,-6.746896e+01,-2.039791e+01,-2.088045e+01
4.436687e-01,-2.943608e+01,-6.821137e+01,-2.052171e+01,-2.491269e+01
4.599865e-01,-2.971477e+01,-6.893278e+01,-2.066688e+01,-2.891419e+01
4.769044e-01,-2.999565e+01,-6.963346e+01,-2.083306e+01,-3.288041e+01
4.944446e-01,-3.027861e+01,-7.031371e+01,-2.101987e+01,-3.680699e+01
5.126299e-01,-3.056351e+01,-7.097385e+01,-2.122689e+01,-4.068980e+01
5.314840e-01,-3.085025e+01,-7.161424e+01,-2.145363e+01,-4.452496e+01
5.510316e-01,-3.113873e+01,-7.223523e+01,-2.169962e+01,-4.830884e+01
5.712981e-01,-3.142884e+01,-7.283721e+01,-2.196431e+01,-5.203807e+01
5.923099e-01,-3.172047e+01,-7.342058e+01,-2.224716e+01,-5.570957e+01
6.140946e-01,-3.201355e+01,-7.398573e+01,-2.254761e+01,-5.932053e+01
6.366805e-01,-3.230798e+01,-7.453308e+01,-2.286506e+01,-6.286842e+01
6.600971e-01,-3.260368e+01,-7.506305e+01,-2.319892e+01,-6.635101e+01
6.843750e-01,-3.290057e+01,-7.557607e+01,-2.354857e+01,-6.976634e+01
7.095457e-01,-3.319858e+01,-7.607254e+01,-2.391341e+01,-7.311272e+01
7.356423e-01,-3.349763e+01,-7.655291e+01,-2.429282e+01,-7.638874e+01
7.626986e-01,-3.379766e+01,-7.701760e+01,-2.468619e+01,-7.959325e+01
7.907500e-01,-3.409860e+01,-7.746703e+01,-2.509290e+01,-8.272532e+01
8.198332e-01,-3.440041e+01,-7.790162e+01,-2.551237e+01,-8.578430e+01
8.499860e-01,-3.470301e+01,-7.832180e+01,-2.594398e+01,-8.876974e+01
8.812478e-01,-3.500637e+01,-7.872797e+01,-2.638718e+01,-9.168141e+01
9.136594e-01,-3.531042e+01,-7.912055e+01,-2.684137e+01,-9.451928e+01
9.472630e-01,-3.561513e+01,-7.949993e+01,-2.730602e+01,-9.728349e+01
9.821026e-01,-3.592046e+01,-7.986651e+01,-2.778057e+01,-9.997437e+01
1.018224e+00,-3.622635e+01,-8.022068e+01,-2.826452e+01,-1.025924e+02
1.055673e+00,-3.653278e+01,-8.056283e+01,-2.875735e+01,-1.051382e+02
1.094500e+00,-3.683970e+01,-8.089332e+01,-2.925859e+01,-1.076125e+02
1.134755e+00,-3.714709e+01,-8.121251e+01,-2.976775e+01,-1.100162e+02
1.176490e+00,-3.745492e+01,-8.152078e+01,-3.028441e+01,-1.123502e+02
1.219760e+00,-3.776314e+01,-8.181846e+01,-3.080812e+01,-1.146157e+02
1.264622e+00,-3.807175e+01,-8.210590e+01,-3.133848e+01,-1.168136e+02
1.311134e+00,-3.838070e+01,-8.238342e+01,-3.187509e+01,-1.189454e+02
1.359356e+00,-3.868999e+01,-8.265135e+01,-3.241759e+01,-1.210121e+02
1.409352e+00,-3.899958e+01,-8.291001e+01,-3.296562e+01,-1.230152e+02
1.461187e+00,-3.930945e+01,-8.315970e+01,-3.351884e+01,-1.249559e+02
1.514929e+00,-3.961959e+01,-8.340072e+01,-3.407693e+01,-1.268357e+02
1.570646e+00,-3.992998e+01,-8.363336e+01,-3.463960e+01,-1.286560e+02
1.628414e+00,-4.024059e+01,-8.385789e+01,-3.520656e+01,-1.304181e+02
1.688305e+00,-4.055143e+01,-8.407459e+01,-3.577753e+01,-1.321237e+02
1.750400e+00,-4.086246e+01,-8.428373e+01,-3.635227e+01,-1.337740e+02
1.814778e+00,-4.117368e+01,-8.448555e+01,-3.693053e+01,-1.353705e+02
1.881524e+00,-4.148507e+01,-8.468031e+01,-3.751209e+01,-1.369147e+02
1.950725e+00,-4.179662e+01,-8.486825e+01,-3.809673e+01,-1.384080e+02
2.022471e+00,-4.210832e+01,-8.504961e+01,-3.868426e+01,-1.398519e+02
2.096856e+00,-4.242017e+01,-8.522460e+01,-3.927448e+01,-1.412477e+02
2.173977e+00,-4.273214e+01,-8.539345e+01,-3.986722e+01,-1.425968e+02
2.253934e+00,-4.304424e+01,-8.555636e+01,-4.046232e+01,-1.439006e+02
2.336832e+00,-4.335645e+01,-8.571355e+01,-4.105961e+01,-1.451605e+02
2.422779e+00,-4.366876e+01,-8.586520e+01,-4.165896e+01,-1.463778e+02
2.511886e+00,-4.398117e+01,-8.601152e+01,-4.226022e+01,-1.475538e+02
2.604272e+00,-4.429367e+01,-8.615268e+01,-4.286327e+01,-1.486898e+02
2.700055e+00,-4.460626e+01,-8.628887e+01,-4.346798e+01,-1.497870e+02
2.799360e+00,-4.491893e+01,-8.642026e+01,-4.407426e+01,-1.508466e+02
2.902319e+00,-4.523167e+01,-8.654701e+01,-4.468198e+01,-1.518699e+02
3.009064e+00,-4.554448e+01,-8.666930e+01,-4.529106e+01,-1.528580e+02
3.119735e+00,-4.585735e+01,-8.678726e+01,-4.590141e+01,-1.538120e+02
3.234476e+00,-4.617028e+01,-8.690106e+01,-4.651292e+01,-1.547331e+02
3.353437e+00,-4.648327e+01,-8.701084e+01,-4.712554e+01,-1.556223e+02
3.476774e+00,-4.679631e+01,-8.711674e+01,-4.773917e+01,-1.564807e+02
3.604647e+00,-4.710940e+01,-8.721890e+01,-4.835376e+01,-1.573093e+02
3.737223e+00,-4.742253e+01,-8.731745e+01,-4.896924e+01,-1.581091e+02
3.874675e+00,-4.773570e+01,-8.741251e+01,-4.958554e+01,-1.588810e+02
4.017183e+00,-4.804891e+01,-8.750421e+01,-5.020262e+01,-1.596260e+02
4.164931e+00,-4.836215e+01,-8.759267e+01,-5.082041e+01,-1.603451e+02
4.318114e+00,-4.867543e+01,-8.767800e+01,-5.143887e+01,-1.610390e+02
4.476931e+00,-4.898875e+01,-8.776031e+01,-5.205795e+01,-1.617086e+02
4.641589e+00,-4.930208e+01,-8.783970e+01,-5.267761e+01,-1.623548e+02
4.812303e+00,-4.961545e+01,-8.791628e+01,-5.329781e+01,-1.629783e+02
4.989295e+00,-4.992884e+01,-8.799016e+01,-5.391851e+01,-1.635799e+02
5.172798e+00,-5.024226e+01,-8.806141e+01,-5.453968e+01,-1.641605e+02
5.363049e+00,-5.055569e+01,-8.813015e+01,-5.516129e+01,-1.647206e+02
5.560298e+00,-5.086915e+01,-8.819644e+01,-5.578330e+01,-1.652611e+02
5.764801e+00,-5.118263e+01,-8.826039e+01,-5.640569e+01,-1.657825e+02
5.976826e+00,-5.149612e+01,-8.832208e+01,-5.702843e+01,-1.662856e+02
6.196649e+00,-5.180963e+01,-8.838158e+01,-5.765150e+01,-1.667710e+02
6.424556e+00,-5.212315e+01,-8.843897e+01,-5.827487e+01,-1.672392e+02
6.660846e+00,-5.243669e+01,-8.849433e+01,-5.889852e+01,-1.676910e+02
6.905827e+00,-5.275024e+01,-8.854772e+01,-5.952244e+01,-1.681268e+02
7.159818e+00,-5.306380e+01,-8.859922e+01,-6.014661e+01,-1.685473e+02
7.423150e+00,-5.337738e+01,-8.864890e+01,-6.077100e+01,-1.689529e+02
7.696167e+00,-5.369096e+01,-8.869682e+01,-6.139561e+01,-1.693442e+02
7.979226e+00,-5.400456e+01,-8.874304e+01,-6.202041e+01,-1.697217e+02
8.272696e+00,-5.431816e+01,-8.878762e+01,-6.264540e+01,-1.700858e+02
8.576959e+00,-5.463177e+01,-8.883062e+01,-6.327056e+01,-1.704371e+02
8.892413e+00,-5.494539e+01,-8.887209e+01,-6.389587e+01,-1.707759e+02
9.219468e+00,-5.525902e+01,-8.891210e+01,-6.452134e+01,-1.711028e+02
9.558553e+00,-5.557266e+01,-8.895068e+01,-6.514695e+01,-1.714181e+02
9.910109e+00,-5.588630e+01,-8.898790e+01,-6.577268e+01,-1.717223e+02
1.027459e+01,-5.619994e+01,-8.902380e+01,-6.639853e+01,-1.720157e+02
1.065249e+01,-5.651360e+01,-8.905842e+01,-6.702450e+01,-1.722987e+02
1.104428e+01,-5.682725e+01,-8.909182e+01,-6.765056e+01,-1.725717e+02
1.145048e+01,-5.714092e+01,-8.912404e+01,-6.827673e+01,-1.728350e+02
1.187162e+01,-5.745458e+01,-8.915511e+01,-6.890298e+01,-1.730890e+02
1.230824e+01,-5.776825e+01,-8.918508e+01,-6.952932e+01,-1.733340e+02
1.276093e+01,-5.808193e+01,-8.921398e+01,-7.015573e+01,-1.735704e+02
1.323027e+01,-5.839560e+01,-8.924186e+01,-7.078222e+01,-1.737984e+02
1.371687e+01,-5.870929e+01,-8.926876e+01,-7.140877e+01,-1.740183e+02
1.422136e+01,-5.902297e+01,-8.929469e+01,-7.203539e+01,-1.742304e+02
1.474441e+01,-5.933666e+01,-8.931971e+01,-7.266206e+01,-1.744349e+02
1.528670e+01,-5.965035e+01,-8.934384e+01,-7.328879e+01,-1.746323e+02
1.584893e+01,-5.996404e+01,-8.936712e+01,-7.391557e+01,-1.748226e+02
1.643184e+01,-6.027773e+01,-8.938957e+01,-7.454240e+01,-1.750062e+02
1.703619e+01,-6.059143e+01,-8.941122e+01,-7.516927e+01,-1.751833e+02
1.766277e+01,-6.090513e+01,-8.943211e+01,-7.579617e+01,-1.753542e+02
1.831239e+01,-6.121883e+01,-8.945225e+01,-7.642312e+01,-1.755189e+02
1.898591e+01,-6.153253e+01,-8.947168e+01,-7.705010e+01,-1.756778e+02
1.968419e+01,-6.184624e+01,-8.949042e+01,-7.767712e+01,-1.758311e+02
2.040816e+01,-6.215994e+01,-8.950850e+01,-7.830417e+01,-1.759790e+02
2.115876e+01,-6.247365e+01,-8.952594e+01,-7.893124e+01,-1.761216e+02
2.193696e+01,-6.278736e+01,-8.954275e+01,-7.955834e+01,-1.762592e+02
2.274379e+01,-6.310107e+01,-8.955897e+01,-8.018546e+01,-1.763918e+02
2.358028e+01,-6.341478e+01,-8.957462e+01,-8.081261e+01,-1.765198e+02
2.444755e+01,-6.372849e+01,-8.958971e+01,-8.143978e+01,-1.766433e+02
2.534671e+01,-6.404220e+01,-8.960426e+01,-8.206697e+01,-1.767623e+02
2.627894e+01,-6.435592e+01,-8.961830e+01,-8.269417e+01,-1.768772e+02
2.724546e+01,-6.466963e+01,-8.963184e+01,-8.332140e+01,-1.769879e+02
2.824752e+01,-6.498334e+01,-8.964490e+01,-8.394864e+01,-1.770948e+02
2.928645e+01,-6.529706e+01,-8.965750e+01,-8.457589e+01,-1.771978e+02
3.036358e+01,-6.561078e+01,-8.966965e+01,-8.520316e+01,-1.772972e+02
3.148033e+01,-6.592449e+01,-8.968137e+01,-8.583044e+01,-1.773931e+02
3.263815e+01,-6.623821e+01,-8.969267e+01,-8.645773e+01,-1.774856e+02
3.383855e+01,-6.655193e+01,-8.970357e+01,-8.708503e+01,-1.775747e+02
3.508311e+01,-6.686565e+01,-8.971409e+01,-8.771235e+01,-1.776608e+02
3.637343e+01,-6.717937e+01,-8.972423e+01,-8.833967e+01,-1.777438e+02
3.771122e+01,-6.749309e+01,-8.973401e+01,-8.896700e+01,-1.778238e+02
3.909821e+01,-6.780681e+01,-8.974345e+01,-8.959434e+01,-1.779010e+02
4.053621e+01,-6.812053e+01,-8.975255e+01,-9.022169e+01,-1.779754e+02
4.202710e+01,-6.843425e+01,-8.976133e+01,-9.084905e+01,-1.780473e+02
4.357282e+01,-6.874797e+01,-8.976979e+01,-9.147641e+01,-1.781165e+02
4.517540e+01,-6.906169e+01,-8.977796e+01,-9.210378e+01,-1.781833e+02
4.683691e+01,-6.937541e+01,-8.978584e+01,-9.273115e+01,-1.782478e+02
4.855953e+01,-6.968913e+01,-8.979343e+01,-9.335853e+01,-1.783099e+02
5.034551e+01,-7.000286e+01,-8.980076e+01,-9.398592e+01,-1.783699e+02
5.219718e+01,-7.031658e+01,-8.980783e+01,-9.461330e+01,-1.784277e+02
5.411695e+01,-7.063030e+01,-8.981465e+01,-9.524070e+01,-1.784835e+02
5.610733e+01,-7.094402e+01,-8.982122e+01,-9.586810e+01,-1.785373e+02
5.817091e+01,-7.125775e+01,-8.982756e+01,-9.649550e+01,-1.785892e+02
6.031039e+01,-7.157147e+01,-8.983368e+01,-9.712290e+01,-1.786392e+02
6.252856e+01,-7.188519e+01,-8.983958e+01,-9.775031e+01,-1.786875e+02
6.482831e+01,-7.219892e+01,-8.984527e+01,-9.837772e+01,-1.787341e+02
6.721264e+01,-7.251264e+01,-8.985076e+01,-9.900513e+01,-1.787790e+02
6.968467e+01,-7.282637e+01,-8.985605e+01,-9.963255e+01,-1.788223e+02
7.224762e+01,-7.314009e+01,-8.986116e+01,-1.002600e+02,-1.788641e+02
7.490483e+01,-7.345381e+01,-8.986609e+01,-1.008874e+02,-1.789043e+02
7.765977e+01,-7.376754e+01,-8.987084e+01,-1.015148e+02,-1.789432e+02
8.051603e+01,-7.408126e+01,-8.987542e+01,-1.021422e+02,-1.789807e+02
8.347734e+01,-7.439499e+01,-8.987984e+01,-1.027697e+02,-1.790169e+02
8.654757e+01,-7.470871e+01,-8.988410e+01,-1.033971e+02,-1.790517e+02
8.973072e+01,-7.502243e+01,-8.988821e+01,-1.040245e+02,-1.790854e+02
9.303095e+01,-7.533616e+01,-8.989218e+01,-1.046520e+02,-1.791178e+02
9.645255e+01,-7.564988e+01,-8.989600e+01,-1.052794e+02,-1.791491e+02
1.000000e+02,-7.596361e+01,-8.989969e+01,-1.059068e+02,-1.791793e+02
