f,gc1,pc1,gc2,pc2
3.703937e-01,-1.659873e+01,-5.164113e+01,-1.330363e+01,-3.128364e+01
3.860630e-01,-1.620814e+01,-5.111598e+01,-1.286319e+01,-3.386198e+01
4.017323e-01,-1.555747e+01,-5.097229e+01,-1.223799e+01,-3.671101e+01
4.174016e-01,-1.472817e+01,-5.167680e+01,-1.148912e+01,-4.011067e+01
4.330709e-01,-1.378794e+01,-5.324083e+01,-1.066069e+01,-4.401195e+01
4.487402e-01,-1.276694e+01,-5.550077e+01,-9.764756e+00,-4.826277e+01
4.644094e-01,-1.166494e+01,-5.828682e+01,-8.789272e+00,-5.273112e+01
4.800787e-01,-1.046091e+01,-6.147439e+01,-7.705859e+00,-5.733341e+01
4.957480e-01,-9.116134e+00,-6.498443e+01,-6.471018e+00,-6.202677e+01
5.114173e-01,-7.569086e+00,-6.877087e+01,-5.019685e+00,-6.679569e+01
5.270866e-01,-5.718102e+00,-7.280871e+01,-3.247129e+00,-7.164210e+01
5.427559e-01,-3.376014e+00,-7.708700e+01,-9.632316e-01,-7.658102e+01
5.584252e-01,-1.328783e-01,-8.161272e+01,2.244850e+00,-8.164713e+01
5.740945e-01,5.247143e+00,-8.647660e+01,7.615650e+00,-8.696276e+01
5.897638e-01,2.425450e+01,-9.538472e+01,2.664180e+01,-9.627079e+01
6.054331e-01,6.935735e+00,8.498975e+01,9.371085e+00,8.371347e+01
6.211024e-01,2.218854e-02,7.965957e+01,2.534725e+00,7.795655e+01
6.367717e-01,-4.051049e+00,7.454132e+01,-1.434055e+00,7.232757e+01
6.524409e-01,-7.064568e+00,6.950382e+01,-4.319606e+00,6.665055e+01
6.681102e-01,-9.537386e+00,6.456835e+01,-6.646507e+00,6.090906e+01
6.837795e-01,-1.169142e+01,5.977503e+01,-8.643645e+00,5.511670e+01
6.994488e-01,-1.364018e+01,5.516303e+01,-1.043226e+01,4.929993e+01
7.151181e-01,-1.544783e+01,5.076442e+01,-1.208432e+01,4.349280e+01
7.307874e-01,-1.715303e+01,4.660208e+01,-1.364556e+01,3.773363e+01
7.464567e-01,-1.878009e+01,4.268950e+01,-1.514612e+01,3.206206e+01
7.621260e-01,-2.034490e+01,3.903183e+01,-1.660618e+01,2.651632e+01
7.777953e-01,-2.185834e+01,3.562744e+01,-1.803920e+01,2.113092e+01
7.934646e-01,-2.332821e+01,3.246972e+01,-1.945401e+01,1.593499e+01
8.091339e-01,-2.476051e+01,2.954879e+01,-2.085635e+01,1.095138e+01
8.248031e-01,-2.616018e+01,2.685306e+01,-2.224992e+01,6.196664e+00
8.404724e-01,-2.753158e+01,2.437061e+01,-2.363719e+01,1.681708e+00
8.561417e-01,-2.887884e+01,2.209030e+01,-2.502003e+01,-2.587121e+00
8.718110e-01,-3.020610e+01,2.000296e+01,-2.640020e+01,-6.606389e+00
8.874803e-01,-3.151764e+01,1.810263e+01,-2.777962e+01,-1.037367e+01
9.031496e-01,-3.281811e+01,1.638808e+01,-2.916070e+01,-1.388521e+01
9.188189e-01,-3.411258e+01,1.486505e+01,-3.054654e+01,-1.713293e+01
9.344882e-01,-3.540671e+01,1.354960e+01,-3.194102e+01,-2.010043e+01
9.501575e-01,-3.670672e+01,1.247344e+01,-3.334881e+01,-2.275703e+01
9.658268e-01,-3.801906e+01,1.169231e+01,-3.477508e+01,-2.504891e+01
9.814961e-01,-3.934935e+01,1.129887e+01,-3.622440e+01,-2.688580e+01
9.971654e-01,-4.069962e+01,1.144062e+01,-3.769793e+01,-2.812264e+01
1.012835e+00,-4.206159e+01,1.233776e+01,-3.918671e+01,-2.854129e+01
1.028504e+00,-4.340327e+01,1.427593e+01,-4.065815e+01,-2.785732e+01
1.044173e+00,-4.464855e+01,1.749925e+01,-4.203555e+01,-2.582661e+01
1.059843e+00,-4.566958e+01,2.189045e+01,-4.319019e+01,-2.256557e+01
1.075512e+00,-4.634530e+01,2.655196e+01,-4.399972e+01,-1.897191e+01
1.091181e+00,-4.669106e+01,3.000063e+01,-4.447789e+01,-1.653345e+01
1.106850e+00,-4.689218e+01,3.126396e+01,-4.480886e+01,-1.623344e+01
1.122520e+00,-4.715854e+01,3.052518e+01,-4.520248e+01,-1.790125e+01
1.138189e+00,-4.759836e+01,2.861491e+01,-4.576783e+01,-2.071441e+01
1.153858e+00,-4.822078e+01,2.631479e+01,-4.651501e+01,-2.389354e+01
1.169528e+00,-4.899050e+01,2.410124e+01,-4.740924e+01,-2.696130e+01
1.185197e+00,-4.986648e+01,2.219238e+01,-4.840961e+01,-2.969823e+01
1.200866e+00,-5.081653e+01,2.065943e+01,-4.948389e+01,-3.203235e+01
1.216535e+00,-5.181913e+01,1.950821e+01,-5.061041e+01,-3.395787e+01
1.232205e+00,-5.286121e+01,1.872315e+01,-5.177594e+01,-3.549087e+01
1.247874e+00,-5.393556e+01,1.828781e+01,-5.297313e+01,-3.664867e+01
1.263543e+00,-5.503881e+01,1.819369e+01,-5.419850e+01,-3.744074e+01
1.279213e+00,-5.617007e+01,1.844413e+01,-5.545109e+01,-3.786481e+01
1.294882e+00,-5.733002e+01,1.905654e+01,-5.673150e+01,-3.790453e+01
1.310551e+00,-5.852017e+01,2.006456e+01,-5.804119e+01,-3.752726e+01
1.326220e+00,-5.974221e+01,2.152105e+01,-5.938181e+01,-3.668113e+01
1.341890e+00,-6.099721e+01,2.350209e+01,-6.075439e+01,-3.529100e+01
1.357559e+00,-6.228434e+01,2.611210e+01,-6.215811e+01,-3.325333e+01
1.373228e+00,-6.359889e+01,2.948907e+01,-6.358821e+01,-3.043096e+01
1.388898e+00,-6.492887e+01,3.380695e+01,-6.503271e+01,-2.665070e+01
1.404567e+00,-6.624990e+01,3.926774e+01,-6.646723e+01,-2.171131e+01
1.420236e+00,-6.751847e+01,4.606790e+01,-6.784823e+01,-1.541700e+01
1.435906e+00,-6.866653e+01,5.431756e+01,-6.910769e+01,-7.658316e+00
1.451575e+00,-6.960553e+01,6.390629e+01,-7.015706e+01,1.453713e+00
1.467244e+00,-7.025031e+01,7.437982e+01,-7.091116e+01,1.146423e+01
1.482913e+00,-7.055910e+01,8.497777e+01,-7.132824e+01,2.161231e+01
1.498583e+00,-7.055868e+01,9.490001e+01,-7.143509e+01,3.109731e+01
1.514252e+00,-7.032810e+01,1.036076e+02,-7.131076e+01,3.937975e+01
1.529921e+00,-6.995862e+01,1.109176e+02,-7.104652e+01,4.627631e+01
1.545591e+00,-6.952459e+01,1.169037e+02,-7.071674e+01,5.186020e+01
1.561260e+00,-6.907551e+01,1.217547e+02,-7.037091e+01,5.631981e+01
1.576929e+00,-6.864009e+01,1.256803e+02,-7.003777e+01,5.986438e+01
1.592598e+00,-6.823308e+01,1.288682e+02,-6.973206e+01,6.268132e+01
1.608268e+00,-6.786083e+01,1.314724e+02,-6.946017e+01,6.492419e+01
1.623937e+00,-6.752500e+01,1.336140e+02,-6.922374e+01,6.671389e+01
1.639606e+00,-6.722475e+01,1.353872e+02,-6.902195e+01,6.814406e+01
1.655276e+00,-6.695805e+01,1.368644e+02,-6.885279e+01,6.928697e+01
1.670945e+00,-6.672235e+01,1.381019e+02,-6.871372e+01,7.019852e+01
1.686614e+00,-6.651500e+01,1.391434e+02,-6.860210e+01,7.092222e+01
1.702283e+00,-6.633339e+01,1.400234e+02,-6.851533e+01,7.149218e+01
1.717953e+00,-6.617511e+01,1.407690e+02,-6.845100e+01,7.193538e+01
1.733622e+00,-6.603792e+01,1.414021e+02,-6.840690e+01,7.227335e+01
1.749291e+00,-6.591982e+01,1.419401e+02,-6.838103e+01,7.252338e+01
1.764961e+00,-6.581899e+01,1.423974e+02,-6.837159e+01,7.269952e+01
1.780630e+00,-6.573382e+01,1.427857e+02,-6.837697e+01,7.281323e+01
1.796299e+00,-6.566285e+01,1.431146e+02,-6.839573e+01,7.287395e+01
1.811969e+00,-6.560480e+01,1.433921e+02,-6.842660e+01,7.288952e+01
1.827638e+00,-6.555850e+01,1.436249e+02,-6.846843e+01,7.286644e+01
1.843307e+00,-6.552293e+01,1.438188e+02,-6.852019e+01,7.281021e+01
1.858976e+00,-6.549716e+01,1.439784e+02,-6.858096e+01,7.272543e+01
1.874646e+00,-6.548034e+01,1.441079e+02,-6.864994e+01,7.261602e+01
1.890315e+00,-6.547175e+01,1.442108e+02,-6.872636e+01,7.248532e+01
1.905984e+00,-6.547069e+01,1.442902e+02,-6.880959e+01,7.233618e+01
1.921654e+00,-6.547656e+01,1.443485e+02,-6.889900e+01,7.217106e+01
1.937323e+00,-6.548881e+01,1.443881e+02,-6.899407e+01,7.199208e+01
1.952992e+00,-6.550694e+01,1.444110e+02,-6.909430e+01,7.180106e+01
1.968661e+00,-6.553050e+01,1.444189e+02,-6.919925e+01,7.159960e+01
1.984331e+00,-6.555907e+01,1.444132e+02,-6.930852e+01,7.138909e+01
2.000000e+00,-6.559227e+01,1.443954e+02,-6.942174e+01,7.117073e+01
2.100000e+00,-6.589311e+01,1.440627e+02,-7.021763e+01,6.965208e+01
2.870866e+00,-7.003964e+01,1.378785e+02,-7.747134e+01,5.781220e+01
3.641732e+00,-7.445139e+01,1.316453e+02,-8.416275e+01,4.887615e+01
4.412598e+00,-7.843031e+01,1.264572e+02,-8.993451e+01,4.214089e+01
5.183465e+00,-8.197385e+01,1.222082e+02,-9.495493e+01,3.689660e+01
5.954331e+00,-8.514489e+01,1.187123e+02,-9.938219e+01,3.270762e+01
6.725197e+00,-8.800439e+01,1.158072e+02,-1.033352e+02,2.929176e+01
7.496063e+00,-9.060279e+01,1.133651e+02,-1.069022e+02,2.645733e+01
8.266929e+00,-9.298063e+01,1.112886e+02,-1.101495e+02,2.406957e+01
9.037795e+00,-9.517040e+01,1.095035e+02,-1.131284e+02,2.203134e+01
9.808661e+00,-9.719830e+01,1.079534e+02,-1.158787e+02,2.027104e+01
1.057953e+01,-9.908569e+01,1.065946e+02,-1.184324e+02,1.873494e+01
1.135039e+01,-1.008501e+02,1.053934e+02,-1.208150e+02,1.738203e+01
1.212126e+01,-1.025061e+02,1.043232e+02,-1.230478e+02,1.618051e+01
1.289213e+01,-1.040658e+02,1.033630e+02,-1.251481e+02,1.510544e+01
1.366299e+01,-1.055397e+02,1.024958e+02,-1.271305e+02,1.413696e+01
1.443386e+01,-1.069363e+02,1.017080e+02,-1.290075e+02,1.325913e+01
1.520472e+01,-1.082634e+02,1.009884e+02,-1.307894e+02,1.245896e+01
1.597559e+01,-1.095272e+02,1.003279e+02,-1.324855e+02,1.172583e+01
1.674646e+01,-1.107336e+02,9.971862e+01,-1.341034e+02,1.105094e+01
1.751732e+01,-1.118873e+02,9.915435e+01,-1.356500e+02,1.042694e+01
1.828819e+01,-1.129928e+02,9.862964e+01,-1.371312e+02,9.847670e+00
1.905906e+01,-1.140538e+02,9.813993e+01,-1.385524e+02,9.307911e+00
1.982992e+01,-1.150738e+02,9.768130e+01,-1.399181e+02,8.803218e+00
2.060079e+01,-1.160557e+02,9.725042e+01,-1.412325e+02,8.329787e+00
2.137165e+01,-1.170024e+02,9.684439e+01,-1.424993e+02,7.884337e+00
2.214252e+01,-1.179161e+02,9.646072e+01,-1.437217e+02,7.464032e+00
2.291339e+01,-1.187991e+02,9.609721e+01,-1.449028e+02,7.066403e+00
2.368425e+01,-1.196533e+02,9.575197e+01,-1.460453e+02,6.689290e+00
2.445512e+01,-1.204806e+02,9.542331e+01,-1.471515e+02,6.330802e+00
2.522598e+01,-1.212826e+02,9.510976e+01,-1.482237e+02,5.989268e+00
2.599685e+01,-1.220608e+02,9.481000e+01,-1.492640e+02,5.663213e+00
2.676772e+01,-1.228165e+02,9.452289e+01,-1.502740e+02,5.351328e+00
2.753858e+01,-1.235510e+02,9.424737e+01,-1.512556e+02,5.052444e+00
2.830945e+01,-1.242655e+02,9.398252e+01,-1.522104e+02,4.765520e+00
2.908031e+01,-1.249609e+02,9.372752e+01,-1.531396e+02,4.489621e+00
2.985118e+01,-1.256384e+02,9.348162e+01,-1.540446e+02,4.223907e+00
3.062205e+01,-1.262987e+02,9.324413e+01,-1.549267e+02,3.967623e+00
3.139291e+01,-1.269427e+02,9.301446e+01,-1.557870e+02,3.720084e+00
3.216378e+01,-1.275712e+02,9.279206e+01,-1.566266e+02,3.480671e+00
3.293465e+01,-1.281849e+02,9.257641e+01,-1.574463e+02,3.248822e+00
3.370551e+01,-1.287845e+02,9.236707e+01,-1.582471e+02,3.024025e+00
3.447638e+01,-1.293707e+02,9.216362e+01,-1.590300e+02,2.805814e+00
3.524724e+01,-1.299439e+02,9.196568e+01,-1.597955e+02,2.593763e+00
3.601811e+01,-1.305048e+02,9.177290e+01,-1.605446e+02,2.387482e+00
3.678898e+01,-1.310539e+02,9.158496e+01,-1.612778e+02,2.186612e+00
3.755984e+01,-1.315917e+02,9.140157e+01,-1.619959e+02,1.990825e+00
3.833071e+01,-1.321185e+02,9.122246e+01,-1.626994e+02,1.799818e+00
3.910157e+01,-1.326349e+02,9.104738e+01,-1.633889e+02,1.613312e+00
3.987244e+01,-1.331413e+02,9.087610e+01,-1.640650e+02,1.431050e+00
4.064331e+01,-1.336380e+02,9.070841e+01,-1.647282e+02,1.252792e+00
4.141417e+01,-1.341254e+02,9.054410e+01,-1.653789e+02,1.078319e+00
4.218504e+01,-1.346038e+02,9.038300e+01,-1.660176e+02,9.074252e-01
4.295591e+01,-1.350736e+02,9.022494e+01,-1.666448e+02,7.399208e-01
4.372677e+01,-1.355350e+02,9.006975e+01,-1.672609e+02,5.756287e-01
4.449764e+01,-1.359884e+02,8.991729e+01,-1.678661e+02,4.143842e-01
4.526850e+01,-1.364339e+02,8.976743e+01,-1.684610e+02,2.560339e-01
4.603937e+01,-1.368720e+02,8.962004e+01,-1.690458e+02,1.004343e-01
4.681024e+01,-1.373028e+02,8.947499e+01,-1.696210e+02,-5.254862e-02
4.758110e+01,-1.377266e+02,8.933217e+01,-1.701867e+02,-2.030401e-01
4.835197e+01,-1.381435e+02,8.919148e+01,-1.707433e+02,-3.511576e-01
4.912283e+01,-1.385539e+02,8.905282e+01,-1.712911e+02,-4.970112e-01
4.989370e+01,-1.389578e+02,8.891610e+01,-1.718304e+02,-6.407042e-01
5.066457e+01,-1.393556e+02,8.878123e+01,-1.723614e+02,-7.823335e-01
5.143543e+01,-1.397473e+02,8.864813e+01,-1.728844e+02,-9.219905e-01
5.220630e+01,-1.401332e+02,8.851672e+01,-1.733996e+02,-1.059761e+00
5.297717e+01,-1.405134e+02,8.838693e+01,-1.739072e+02,-1.195726e+00
5.374803e+01,-1.408882e+02,8.825869e+01,-1.744075e+02,-1.329962e+00
5.451890e+01,-1.412575e+02,8.813194e+01,-1.749006e+02,-1.462540e+00
5.528976e+01,-1.416217e+02,8.800661e+01,-1.753868e+02,-1.593529e+00
5.606063e+01,-1.419808e+02,8.788266e+01,-1.758662e+02,-1.722992e+00
5.683150e+01,-1.423351e+02,8.776002e+01,-1.763391e+02,-1.850992e+00
5.760236e+01,-1.426845e+02,8.763864e+01,-1.768056e+02,-1.977584e+00
5.837323e+01,-1.430292e+02,8.751848e+01,-1.772659e+02,-2.102824e+00
5.914409e+01,-1.433694e+02,8.739948e+01,-1.777201e+02,-2.226763e+00
5.991496e+01,-1.437052e+02,8.728161e+01,-1.781684e+02,-2.349450e+00
6.068583e+01,-1.440367e+02,8.716482e+01,-1.786110e+02,-2.470932e+00
6.145669e+01,-1.443640e+02,8.704908e+01,-1.790479e+02,-2.591253e+00
6.222756e+01,-1.446871e+02,8.693434e+01,-1.794794e+02,-2.710454e+00
6.299843e+01,-1.450063e+02,8.682057e+01,-1.799056e+02,-2.828576e+00
6.376929e+01,-1.453216e+02,8.670774e+01,-1.803265e+02,-2.945656e+00
6.454016e+01,-1.456330e+02,8.659581e+01,-1.807424e+02,-3.061732e+00
6.531102e+01,-1.459408e+02,8.648475e+01,-1.811533e+02,-3.176836e+00
6.608189e+01,-1.462449e+02,8.637454e+01,-1.815593e+02,-3.291002e+00
6.685276e+01,-1.465454e+02,8.626514e+01,-1.819607e+02,-3.404262e+00
6.762362e+01,-1.468425e+02,8.615653e+01,-1.823574e+02,-3.516645e+00
6.839449e+01,-1.471362e+02,8.604868e+01,-1.827496e+02,-3.628180e+00
6.916535e+01,-1.474266e+02,8.594157e+01,-1.831373e+02,-3.738893e+00
6.993622e+01,-1.477138e+02,8.583518e+01,-1.835208e+02,-3.848812e+00
7.070709e+01,-1.479977e+02,8.572948e+01,-1.839000e+02,-3.957961e+00
7.147795e+01,-1.482786e+02,8.562445e+01,-1.842751e+02,-4.066363e+00
7.224882e+01,-1.485564e+02,8.552008e+01,-1.846461e+02,-4.174042e+00
7.301969e+01,-1.488313e+02,8.541633e+01,-1.850132e+02,-4.281019e+00
7.379055e+01,-1.491032e+02,8.531320e+01,-1.853763e+02,-4.387315e+00
7.456142e+01,-1.493723e+02,8.521067e+01,-1.857357e+02,-4.492950e+00
7.533228e+01,-1.496386e+02,8.510871e+01,-1.860914e+02,-4.597944e+00
7.610315e+01,-1.499022e+02,8.500731e+01,-1.864434e+02,-4.702315e+00
7.687402e+01,-1.501631e+02,8.490646e+01,-1.867919e+02,-4.806080e+00
7.764488e+01,-1.504213e+02,8.480614e+01,-1.871368e+02,-4.909257e+00
7.841575e+01,-1.506770e+02,8.470634e+01,-1.874783e+02,-5.011862e+00
7.918661e+01,-1.509301e+02,8.460703e+01,-1.878164e+02,-5.113910e+00
7.995748e+01,-1.511808e+02,8.450822e+01,-1.881513e+02,-5.215417e+00
8.072835e+01,-1.514290e+02,8.440988e+01,-1.884829e+02,-5.316396e+00
8.149921e+01,-1.516749e+02,8.431201e+01,-1.888113e+02,-5.416862e+00
8.227008e+01,-1.519184e+02,8.421458e+01,-1.891366e+02,-5.516829e+00
8.304094e+01,-1.521596e+02,8.411760e+01,-1.894588e+02,-5.616309e+00
8.381181e+01,-1.523986e+02,8.402104e+01,-1.897781e+02,-5.715314e+00
8.458268e+01,-1.526353e+02,8.392491e+01,-1.900943e+02,-5.813856e+00
8.535354e+01,-1.528699e+02,8.382918e+01,-1.904077e+02,-5.911948e+00
8.612441e+01,-1.531023e+02,8.373384e+01,-1.907183e+02,-6.009599e+00
8.689528e+01,-1.533327e+02,8.363890e+01,-1.910260e+02,-6.106821e+00
8.766614e+01,-1.535609e+02,8.354433e+01,-1.913310e+02,-6.203624e+00
8.843701e+01,-1.537872e+02,8.345014e+01,-1.916333e+02,-6.300017e+00
8.920787e+01,-1.540114e+02,8.335630e+01,-1.919330e+02,-6.396012e+00
8.997874e+01,-1.542337e+02,8.326282e+01,-1.922300e+02,-6.491616e+00
9.074961e+01,-1.544541e+02,8.316969e+01,-1.925245e+02,-6.586838e+00
9.152047e+01,-1.546726e+02,8.307689e+01,-1.928165e+02,-6.681688e+00
9.229134e+01,-1.548892e+02,8.298442e+01,-1.931060e+02,-6.776173e+00
9.306220e+01,-1.551040e+02,8.289228e+01,-1.933930e+02,-6.870301e+00
9.383307e+01,-1.553170e+02,8.280045e+01,-1.936777e+02,-6.964081e+00
9.460394e+01,-1.555283e+02,8.270893e+01,-1.939600e+02,-7.057520e+00
9.537480e+01,-1.557377e+02,8.261772e+01,-1.942400e+02,-7.150625e+00
9.614567e+01,-1.559455e+02,8.252680e+01,-1.945177e+02,-7.243403e+00
9.691654e+01,-1.561516e+02,8.243617e+01,-1.947932e+02,-7.335861e+00
9.768740e+01,-1.563560e+02,8.234582e+01,-1.950664e+02,-7.428005e+00
9.845827e+01,-1.565588e+02,8.225576e+01,-1.953375e+02,-7.519843e+00
9.922913e+01,-1.567600e+02,8.216597e+01,-1.956064e+02,-7.611379e+00
1.000000e+02,-1.569596e+02,8.207644e+01,-1.958732e+02,-7.702620e+00
