t,a1,a2,a3,a4
7.333333e+00,5.948150e+00,5.758665e+00,4.853557e+00,4.672952e+00
7.366667e+00,6.022570e+00,5.833205e+00,4.966377e+00,4.784149e+00
7.400000e+00,6.094007e+00,5.904896e+00,5.076267e+00,4.892415e+00
7.433333e+00,6.162176e+00,5.973469e+00,5.182676e+00,4.997221e+00
7.466667e+00,6.226865e+00,6.038721e+00,5.285115e+00,5.098100e+00
7.500000e+00,6.287864e+00,6.100446e+00,5.383084e+00,5.194566e+00
7.533333e+00,6.344961e+00,6.158425e+00,5.476064e+00,5.286111e+00
7.566667e+00,6.398024e+00,6.212513e+00,5.563627e+00,5.372315e+00
7.600000e+00,6.446921e+00,6.262553e+00,5.645341e+00,5.452745e+00
7.633333e+00,6.491507e+00,6.308371e+00,5.720752e+00,5.526946e+00
7.666667e+00,6.531723e+00,6.349869e+00,5.789534e+00,5.594588e+00
7.700000e+00,6.567498e+00,6.386931e+00,5.851352e+00,5.655331e+00
7.733333e+00,6.598742e+00,6.419417e+00,5.905857e+00,5.708816e+00
7.766667e+00,6.625446e+00,6.447270e+00,5.952848e+00,5.754839e+00
7.800000e+00,6.647577e+00,6.470406e+00,5.992119e+00,5.793190e+00
7.833333e+00,6.665077e+00,6.488720e+00,6.023450e+00,5.823645e+00
7.866667e+00,6.677962e+00,6.502187e+00,6.046789e+00,5.846154e+00
7.900000e+00,6.686219e+00,6.510762e+00,6.062073e+00,5.860658e+00
7.933333e+00,6.689804e+00,6.514372e+00,6.069234e+00,5.867093e+00
7.966667e+00,6.688744e+00,6.513035e+00,6.068372e+00,5.865571e+00
8.000000e+00,6.683037e+00,6.506745e+00,6.059582e+00,5.856192e+00
8.033333e+00,6.672651e+00,6.495476e+00,6.042951e+00,5.839056e+00
8.066667e+00,6.657632e+00,6.479296e+00,6.018733e+00,5.814425e+00
8.100000e+00,6.638012e+00,6.458270e+00,5.987175e+00,5.782553e+00
8.133333e+00,6.613818e+00,6.432464e+00,5.948517e+00,5.743692e+00
8.166667e+00,6.585163e+00,6.402039e+00,5.903153e+00,5.698240e+00
8.200000e+00,6.552146e+00,6.367142e+00,5.851462e+00,5.646582e+00
8.233333e+00,6.514850e+00,6.327903e+00,5.793816e+00,5.589094e+00
8.266667e+00,6.473439e+00,6.284535e+00,5.730706e+00,5.526269e+00
8.300000e+00,6.428062e+00,6.237233e+00,5.662605e+00,5.458575e+00
8.333333e+00,6.378857e+00,6.186179e+00,5.589974e+00,5.386470e+00
8.366667e+00,6.326037e+00,6.131624e+00,5.513362e+00,5.310490e+00
8.400000e+00,6.269804e+00,6.073802e+00,5.433287e+00,5.231139e+00
8.433333e+00,6.210350e+00,6.012932e+00,5.350257e+00,5.148907e+00
8.466667e+00,6.147933e+00,5.949289e+00,5.264827e+00,5.064325e+00
8.500000e+00,6.082802e+00,5.883136e+00,5.177519e+00,4.977892e+00
8.533333e+00,6.015224e+00,5.814751e+00,5.088843e+00,4.890091e+00
8.566667e+00,5.945531e+00,5.744465e+00,4.999319e+00,4.801415e+00
8.600000e+00,5.874051e+00,5.672604e+00,4.909436e+00,4.712326e+00
8.633333e+00,5.801125e+00,5.599500e+00,4.819672e+00,4.623276e+00
8.666667e+00,5.727130e+00,5.525513e+00,4.730478e+00,4.534695e+00
8.700000e+00,5.652427e+00,5.450980e+00,4.642279e+00,4.446989e+00
8.733333e+00,5.577372e+00,5.376231e+00,4.555487e+00,4.360553e+00
8.766667e+00,5.502318e+00,5.301584e+00,4.470460e+00,4.275742e+00
8.800000e+00,5.427596e+00,5.227337e+00,4.387535e+00,4.192887e+00
8.833333e+00,5.353531e+00,5.153783e+00,4.307039e+00,4.112317e+00
8.866667e+00,5.280423e+00,5.081189e+00,4.229227e+00,4.034297e+00
8.900000e+00,5.208558e+00,5.009815e+00,4.154343e+00,3.959083e+00
8.933333e+00,5.138218e+00,4.939922e+00,4.082622e+00,3.886927e+00
8.966667e+00,5.069643e+00,4.871732e+00,4.014223e+00,3.818010e+00
9.000000e+00,5.003058e+00,4.805459e+00,3.949295e+00,3.752505e+00
9.033333e+00,4.938682e+00,4.741316e+00,3.887987e+00,3.690586e+00
9.066667e+00,4.876674e+00,4.679463e+00,3.830364e+00,3.632345e+00
9.100000e+00,4.817185e+00,4.620056e+00,3.776492e+00,3.577873e+00
9.133333e+00,4.760357e+00,4.563249e+00,3.726435e+00,3.527260e+00
9.166667e+00,4.706269e+00,4.509136e+00,3.680175e+00,3.480510e+00
9.200000e+00,4.654994e+00,4.457807e+00,3.637697e+00,3.437629e+00
9.233333e+00,4.606599e+00,4.409352e+00,3.598988e+00,3.398621e+00
9.266667e+00,4.561088e+00,4.363794e+00,3.563956e+00,3.363406e+00
9.300000e+00,4.518460e+00,4.321158e+00,3.532515e+00,3.331905e+00
9.333333e+00,4.478717e+00,4.281465e+00,3.504581e+00,3.304037e+00
9.366667e+00,4.441799e+00,4.244674e+00,3.479999e+00,3.279643e+00
9.400000e+00,4.407646e+00,4.210745e+00,3.458620e+00,3.258566e+00
9.433333e+00,4.376207e+00,4.179639e+00,3.440301e+00,3.240652e+00
9.466667e+00,4.347372e+00,4.151258e+00,3.424837e+00,3.225675e+00
9.500000e+00,4.321042e+00,4.125506e+00,3.412030e+00,3.213421e+00
9.533333e+00,4.297124e+00,4.102296e+00,3.401690e+00,3.203674e+00
9.566667e+00,4.275481e+00,4.081484e+00,3.393575e+00,3.196171e+00
9.600000e+00,4.255987e+00,4.062938e+00,3.387454e+00,3.190658e+00
9.633333e+00,4.238526e+00,4.046530e+00,3.383101e+00,3.186887e+00
9.666667e+00,4.222948e+00,4.032094e+00,3.380255e+00,3.184577e+00
9.700000e+00,4.209115e+00,4.019475e+00,3.378668e+00,3.183464e+00
9.733333e+00,4.196902e+00,4.008523e+00,3.378093e+00,3.183291e+00
9.766667e+00,4.186156e+00,3.999065e+00,3.378269e+00,3.183791e+00
9.800000e+00,4.176740e+00,3.990940e+00,3.378946e+00,3.184712e+00
9.833333e+00,4.168529e+00,3.983996e+00,3.379877e+00,3.185813e+00
9.866667e+00,4.161378e+00,3.978068e+00,3.380820e+00,3.186861e+00
9.900000e+00,4.155159e+00,3.973006e+00,3.381542e+00,3.187642e+00
9.933333e+00,4.149750e+00,3.968670e+00,3.381820e+00,3.187948e+00
9.966667e+00,4.145022e+00,3.964919e+00,3.381447e+00,3.187599e+00
1.000000e+01,4.140861e+00,3.961623e+00,3.380234e+00,3.186428e+00
