f,g,p,gr,pr
1.482913e+00,-4.699238e+01,1.566282e+02,-4.672119e+01,1.593533e+02
1.498583e+00,-4.697351e+01,1.563811e+02,-4.666202e+01,1.589329e+02
1.514252e+00,-4.695657e+01,1.561335e+02,-4.660983e+01,1.584981e+02
1.529921e+00,-4.694143e+01,1.558857e+02,-4.656410e+01,1.580540e+02
1.545591e+00,-4.692795e+01,1.556379e+02,-4.652431e+01,1.576050e+02
1.561260e+00,-4.691602e+01,1.553906e+02,-4.648994e+01,1.571543e+02
1.576929e+00,-4.690553e+01,1.551437e+02,-4.646050e+01,1.567046e+02
1.592598e+00,-4.689639e+01,1.548975e+02,-4.643553e+01,1.562575e+02
1.608268e+00,-4.688853e+01,1.546522e+02,-4.641460e+01,1.558147e+02
1.623937e+00,-4.688184e+01,1.544078e+02,-4.639735e+01,1.553770e+02
1.639606e+00,-4.687628e+01,1.541643e+02,-4.638342e+01,1.549453e+02
1.655276e+00,-4.687177e+01,1.539219e+02,-4.637251e+01,1.545200e+02
1.670945e+00,-4.686825e+01,1.536807e+02,-4.636433e+01,1.541014e+02
1.686614e+00,-4.686567e+01,1.534406e+02,-4.635864e+01,1.536898e+02
1.702283e+00,-4.686397e+01,1.532016e+02,-4.635522e+01,1.532851e+02
1.717953e+00,-4.686312e+01,1.529639e+02,-4.635387e+01,1.528875e+02
1.733622e+00,-4.686306e+01,1.527274e+02,-4.635441e+01,1.524968e+02
1.749291e+00,-4.686376e+01,1.524922e+02,-4.635668e+01,1.521129e+02
1.764961e+00,-4.686517e+01,1.522582e+02,-4.636054e+01,1.517358e+02
1.780630e+00,-4.686728e+01,1.520255e+02,-4.636586e+01,1.513652e+02
1.796299e+00,-4.687003e+01,1.517940e+02,-4.637253e+01,1.510011e+02
1.811969e+00,-4.687341e+01,1.515637e+02,-4.638043e+01,1.506431e+02
1.827638e+00,-4.687738e+01,1.513348e+02,-4.638949e+01,1.502913e+02
1.843307e+00,-4.688192e+01,1.511071e+02,-4.639960e+01,1.499453e+02
1.858976e+00,-4.688700e+01,1.508806e+02,-4.641071e+01,1.496050e+02
1.874646e+00,-4.689260e+01,1.506554e+02,-4.642273e+01,1.492702e+02
1.890315e+00,-4.689869e+01,1.504314e+02,-4.643560e+01,1.489407e+02
1.905984e+00,-4.690527e+01,1.502087e+02,-4.644927e+01,1.486165e+02
1.921654e+00,-4.691230e+01,1.499872e+02,-4.646368e+01,1.482973e+02
1.937323e+00,-4.691977e+01,1.497669e+02,-4.647879e+01,1.479829e+02
1.952992e+00,-4.692766e+01,1.495479e+02,-4.649454e+01,1.476732e+02
1.968661e+00,-4.693595e+01,1.493300e+02,-4.651091e+01,1.473682e+02
1.984331e+00,-4.694464e+01,1.491133e+02,-4.652785e+01,1.470675e+02
2.000000e+00,-4.695370e+01,1.488978e+02,-4.654532e+01,1.467712e+02
2.100000e+00,-4.701948e+01,1.475501e+02,-4.666760e+01,1.449733e+02
2.870866e+00,-4.779272e+01,1.385659e+02,-4.788163e+01,1.347377e+02
3.641732e+00,-4.874598e+01,1.316004e+02,-4.917379e+01,1.282210e+02
4.412598e+00,-4.972046e+01,1.261488e+02,-5.038797e+01,1.237896e+02
5.183465e+00,-5.066211e+01,1.218284e+02,-5.149694e+01,1.206819e+02
5.954331e+00,-5.155180e+01,1.183540e+02,-5.250337e+01,1.184638e+02
6.725197e+00,-5.238470e+01,1.155176e+02,-5.341765e+01,1.168684e+02
7.496063e+00,-5.316206e+01,1.131688e+02,-5.425125e+01,1.157233e+02
8.266929e+00,-5.388757e+01,1.111978e+02,-5.501469e+01,1.149131e+02
9.037795e+00,-5.456568e+01,1.095239e+02,-5.571707e+01,1.143574e+02
9.808661e+00,-5.520089e+01,1.080870e+02,-5.636610e+01,1.139993e+02
1.057953e+01,-5.579744e+01,1.068415e+02,-5.696825e+01,1.137969e+02
1.135039e+01,-5.635915e+01,1.057525e+02,-5.752896e+01,1.137191e+02
1.212126e+01,-5.688945e+01,1.047930e+02,-5.805282e+01,1.137421e+02
1.289213e+01,-5.739134e+01,1.039415e+02,-5.854371e+01,1.138475e+02
1.366299e+01,-5.786749e+01,1.031811e+02,-5.900497e+01,1.140209e+02
1.443386e+01,-5.832024e+01,1.024982e+02,-5.943943e+01,1.142508e+02
1.520472e+01,-5.875165e+01,1.018816e+02,-5.984956e+01,1.145278e+02
1.597559e+01,-5.916354e+01,1.013223e+02,-6.023749e+01,1.148443e+02
1.674646e+01,-5.955751e+01,1.008128e+02,-6.060510e+01,1.151941e+02
1.751732e+01,-5.993501e+01,1.003466e+02,-6.095402e+01,1.155720e+02
1.828819e+01,-6.029731e+01,9.991864e+01,-6.128571e+01,1.159735e+02
1.905906e+01,-6.064553e+01,9.952436e+01,-6.160145e+01,1.163951e+02
1.982992e+01,-6.098071e+01,9.916000e+01,-6.190239e+01,1.168335e+02
2.060079e+01,-6.130375e+01,9.882228e+01,-6.218956e+01,1.172860e+02
2.137165e+01,-6.161549e+01,9.850842e+01,-6.246389e+01,1.177503e+02
2.214252e+01,-6.191666e+01,9.821599e+01,-6.272621e+01,1.182245e+02
2.291339e+01,-6.220795e+01,9.794287e+01,-6.297727e+01,1.187067e+02
2.368425e+01,-6.248996e+01,9.768723e+01,-6.321778e+01,1.191955e+02
2.445512e+01,-6.276327e+01,9.744744e+01,-6.344834e+01,1.196894e+02
2.522598e+01,-6.302838e+01,9.722209e+01,-6.366955e+01,1.201873e+02
2.599685e+01,-6.328577e+01,9.700992e+01,-6.388193e+01,1.206882e+02
2.676772e+01,-6.353586e+01,9.680981e+01,-6.408596e+01,1.211911e+02
2.753858e+01,-6.377904e+01,9.662076e+01,-6.428209e+01,1.216952e+02
2.830945e+01,-6.401570e+01,9.644188e+01,-6.447074e+01,1.221998e+02
2.908031e+01,-6.424615e+01,9.627237e+01,-6.465229e+01,1.227042e+02
2.985118e+01,-6.447072e+01,9.611153e+01,-6.482710e+01,1.232079e+02
3.062205e+01,-6.468969e+01,9.595871e+01,-6.499550e+01,1.237104e+02
3.139291e+01,-6.490334e+01,9.581332e+01,-6.515780e+01,1.242111e+02
3.216378e+01,-6.511191e+01,9.567483e+01,-6.531430e+01,1.247097e+02
3.293465e+01,-6.531564e+01,9.554277e+01,-6.546526e+01,1.252058e+02
3.370551e+01,-6.551474e+01,9.541670e+01,-6.561094e+01,1.256991e+02
3.447638e+01,-6.570942e+01,9.529622e+01,-6.575157e+01,1.261893e+02
3.524724e+01,-6.589987e+01,9.518097e+01,-6.588739e+01,1.266761e+02
3.601811e+01,-6.608627e+01,9.507062e+01,-6.601861e+01,1.271594e+02
3.678898e+01,-6.626878e+01,9.496486e+01,-6.614541e+01,1.276388e+02
3.755984e+01,-6.644756e+01,9.486342e+01,-6.626801e+01,1.281143e+02
3.833071e+01,-6.662276e+01,9.476602e+01,-6.638656e+01,1.285856e+02
3.910157e+01,-6.679453e+01,9.467245e+01,-6.650124e+01,1.290527e+02
3.987244e+01,-6.696298e+01,9.458247e+01,-6.661221e+01,1.295154e+02
4.064331e+01,-6.712825e+01,9.449588e+01,-6.671962e+01,1.299736e+02
4.141417e+01,-6.729045e+01,9.441250e+01,-6.682362e+01,1.304272e+02
4.218504e+01,-6.744970e+01,9.433215e+01,-6.692434e+01,1.308762e+02
4.295591e+01,-6.760610e+01,9.425467e+01,-6.702190e+01,1.313204e+02
4.372677e+01,-6.775974e+01,9.417991e+01,-6.711644e+01,1.317599e+02
4.449764e+01,-6.791073e+01,9.410772e+01,-6.720807e+01,1.321946e+02
4.526850e+01,-6.805915e+01,9.403799e+01,-6.729690e+01,1.326244e+02
4.603937e+01,-6.820509e+01,9.397058e+01,-6.738304e+01,1.330493e+02
4.681024e+01,-6.834863e+01,9.390537e+01,-6.746660e+01,1.334694e+02
4.758110e+01,-6.848985e+01,9.384228e+01,-6.754765e+01,1.338846e+02
4.835197e+01,-6.862882e+01,9.378118e+01,-6.762631e+01,1.342949e+02
4.912283e+01,-6.876561e+01,9.372200e+01,-6.770265e+01,1.347003e+02
4.989370e+01,-6.890029e+01,9.366464e+01,-6.777677e+01,1.351008e+02
5.066457e+01,-6.903292e+01,9.360902e+01,-6.784874e+01,1.354965e+02
5.143543e+01,-6.916356e+01,9.355505e+01,-6.791864e+01,1.358873e+02
5.220630e+01,-6.929227e+01,9.350268e+01,-6.798654e+01,1.362733e+02
5.297717e+01,-6.941912e+01,9.345183e+01,-6.805252e+01,1.366545e+02
5.374803e+01,-6.954414e+01,9.340243e+01,-6.811664e+01,1.370310e+02
5.451890e+01,-6.966740e+01,9.335442e+01,-6.817896e+01,1.374027e+02
5.528976e+01,-6.978893e+01,9.330775e+01,-6.823956e+01,1.377697e+02
5.606063e+01,-6.990880e+01,9.326235e+01,-6.829848e+01,1.381321e+02
5.683150e+01,-7.002704e+01,9.321819e+01,-6.835579e+01,1.384898e+02
5.760236e+01,-7.014369e+01,9.317520e+01,-6.841154e+01,1.388430e+02
5.837323e+01,-7.025881e+01,9.313335e+01,-6.846578e+01,1.391917e+02
5.914409e+01,-7.037242e+01,9.309258e+01,-6.851857e+01,1.395358e+02
5.991496e+01,-7.048457e+01,9.305286e+01,-6.856995e+01,1.398756e+02
6.068583e+01,-7.059530e+01,9.301415e+01,-6.861996e+01,1.402109e+02
6.145669e+01,-7.070463e+01,9.297640e+01,-6.866866e+01,1.405419e+02
6.222756e+01,-7.081261e+01,9.293959e+01,-6.871609e+01,1.408686e+02
6.299843e+01,-7.091927e+01,9.290368e+01,-6.876229e+01,1.411911e+02
6.376929e+01,-7.102464e+01,9.286863e+01,-6.880729e+01,1.415094e+02
6.454016e+01,-7.112874e+01,9.283442e+01,-6.885114e+01,1.418236e+02
6.531102e+01,-7.123162e+01,9.280101e+01,-6.889388e+01,1.421336e+02
6.608189e+01,-7.133330e+01,9.276838e+01,-6.893553e+01,1.424397e+02
6.685276e+01,-7.143380e+01,9.273651e+01,-6.897613e+01,1.427418e+02
6.762362e+01,-7.153315e+01,9.270535e+01,-6.901572e+01,1.430399e+02
6.839449e+01,-7.163139e+01,9.267490e+01,-6.905433e+01,1.433342e+02
6.916535e+01,-7.172853e+01,9.264513e+01,-6.909198e+01,1.436247e+02
6.993622e+01,-7.182459e+01,9.261601e+01,-6.912871e+01,1.439114e+02
7.070709e+01,-7.191961e+01,9.258752e+01,-6.916455e+01,1.441944e+02
7.147795e+01,-7.201360e+01,9.255965e+01,-6.919952e+01,1.444737e+02
7.224882e+01,-7.210659e+01,9.253237e+01,-6.923364e+01,1.447494e+02
7.301969e+01,-7.219859e+01,9.250567e+01,-6.926696e+01,1.450216e+02
7.379055e+01,-7.228963e+01,9.247953e+01,-6.929947e+01,1.452903e+02
7.456142e+01,-7.237973e+01,9.245392e+01,-6.933123e+01,1.455555e+02
7.533228e+01,-7.246891e+01,9.242884e+01,-6.936223e+01,1.458173e+02
7.610315e+01,-7.255718e+01,9.240426e+01,-6.939252e+01,1.460758e+02
7.687402e+01,-7.264456e+01,9.238018e+01,-6.942210e+01,1.463309e+02
7.764488e+01,-7.273108e+01,9.235657e+01,-6.945099e+01,1.465828e+02
7.841575e+01,-7.281674e+01,9.233343e+01,-6.947923e+01,1.468315e+02
7.918661e+01,-7.290157e+01,9.231073e+01,-6.950683e+01,1.470771e+02
7.995748e+01,-7.298558e+01,9.228848e+01,-6.953380e+01,1.473195e+02
8.072835e+01,-7.306879e+01,9.226665e+01,-6.956016e+01,1.475589e+02
8.149921e+01,-7.315120e+01,9.224523e+01,-6.958593e+01,1.477953e+02
8.227008e+01,-7.323285e+01,9.222421e+01,-6.961113e+01,1.480287e+02
8.304094e+01,-7.331373e+01,9.220358e+01,-6.963578e+01,1.482592e+02
8.381181e+01,-7.339387e+01,9.218333e+01,-6.965988e+01,1.484868e+02
8.458268e+01,-7.347328e+01,9.216345e+01,-6.968346e+01,1.487115e+02
8.535354e+01,-7.355197e+01,9.214393e+01,-6.970652e+01,1.489335e+02
8.612441e+01,-7.362996e+01,9.212475e+01,-6.972909e+01,1.491528e+02
8.689528e+01,-7.370725e+01,9.210592e+01,-6.975117e+01,1.493693e+02
8.766614e+01,-7.378386e+01,9.208742e+01,-6.977278e+01,1.495832e+02
8.843701e+01,-7.385980e+01,9.206924e+01,-6.979394e+01,1.497944e+02
8.920787e+01,-7.393508e+01,9.205137e+01,-6.981464e+01,1.500031e+02
8.997874e+01,-7.400972e+01,9.203381e+01,-6.983492e+01,1.502092e+02
9.074961e+01,-7.408373e+01,9.201655e+01,-6.985477e+01,1.504128e+02
9.152047e+01,-7.415710e+01,9.199957e+01,-6.987421e+01,1.506140e+02
9.229134e+01,-7.422987e+01,9.198288e+01,-6.989325e+01,1.508127e+02
9.306220e+01,-7.430203e+01,9.196647e+01,-6.991190e+01,1.510091e+02
9.383307e+01,-7.437360e+01,9.195033e+01,-6.993017e+01,1.512031e+02
9.460394e+01,-7.444458e+01,9.193445e+01,-6.994807e+01,1.513948e+02
9.537480e+01,-7.451499e+01,9.191882e+01,-6.996560e+01,1.515842e+02
9.614567e+01,-7.458483e+01,9.190345e+01,-6.998279e+01,1.517713e+02
9.691654e+01,-7.465412e+01,9.188832e+01,-6.999964e+01,1.519563e+02
9.768740e+01,-7.472286e+01,9.187343e+01,-7.001615e+01,1.521391e+02
9.845827e+01,-7.479106e+01,9.185877e+01,-7.003234e+01,1.523197e+02
9.922913e+01,-7.485872e+01,9.184434e+01,-7.004821e+01,1.524983e+02
1.000000e+02,-7.492587e+01,9.183013e+01,-7.006377e+01,1.526747e+02
