f_sv,SV_m1,SV_m2,SV_f1,SV_f2
4.909602e-03,1.759450e-01,1.759001e-01,1.141739e-01,1.141505e-01
5.126993e-03,1.719862e-01,1.719402e-01,1.165051e-01,1.164804e-01
5.354009e-03,1.679821e-01,1.679352e-01,1.187844e-01,1.187585e-01
5.591077e-03,1.639442e-01,1.638966e-01,1.210098e-01,1.209826e-01
5.838642e-03,1.598843e-01,1.598359e-01,1.231795e-01,1.231511e-01
6.097170e-03,1.558140e-01,1.557649e-01,1.252930e-01,1.252634e-01
6.367144e-03,1.517450e-01,1.516953e-01,1.273502e-01,1.273195e-01
6.649072e-03,1.476886e-01,1.476385e-01,1.293519e-01,1.293201e-01
6.943484e-03,1.436560e-01,1.436054e-01,1.312997e-01,1.312669e-01
7.250932e-03,1.396577e-01,1.396068e-01,1.331958e-01,1.331622e-01
7.571993e-03,1.357039e-01,1.356525e-01,1.350433e-01,1.350088e-01
7.907271e-03,1.318039e-01,1.317522e-01,1.368458e-01,1.368106e-01
8.257394e-03,1.279665e-01,1.279145e-01,1.386077e-01,1.385718e-01
8.623020e-03,1.241997e-01,1.241475e-01,1.403338e-01,1.402975e-01
9.004836e-03,1.205110e-01,1.204585e-01,1.420297e-01,1.419930e-01
9.403558e-03,1.169067e-01,1.168539e-01,1.437014e-01,1.436644e-01
9.819934e-03,1.133926e-01,1.133396e-01,1.453554e-01,1.453184e-01
1.025475e-02,1.099738e-01,1.099205e-01,1.469989e-01,1.469619e-01
1.070881e-02,1.066546e-01,1.066009e-01,1.486392e-01,1.486024e-01
1.118299e-02,1.034384e-01,1.033843e-01,1.502844e-01,1.502480e-01
1.167815e-02,1.003283e-01,1.002737e-01,1.519427e-01,1.519069e-01
1.219525e-02,9.732636e-02,9.727115e-02,1.536230e-01,1.535880e-01
1.273523e-02,9.443431e-02,9.437841e-02,1.553345e-01,1.553005e-01
1.329913e-02,9.165325e-02,9.159652e-02,1.570868e-01,1.570540e-01
1.388800e-02,8.898373e-02,8.892605e-02,1.588899e-01,1.588586e-01
1.450294e-02,8.642587e-02,8.636708e-02,1.607543e-01,1.607249e-01
1.514511e-02,8.397933e-02,8.391926e-02,1.626911e-01,1.626638e-01
1.581572e-02,8.164340e-02,8.158185e-02,1.647116e-01,1.646869e-01
1.651602e-02,7.941701e-02,7.935377e-02,1.668280e-01,1.668061e-01
1.724732e-02,7.729875e-02,7.723358e-02,1.690526e-01,1.690341e-01
1.801101e-02,7.528695e-02,7.521960e-02,1.713986e-01,1.713840e-01
1.880851e-02,7.337968e-02,7.330986e-02,1.738798e-01,1.738696e-01
1.964133e-02,7.157477e-02,7.150219e-02,1.765105e-01,1.765055e-01
2.051102e-02,6.986988e-02,6.979421e-02,1.793060e-01,1.793068e-01
2.141922e-02,6.826247e-02,6.818337e-02,1.822822e-01,1.822897e-01
2.236763e-02,6.674989e-02,6.666699e-02,1.854558e-01,1.854710e-01
2.335804e-02,6.532936e-02,6.524226e-02,1.888445e-01,1.888686e-01
2.439230e-02,6.399798e-02,6.390628e-02,1.924671e-01,1.925013e-01
2.547236e-02,6.275282e-02,6.265610e-02,1.963434e-01,1.963893e-01
2.660024e-02,6.159087e-02,6.148869e-02,2.004943e-01,2.005538e-01
2.777806e-02,6.050912e-02,6.040104e-02,2.049423e-01,2.050173e-01
2.900804e-02,5.950454e-02,5.939013e-02,2.097110e-01,2.098042e-01
3.029248e-02,5.857412e-02,5.845297e-02,2.148260e-01,2.149402e-01
3.163378e-02,5.771491e-02,5.758664e-02,2.203144e-01,2.204531e-01
3.303449e-02,5.692400e-02,5.678828e-02,2.262055e-01,2.263729e-01
3.449721e-02,5.619857e-02,5.605514e-02,2.325306e-01,2.327317e-01
3.602470e-02,5.553589e-02,5.538463e-02,2.393238e-01,2.395646e-01
3.761982e-02,5.493332e-02,5.477427e-02,2.466218e-01,2.469095e-01
3.928557e-02,5.438838e-02,5.422177e-02,2.544644e-01,2.548079e-01
4.102509e-02,5.389866e-02,5.372503e-02,2.628948e-01,2.633048e-01
4.284162e-02,5.346189e-02,5.328215e-02,2.719603e-01,2.724499e-01
4.473859e-02,5.307593e-02,5.289144e-02,2.817121e-01,2.822975e-01
4.671955e-02,5.273868e-02,5.255143e-02,2.922060e-01,2.929071e-01
4.878823e-02,5.244814e-02,5.226085e-02,3.035028e-01,3.043442e-01
5.094851e-02,5.220226e-02,5.201859e-02,3.156684e-01,3.166805e-01
5.320444e-02,5.199895e-02,5.182365e-02,3.287737e-01,3.299942e-01
5.556026e-02,5.183592e-02,5.167504e-02,3.428946e-01,3.443703e-01
5.802039e-02,5.171051e-02,5.157160e-02,3.581111e-01,3.599000e-01
6.058945e-02,5.161953e-02,5.151179e-02,3.745059e-01,3.766796e-01
6.327227e-02,5.155892e-02,5.149332e-02,3.921617e-01,3.948085e-01
6.607388e-02,5.152338e-02,5.151271e-02,4.111567e-01,4.143848e-01
6.899954e-02,5.150588e-02,5.156459e-02,4.315579e-01,4.354992e-01
7.205475e-02,5.149690e-02,5.164091e-02,4.534106e-01,4.582243e-01
7.524523e-02,5.148365e-02,5.172986e-02,4.767223e-01,4.825986e-01
7.857699e-02,5.144897e-02,5.181457e-02,5.014408e-01,5.086037e-01
8.205627e-02,5.137016e-02,5.187162e-02,5.274228e-01,5.361306e-01
8.568961e-02,5.121771e-02,5.186941e-02,5.543927e-01,5.649350e-01
8.948383e-02,5.095444e-02,5.176680e-02,5.818937e-01,5.945806e-01
9.344605e-02,5.053556e-02,5.151241e-02,6.092336e-01,6.243739e-01
9.758371e-02,4.991057e-02,5.104586e-02,6.354414e-01,6.533048e-01
1.019046e-01,4.902863e-02,5.030232e-02,6.592562e-01,6.800169e-01
1.064168e-01,4.784866e-02,4.922240e-02,6.791796e-01,7.028467e-01
1.111288e-01,4.635547e-02,4.776882e-02,6.936233e-01,7.199724e-01
1.160494e-01,4.458268e-02,4.595058e-02,7.011526e-01,7.296880e-01
1.211879e-01,4.264395e-02,4.385616e-02,7.007797e-01,7.307558e-01
1.265539e-01,4.077584e-02,4.170437e-02,6.922099e-01,7.227214e-01
1.321576e-01,3.936776e-02,3.991914e-02,6.759324e-01,7.060530e-01
1.380093e-01,3.882473e-02,3.906981e-02,6.531122e-01,6.820305e-01
1.441202e-01,3.922142e-02,3.936012e-02,6.253292e-01,6.524391e-01
1.505016e-01,4.031946e-02,4.047483e-02,5.942742e-01,6.192015e-01
1.571657e-01,4.188639e-02,4.209641e-02,5.615018e-01,5.840788e-01
1.641247e-01,4.379426e-02,4.406801e-02,5.282875e-01,5.485015e-01
1.713920e-01,4.598634e-02,4.632754e-02,4.955832e-01,5.135215e-01
1.789810e-01,4.844349e-02,4.885696e-02,4.640388e-01,4.798433e-01
1.869060e-01,5.116598e-02,5.165903e-02,4.340556e-01,4.478906e-01
1.951819e-01,5.416352e-02,5.474597e-02,4.058465e-01,4.178797e-01
2.038243e-01,5.744850e-02,5.813233e-02,3.794913e-01,3.898837e-01
2.128494e-01,6.102972e-02,6.182849e-02,3.549793e-01,3.638837e-01
2.222741e-01,6.490536e-02,6.583338e-02,3.322420e-01,3.398057e-01
2.321160e-01,6.905438e-02,7.012565e-02,3.111763e-01,3.175476e-01
2.423938e-01,7.342628e-02,7.465310e-02,2.916599e-01,2.969971e-01
2.531267e-01,7.793034e-02,7.932167e-02,2.735635e-01,2.780448e-01
2.643348e-01,8.242696e-02,8.398666e-02,2.567608e-01,2.605924e-01
2.760392e-01,8.672601e-02,8.845101e-02,2.411389e-01,2.445583e-01
2.882618e-01,9.059800e-02,9.247682e-02,2.266095e-01,2.298784e-01
3.010257e-01,9.380229e-02,9.581385e-02,2.131198e-01,2.165047e-01
3.143547e-01,9.612933e-02,9.824244e-02,2.006613e-01,2.044002e-01
3.282739e-01,9.744472e-02,9.961833e-02,1.892711e-01,1.935348e-01
3.428094e-01,9.771739e-02,9.990182e-02,1.790286e-01,1.838854e-01
3.579885e-01,9.701924e-02,9.915883e-02,1.700520e-01,1.754433e-01
3.738398e-01,9.549787e-02,9.753539e-02,1.625047e-01,1.682289e-01
3.903929e-01,9.333602e-02,9.521999e-02,1.566230e-01,1.623097e-01
4.076789e-01,9.071394e-02,9.241159e-02,1.527753e-01,1.578166e-01
4.257304e-01,8.778510e-02,8.930870e-02,1.515742e-01,1.549479e-01
4.445812e-01,8.467079e-02,8.613366e-02,1.540826e-01,1.539342e-01
4.642666e-01,8.148803e-02,8.321691e-02,1.622125e-01,1.548911e-01
4.848237e-01,7.850378e-02,8.117552e-02,1.794970e-01,1.574081e-01
5.062910e-01,7.716048e-02,8.108331e-02,2.121530e-01,1.597496e-01
5.287089e-01,8.747371e-02,8.383301e-02,2.648378e-01,1.582994e-01
5.521194e-01,1.143267e-01,8.820160e-02,2.946264e-01,1.494587e-01
5.765665e-01,1.147594e-01,9.143135e-02,2.285097e-01,1.337441e-01
6.020961e-01,1.017515e-01,9.242819e-02,1.541662e-01,1.155078e-01
6.287561e-01,9.239673e-02,9.186463e-02,1.086334e-01,9.844044e-02
6.565965e-01,8.645902e-02,9.064609e-02,8.117702e-02,8.385302e-02
6.856697e-01,8.244463e-02,8.932757e-02,6.339651e-02,7.166239e-02
7.160302e-01,7.953974e-02,8.816897e-02,5.114545e-02,6.140930e-02
7.477351e-01,7.733472e-02,8.726629e-02,4.250261e-02,5.273227e-02
7.808437e-01,7.561344e-02,8.662155e-02,3.670182e-02,4.557086e-02
8.154184e-01,7.425462e-02,8.615854e-02,3.342895e-02,4.024177e-02
8.515241e-01,7.318430e-02,8.570625e-02,3.220826e-02,3.715767e-02
8.892284e-01,7.234495e-02,8.497963e-02,3.241141e-02,3.622140e-02
9.286022e-01,7.165345e-02,8.361992e-02,3.358098e-02,3.686319e-02
9.697194e-01,7.089095e-02,8.137372e-02,3.543407e-02,3.847507e-02
1.012657e+00,6.936833e-02,7.822622e-02,3.753831e-02,4.043277e-02
1.057496e+00,6.527007e-02,7.335536e-02,3.840050e-02,4.126392e-02
1.104321e+00,5.760460e-02,6.499784e-02,3.562243e-02,3.777143e-02
1.153219e+00,5.284332e-02,6.104915e-02,3.277993e-02,3.544292e-02
1.204282e+00,5.267512e-02,6.405448e-02,3.362651e-02,3.822126e-02
1.257606e+00,5.353183e-02,6.809231e-02,3.624984e-02,4.276691e-02
1.313291e+00,5.423716e-02,7.099064e-02,3.931185e-02,4.785098e-02
1.371441e+00,5.465750e-02,7.259865e-02,4.248581e-02,5.291130e-02
1.432167e+00,5.484502e-02,7.321105e-02,4.572323e-02,5.764474e-02
1.495581e+00,5.486131e-02,7.314928e-02,4.902905e-02,6.196624e-02
1.561804e+00,5.475158e-02,7.266155e-02,5.241195e-02,6.591792e-02
1.630958e+00,5.454597e-02,7.191580e-02,5.587496e-02,6.958534e-02
1.703175e+00,5.426393e-02,7.101771e-02,5.941503e-02,7.305296e-02
1.778589e+00,5.391786e-02,7.003053e-02,6.302449e-02,7.638826e-02
1.857342e+00,5.351549e-02,6.899042e-02,6.669259e-02,7.963958e-02
1.939583e+00,5.306154e-02,6.791686e-02,7.040673e-02,8.283892e-02
2.025465e+00,5.255870e-02,6.681937e-02,7.415331e-02,8.600565e-02
2.115150e+00,5.200842e-02,6.570165e-02,7.791817e-02,8.914997e-02
2.208806e+00,5.141138e-02,6.456422e-02,8.168692e-02,9.227548e-02
2.306609e+00,5.076784e-02,6.340593e-02,8.544499e-02,9.538115e-02
2.408742e+00,5.007792e-02,6.222497e-02,8.917776e-02,9.846269e-02
2.515398e+00,4.934182e-02,6.101946e-02,9.287058e-02,1.015136e-01
2.626776e+00,4.855993e-02,5.978780e-02,9.650886e-02,1.045257e-01
2.743086e+00,4.773298e-02,5.852887e-02,1.000782e-01,1.074900e-01
2.864547e+00,4.686213e-02,5.724216e-02,1.035643e-01,1.103968e-01
2.991385e+00,4.594899e-02,5.592780e-02,1.069535e-01,1.132359e-01
3.123839e+00,4.499569e-02,5.458661e-02,1.102326e-01,1.159974e-01
3.262159e+00,4.400484e-02,5.322005e-02,1.133891e-01,1.186711e-01
3.406602e+00,4.297954e-02,5.183015e-02,1.164115e-01,1.212474e-01
3.557442e+00,4.192332e-02,5.041954e-02,1.192892e-01,1.237168e-01
3.714961e+00,4.084008e-02,4.899127e-02,1.220128e-01,1.260707e-01
3.879454e+00,3.973401e-02,4.754882e-02,1.245742e-01,1.283007e-01
4.051231e+00,3.860954e-02,4.609597e-02,1.269666e-01,1.303995e-01
4.230614e+00,3.747120e-02,4.463673e-02,1.291844e-01,1.323600e-01
4.417940e+00,3.632358e-02,4.317525e-02,1.312234e-01,1.341764e-01
4.613560e+00,3.517120e-02,4.171576e-02,1.330806e-01,1.358432e-01
4.817842e+00,3.401847e-02,4.026244e-02,1.347541e-01,1.373559e-01
5.031170e+00,3.286960e-02,3.881943e-02,1.362432e-01,1.387108e-01
5.253943e+00,3.172854e-02,3.739070e-02,1.375479e-01,1.399047e-01
5.486581e+00,3.059894e-02,3.598004e-02,1.386692e-01,1.409352e-01
5.729519e+00,2.948412e-02,3.459096e-02,1.396088e-01,1.418006e-01
5.983214e+00,2.838705e-02,3.322673e-02,1.403688e-01,1.424997e-01
6.248143e+00,2.731034e-02,3.189031e-02,1.409517e-01,1.430319e-01
6.524802e+00,2.625623e-02,3.058431e-02,1.413605e-01,1.433970e-01
6.813711e+00,2.522660e-02,2.931103e-02,1.415983e-01,1.435954e-01
7.115413e+00,2.422300e-02,2.807241e-02,1.416683e-01,1.436279e-01
7.430474e+00,2.324667e-02,2.687006e-02,1.415739e-01,1.434958e-01
7.759485e+00,2.229853e-02,2.570525e-02,1.413186e-01,1.432006e-01
8.103064e+00,2.137925e-02,2.457893e-02,1.409056e-01,1.427444e-01
8.461857e+00,2.048925e-02,2.349174e-02,1.403385e-01,1.421295e-01
8.836536e+00,1.962875e-02,2.244402e-02,1.396207e-01,1.413587e-01
9.227806e+00,1.879778e-02,2.143585e-02,1.387557e-01,1.404351e-01
9.636401e+00,1.799619e-02,2.046704e-02,1.377471e-01,1.393624e-01
1.006309e+01,1.722372e-02,1.953720e-02,1.365986e-01,1.381443e-01
1.050867e+01,1.647998e-02,1.864571e-02,1.353141e-01,1.367853e-01
1.097398e+01,1.576449e-02,1.779181e-02,1.338977e-01,1.352900e-01
1.145989e+01,1.507670e-02,1.697457e-02,1.323537e-01,1.336637e-01
1.196732e+01,1.441599e-02,1.619295e-02,1.306868e-01,1.319119e-01
1.249721e+01,1.378170e-02,1.544583e-02,1.289020e-01,1.300406e-01
1.305057e+01,1.317313e-02,1.473200e-02,1.270047e-01,1.280562e-01
1.362843e+01,1.258956e-02,1.405023e-02,1.250006e-01,1.259653e-01
1.423188e+01,1.203024e-02,1.339925e-02,1.228960e-01,1.237752e-01
1.486205e+01,1.149444e-02,1.277779e-02,1.206975e-01,1.214932e-01
1.552012e+01,1.098138e-02,1.218461e-02,1.184120e-01,1.191272e-01
1.620733e+01,1.049032e-02,1.161846e-02,1.160470e-01,1.166851e-01
1.692497e+01,1.002049e-02,1.107816e-02,1.136100e-01,1.141750e-01
1.767439e+01,9.571156e-03,1.056254e-02,1.111091e-01,1.116055e-01
1.845698e+01,9.141569e-03,1.007050e-02,1.085524e-01,1.089849e-01
1.927423e+01,8.730997e-03,9.600985e-03,1.059482e-01,1.063217e-01
2.012767e+01,8.338722e-03,9.152975e-03,1.033049e-01,1.036244e-01
2.101890e+01,7.964034e-03,8.725515e-03,1.006308e-01,1.009014e-01
2.194958e+01,7.606237e-03,8.317697e-03,9.793431e-02,9.816078e-02
2.292148e+01,7.264649e-03,7.928655e-03,9.522343e-02,9.541058e-02
2.393641e+01,6.938605e-03,7.557573e-03,9.250611e-02,9.265848e-02
2.499628e+01,6.627454e-03,7.203670e-03,8.978995e-02,8.991183e-02
2.610309e+01,6.330560e-03,6.866207e-03,8.708219e-02,8.717760e-02
2.725890e+01,6.047307e-03,6.544478e-03,8.438970e-02,8.446233e-02
2.846588e+01,5.777094e-03,6.237807e-03,8.171887e-02,8.177212e-02
2.972631e+01,5.519340e-03,5.945549e-03,7.907564e-02,7.911256e-02
3.104255e+01,5.273482e-03,5.667084e-03,7.646547e-02,7.648880e-02
3.241707e+01,5.038976e-03,5.401816e-03,7.389327e-02,7.390546e-02
3.385246e+01,4.815298e-03,5.149171e-03,7.136346e-02,7.136664e-02
3.535140e+01,4.601942e-03,4.908594e-03,6.887997e-02,6.887600e-02
3.691671e+01,4.398423e-03,4.679552e-03,6.644619e-02,6.643668e-02
3.855133e+01,4.204276e-03,4.461528e-03,6.406505e-02,6.405137e-02
4.025833e+01,4.019055e-03,4.254022e-03,6.173901e-02,6.172230e-02
4.204092e+01,3.842332e-03,4.056552e-03,5.947008e-02,5.945129e-02
4.390243e+01,3.673700e-03,3.868651e-03,5.725985e-02,5.723979e-02
4.584637e+01,3.512770e-03,3.689870e-03,5.510954e-02,5.508884e-02
4.787638e+01,3.359172e-03,3.519774e-03,5.302000e-02,5.299916e-02
4.999628e+01,3.212551e-03,3.357944e-03,5.099176e-02,5.097118e-02
5.221005e+01,3.072573e-03,3.203979e-03,4.902504e-02,4.900503e-02
5.452184e+01,2.938918e-03,3.057491e-03,4.711980e-02,4.710058e-02
5.693599e+01,2.811282e-03,2.918109e-03,4.527576e-02,4.525748e-02
5.945704e+01,2.689378e-03,2.785477e-03,4.349243e-02,4.347520e-02
6.208972e+01,2.572931e-03,2.659255e-03,4.176913e-02,4.175302e-02
6.483897e+01,2.461683e-03,2.539118e-03,4.010503e-02,4.009005e-02
6.770995e+01,2.355386e-03,2.424755e-03,3.849914e-02,3.848530e-02
7.070805e+01,2.253808e-03,2.315872e-03,3.695038e-02,3.693765e-02
7.383891e+01,2.156726e-03,2.212188e-03,3.545756e-02,3.544590e-02
7.710839e+01,2.063930e-03,2.113434e-03,3.401940e-02,3.400877e-02
8.052265e+01,1.975221e-03,2.019359e-03,3.263457e-02,3.262491e-02
8.408808e+01,1.890408e-03,1.929722e-03,3.130168e-02,3.129292e-02
8.781138e+01,1.809313e-03,1.844294e-03,3.001931e-02,3.001140e-02
9.169955e+01,1.731763e-03,1.762862e-03,2.878601e-02,2.877888e-02
9.575988e+01,1.657598e-03,1.685220e-03,2.760031e-02,2.759390e-02
1.000000e+02,1.586663e-03,1.611177e-03,2.646075e-02,2.645499e-02
