t,y1c1,y2c1,y1c2,y2c2
1.500000e+00,5.514288e-06,-3.605786e-04,1.533333e+00,-2.432062e-05
-4.684967e-04,1.566667e+00,-5.088686e-05,-5.682896e-04,1.600000e+00
-7.340799e-05,-6.586004e-04,1.633333e+00,-9.083797e-05,-7.382839e-04
1.666667e+00,-1.021109e-04,-8.064490e-04,1.700000e+00,-1.063835e-04
-8.624723e-04,1.733333e+00,-1.032370e-04,-9.060094e-04,1.766667e+00
-9.280875e-05,-9.370083e-04,1.800000e+00,-7.581640e-05,-9.556896e-04
1.833333e+00,-5.349886e-05,-9.625284e-04,1.866667e+00,-2.748642e-05
-9.582387e-04,1.900000e+00,3.845826e-07,-9.437289e-04,1.933333e+00
2.826213e-05,-9.200649e-04,1.966667e+00,5.445434e-05,-8.884362e-04
2.000000e+00,7.756331e-05,-8.501044e-04,2.033333e+00,9.656071e-05
-8.063636e-04,2.066667e+00,1.108107e-04,-7.585043e-04,2.100000e+00
1.200334e-04,-7.077732e-04,2.133333e+00,1.242340e-04,-6.553442e-04
2.166667e+00,1.236183e-04,-6.022950e-04,2.200000e+00,1.184982e-04
-5.495875e-04,2.233333e+00,1.092171e-04,-4.980579e-04,2.266667e+00
9.610350e-05,-4.484103e-04,2.300000e+00,7.944570e-05,-4.012192e-04
2.333333e+00,5.949750e-05,-3.569360e-04,2.366667e+00,3.650569e-05
-3.158974e-04,2.400000e+00,1.074160e-05,-2.783409e-04,2.433333e+00
-1.746426e-05,-2.444209e-04,2.466667e+00,-4.769489e-05,-2.142215e-04
2.500000e+00,-7.943928e-05,-1.877752e-04,2.533333e+00,-1.120991e-04
-1.650781e-04,2.566667e+00,-1.450117e-04,-1.460984e-04,2.600000e+00
-1.774871e-04,-1.307895e-04,2.633333e+00,-2.088486e-04,-1.190970e-04
2.666667e+00,-2.384753e-04,-1.109587e-04,2.700000e+00,-2.658358e-04
-1.063088e-04,2.733333e+00,-2.905114e-04,-1.050755e-04,2.766667e+00
-3.122097e-04,-1.071741e-04,2.800000e+00,-3.307604e-04,-1.125038e-04
2.833333e+00,-3.461028e-04,-1.209415e-04,2.866667e+00,-3.582692e-04
-1.323315e-04,2.900000e+00,-3.673592e-04,-1.464830e-04,2.933333e+00
-3.735188e-04,-1.631640e-04,2.966667e+00,-3.769241e-04,-1.820961e-04
3.000000e+00,-3.777673e-04,-2.029559e-04,3.033333e+00,-3.762505e-04
-2.253757e-04,3.066667e+00,-3.725873e-04,-2.489462e-04,3.100000e+00
-3.670036e-04,-2.732244e-04,3.133333e+00,-3.597429e-04,-2.977415e-04
3.166667e+00,-3.510715e-04,-3.220136e-04,3.200000e+00,-3.412791e-04
-3.455538e-04,3.233333e+00,-3.306769e-04,-3.678844e-04,3.266667e+00
-3.195934e-04,-3.885514e-04,3.300000e+00,-3.083642e-04,-4.071361e-04
3.333333e+00,-2.973215e-04,-4.232664e-04,3.366667e+00,-2.867815e-04
-4.366292e-04,3.400000e+00,-2.770328e-04,-4.469769e-04,3.433333e+00
-2.683267e-04,-4.541324e-04,3.466667e+00,-2.608691e-04,-4.579961e-04
3.500000e+00,-2.548172e-04,-4.585431e-04,3.533333e+00,-2.502778e-04
-4.558215e-04,3.566667e+00,-2.473084e-04,-4.499509e-04,3.600000e+00
-2.459210e-04,-4.411126e-04,3.633333e+00,-2.460869e-04,-4.295414e-04
3.666667e+00,-2.477402e-04,-4.155182e-04,3.700000e+00,-2.507837e-04
-3.993562e-04,3.733333e+00,-2.550930e-04,-3.813908e-04,3.766667e+00
-2.605187e-04,-3.619691e-04,3.800000e+00,-2.668905e-04,-3.414385e-04
3.833333e+00,-2.740203e-04,-3.201369e-04,3.866667e+00,-2.817036e-04
-2.983850e-04,3.900000e+00,-2.897246e-04,-2.764794e-04,3.933333e+00
-2.978594e-04,-2.546872e-04,3.966667e+00,-3.058811e-04,-2.332433e-04
4.000000e+00,-3.135657e-04,-2.123481e-04,4.033333e+00,-3.206973e-04
-1.921687e-04,4.066667e+00,-3.270750e-04,-1.728392e-04,4.100000e+00
-3.325182e-04,-1.544639e-04,4.133333e+00,-3.368712e-04,-1.371214e-04
4.166667e+00,-3.400081e-04,-1.208671e-04,4.200000e+00,-3.418346e-04
-1.057388e-04,4.233333e+00,-3.422895e-04,-9.176061e-05,4.266667e+00
-3.413460e-04,-7.894580e-05,4.300000e+00,-3.390093e-04,-6.730104e-05
4.333333e+00,-3.353147e-04,-5.682882e-05,4.366667e+00,-3.303264e-04
-4.752802e-05,4.400000e+00,-3.241328e-04,-3.939572e-05,4.433333e+00
-3.168434e-04,-3.242708e-05,4.466667e+00,-3.085860e-04,-2.661346e-05
4.500000e+00,-2.995021e-04,-2.194203e-05,4.533333e+00,-2.897434e-04
-1.839385e-05,4.566667e+00,-2.794689e-04,-1.594073e-05,4.600000e+00
-2.688404e-04,-1.454422e-05,4.633333e+00,-2.580195e-04,-1.415355e-05
4.666667e+00,-2.471641e-04,-1.470327e-05,4.700000e+00,-2.364247e-04
-1.611318e-05,4.733333e+00,-2.259419e-04,-1.828800e-05,4.766667e+00
-2.158429e-04,-2.111713e-05,4.800000e+00,-2.062392e-04,-2.447673e-05
4.833333e+00,-1.972249e-04,-2.823157e-05,4.866667e+00,-1.888748e-04
-3.223754e-05,4.900000e+00,-1.812434e-04,-3.634543e-05,4.933333e+00
-1.743652e-04,-4.040451e-05,4.966667e+00,-1.682541e-04,-4.426681e-05
5.000000e+00,-1.629046e-04,-4.779124e-05,5.033333e+00,-1.582936e-04
-5.084754e-05,5.066667e+00,-1.543807e-04,-5.332043e-05,5.100000e+00
-1.511113e-04,-5.511260e-05,5.133333e+00,-1.484185e-04,-5.614714e-05
5.166667e+00,-1.462247e-04,-5.637017e-05,5.200000e+00,-1.444445e-04
-5.575123e-05,5.233333e+00,-1.429873e-04,-5.428343e-05,5.266667e+00
-1.417587e-04,-5.198350e-05,5.300000e+00,-1.406636e-04,-4.888959e-05
5.333333e+00,-1.396079e-04,-4.505905e-05,5.366667e+00,-1.385008e-04
-4.056628e-05,5.400000e+00,-1.372564e-04,-3.549876e-05,5.433333e+00
-1.357957e-04,-2.995355e-05,5.466667e+00,-1.340483e-04,-2.403402e-05
5.500000e+00,-1.319532e-04,-1.784568e-05,5.533333e+00,-1.294602e-04
-1.149284e-05,5.566667e+00,-1.265310e-04,-5.075632e-06,5.600000e+00
-1.231392e-04,1.312918e-06,5.633333e+00,-1.192707e-04,7.588840e-06
5.666667e+00,-1.149240e-04,1.367892e-05,5.700000e+00,-1.101092e-04
1.952152e-05,5.733333e+00,-1.048478e-04,2.506681e-05,5.766667e+00
-9.917188e-05,3.027676e-05,5.800000e+00,-9.312298e-05,3.512415e-05
5.833333e+00,-8.675063e-05,3.959134e-05,5.866667e+00,-8.011142e-05
4.366915e-05,5.900000e+00,-7.326720e-05,4.735487e-05,5.933333e+00
-6.628366e-05,5.065049e-05,5.966667e+00,-5.922886e-05,5.356141e-05
6.000000e+00,-5.217156e-05,5.609453e-05,6.033333e+00,-4.517977e-05
5.825695e-05,6.066667e+00,-3.831920e-05,6.005531e-05,6.100000e+00
-3.165198e-05,6.149477e-05,6.133333e+00,-2.523545e-05,6.257873e-05
6.166667e+00,-1.912080e-05,6.330918e-05,6.200000e+00,-1.335237e-05
6.368680e-05,6.233333e+00,-7.966896e-06,6.371154e-05,6.266667e+00
-2.992621e-06,6.338387e-05,6.300000e+00,1.550749e-06,6.270546e-05
6.333333e+00,5.652151e-06,6.168019e-05,6.366667e+00,9.309508e-06
6.031558e-05,6.400000e+00,1.252905e-05,5.862329e-05,6.433333e+00
1.532486e-05,5.661997e-05,6.466667e+00,1.771860e-05,5.432797e-05
6.500000e+00,1.973832e-05,5.177528e-05,6.533333e+00,2.141758e-05
4.899549e-05,6.566667e+00,2.279470e-05,4.602753e-05,6.600000e+00
2.391135e-05,4.291473e-05,6.633333e+00,2.481146e-05,3.970393e-05
6.666667e+00,2.554025e-05,3.644426e-05,6.700000e+00,2.614287e-05
3.318566e-05,6.733333e+00,2.666341e-05,2.997745e-05,6.766667e+00
2.714389e-05,2.686673e-05,6.800000e+00,2.762330e-05,2.389691e-05
6.833333e+00,2.813678e-05,2.110644e-05,6.866667e+00,2.871494e-05
1.852743e-05,6.900000e+00,2.938329e-05,1.618483e-05,6.933333e+00
3.016192e-05,1.409587e-05,6.966667e+00,3.106511e-05,1.226942e-05
7.000000e+00,3.210134e-05,1.070620e-05,7.033333e+00,3.327336e-05
9.399068e-06,7.066667e+00,3.457827e-05,8.333406e-06,7.100000e+00
3.600795e-05,7.488159e-06,7.133333e+00,3.754946e-05,6.836900e-06
7.166667e+00,3.918556e-05,6.348882e-06,7.200000e+00,4.089536e-05
5.990557e-06,7.233333e+00,4.265500e-05,5.726895e-06,7.266667e+00
4.443834e-05,5.522655e-06,7.300000e+00,4.621772e-05,5.343739e-06
7.333333e+00,4.796471e-05,5.158266e-06,7.366667e+00,4.965084e-05
4.937533e-06,7.400000e+00,5.124827e-05,4.656747e-06,7.433333e+00
5.273042e-05,4.295486e-06,7.466667e+00,5.407262e-05,3.838044e-06
7.500000e+00,5.525255e-05,3.273380e-06,7.533333e+00,5.625065e-05
2.594912e-06,7.566667e+00,5.705059e-05,1.800243e-06,7.600000e+00
5.763941e-05,8.905104e-07,7.633333e+00,5.800764e-05,-1.302575e-07
7.666667e+00,5.814960e-05,-1.255770e-06,7.700000e+00,5.806317e-05
-2.478324e-06,7.733333e+00,5.774972e-05,-3.789516e-06,7.766667e+00
5.721417e-05,-5.180836e-06,7.800000e+00,5.646449e-05,-6.644320e-06
7.833333e+00,5.551151e-05,-8.172992e-06,7.866667e+00,5.436870e-05
-9.761119e-06,7.900000e+00,5.305163e-05,-1.140443e-05,7.933333e+00
5.157762e-05,-1.310015e-05,7.966667e+00,4.996539e-05,-1.484678e-05
8.000000e+00,4.823456e-05,-1.664397e-05,8.033333e+00,4.640517e-05
-1.849210e-05,8.066667e+00,4.449739e-05,-2.039188e-05,8.100000e+00
4.253102e-05,-2.234393e-05,8.133333e+00,4.052511e-05,-2.434829e-05
8.166667e+00,3.849765e-05,-2.640398e-05,8.200000e+00,3.646525e-05
-2.850866e-05,8.233333e+00,3.444283e-05,-3.065832e-05,8.266667e+00
3.244345e-05,-3.284704e-05,8.300000e+00,3.047808e-05,-3.506696e-05
8.333333e+00,2.855553e-05,-3.730832e-05,8.366667e+00,2.668231e-05
-3.955953e-05,8.400000e+00,2.486266e-05,-4.180756e-05,8.433333e+00
2.309854e-05,-4.403819e-05,8.466667e+00,2.138974e-05,-4.623651e-05
8.500000e+00,1.973393e-05,-4.838741e-05,8.533333e+00,1.812693e-05
-5.047605e-05,8.566667e+00,1.656279e-05,-5.248849e-05,8.600000e+00
1.503411e-05,-5.441210e-05,8.633333e+00,1.353223e-05,-5.623598e-05
8.666667e+00,1.204757e-05,-5.795149e-05,8.700000e+00,1.056986e-05
-5.955239e-05,8.733333e+00,9.088472e-06,-6.103504e-05,8.766667e+00
7.592717e-06,-6.239858e-05,8.800000e+00,6.072120e-06,-6.364479e-05
8.833333e+00,4.516694e-06,-6.477794e-05,8.866667e+00,2.917223e-06
-6.580465e-05,8.900000e+00,1.265474e-06,-6.673344e-05,8.933333e+00
-4.456205e-07,-6.757439e-05,8.966667e+00,-2.221735e-06,-6.833873e-05
9.000000e+00,-4.067072e-06,-6.903832e-05,9.033333e+00,-5.984279e-06
-6.968516e-05,9.066667e+00,-7.974332e-06,-7.029105e-05,9.100000e+00
-1.003659e-05,-7.086706e-05,9.133333e+00,-1.216883e-05,-7.142323e-05
9.166667e+00,-1.436725e-05,-7.196831e-05,9.200000e+00,-1.662664e-05
-7.250947e-05,9.233333e+00,-1.894051e-05,-7.305227e-05,9.266667e+00
-2.130122e-05,-7.360056e-05,9.300000e+00,-2.370021e-05,-7.415656e-05
9.333333e+00,-2.612819e-05,-7.472091e-05,9.366667e+00,-2.857534e-05
-7.529295e-05,9.400000e+00,-3.103157e-05,-7.587083e-05,9.433333e+00
-3.348671e-05,-7.645184e-05,9.466667e+00,-3.593074e-05,-7.703269e-05
9.500000e+00,-3.835400e-05,-7.760972e-05,9.533333e+00,-4.074735e-05
-7.817924e-05,9.566667e+00,-4.310241e-05,-7.873771e-05,9.600000e+00
-4.541161e-05,-7.928198e-05,9.633333e+00,-4.766837e-05,-7.980939e-05
9.666667e+00,-4.986717e-05,-8.031793e-05,9.700000e+00,-5.200364e-05
-8.080626e-05,9.733333e+00,-5.407449e-05,-8.127369e-05,9.766667e+00
-5.607768e-05,-8.172015e-05,9.800000e+00,-5.801223e-05,-8.214608e-05
9.833333e+00,-5.987823e-05,-8.255231e-05,9.866667e+00,-6.167680e-05
-8.293992e-05,9.900000e+00,-6.340996e-05,-8.331004e-05,9.933333e+00
-6.508047e-05,-8.366373e-05,9.966667e+00,-6.669181e-05,-8.400179e-05
1.000000e+01,-6.824797e-05,-8.432465e-05,
