f_sv,SV_m,SV_f
9.636401e+00,1.772248e-02,1.369889e-01
1.006309e+01,1.700433e-02,1.358963e-01
1.050867e+01,1.631186e-02,1.346642e-01
1.097398e+01,1.564465e-02,1.332964e-01
1.145989e+01,1.500220e-02,1.317972e-01
1.196732e+01,1.438398e-02,1.301711e-01
1.249721e+01,1.378937e-02,1.284231e-01
1.305057e+01,1.321776e-02,1.265589e-01
1.362843e+01,1.266849e-02,1.245843e-01
1.423188e+01,1.214089e-02,1.225058e-01
1.486205e+01,1.163428e-02,1.203302e-01
1.552012e+01,1.114797e-02,1.180649e-01
1.620733e+01,1.068127e-02,1.157173e-01
1.692497e+01,1.023350e-02,1.132956e-01
1.767439e+01,9.803989e-03,1.108079e-01
1.845698e+01,9.392062e-03,1.082627e-01
1.927423e+01,8.997067e-03,1.056686e-01
2.012767e+01,8.618364e-03,1.030341e-01
2.101890e+01,8.255329e-03,1.003679e-01
2.194958e+01,7.907354e-03,9.767835e-02
2.292148e+01,7.573848e-03,9.497386e-02
2.393641e+01,7.254239e-03,9.226244e-02
2.499628e+01,6.947972e-03,8.955181e-02
2.610309e+01,6.654511e-03,8.684934e-02
2.725890e+01,6.373338e-03,8.416195e-02
2.846588e+01,6.103955e-03,8.149612e-02
2.972631e+01,5.845880e-03,7.885785e-02
3.104255e+01,5.598649e-03,7.625260e-02
3.241707e+01,5.361815e-03,7.368535e-02
3.385246e+01,5.134951e-03,7.116052e-02
3.535140e+01,4.917642e-03,6.868204e-02
3.691671e+01,4.709493e-03,6.625331e-02
3.855133e+01,4.510122e-03,6.387726e-02
4.025833e+01,4.319164e-03,6.155633e-02
4.204092e+01,4.136267e-03,5.929253e-02
4.390243e+01,3.961094e-03,5.708744e-02
4.584637e+01,3.793322e-03,5.494227e-02
4.787638e+01,3.632640e-03,5.285785e-02
4.999628e+01,3.478751e-03,5.083470e-02
5.221005e+01,3.331370e-03,4.887302e-02
5.452184e+01,3.190222e-03,4.697277e-02
5.693599e+01,3.055046e-03,4.513366e-02
5.945704e+01,2.925589e-03,4.335519e-02
6.208972e+01,2.801612e-03,4.163666e-02
6.483897e+01,2.682882e-03,3.997724e-02
6.770995e+01,2.569179e-03,3.837594e-02
7.070805e+01,2.460291e-03,3.683166e-02
7.383891e+01,2.356013e-03,3.534321e-02
7.710839e+01,2.256152e-03,3.390931e-02
8.052265e+01,2.160520e-03,3.252862e-02
8.408808e+01,2.068940e-03,3.119976e-02
8.781138e+01,1.981239e-03,2.992130e-02
9.169955e+01,1.897254e-03,2.869179e-02
9.575988e+01,1.816827e-03,2.750976e-02
1.000000e+02,1.739808e-03,2.637375e-02
