f,g,p,gr,pr
2.580862e-01,-5.441293e+00,4.817542e+01,-5.285029e+00,4.875535e+01
2.675784e-01,-5.232293e+00,4.691940e+01,-5.069705e+00,4.735003e+01
2.774197e-01,-5.009880e+00,4.574031e+01,-4.843804e+00,4.602278e+01
2.876229e-01,-4.771538e+00,4.463883e+01,-4.604781e+00,4.477482e+01
2.982015e-01,-4.514338e+00,4.361571e+01,-4.349795e+00,4.360805e+01
3.091691e-01,-4.234932e+00,4.267170e+01,-4.075624e+00,4.252532e+01
3.205401e-01,-3.929535e+00,4.180783e+01,-3.778559e+00,4.153086e+01
3.323293e-01,-3.593887e+00,4.102620e+01,-3.454259e+00,4.063077e+01
3.445521e-01,-3.223119e+00,4.033139e+01,-3.097569e+00,3.983388e+01
3.572245e-01,-2.811504e+00,3.973225e+01,-2.702259e+00,3.915285e+01
3.703629e-01,-2.352056e+00,3.924424e+01,-2.260679e+00,3.860595e+01
3.839845e-01,-1.835961e+00,3.889245e+01,-1.763264e+00,3.821978e+01
3.981072e-01,-1.251798e+00,3.871606e+01,-1.197838e+00,3.803375e+01
4.127492e-01,-5.844708e-01,3.877562e+01,-5.486004e-01,3.810756e+01
4.279298e-01,1.863128e-01,3.916603e+01,2.053569e-01,3.853445e+01
4.436687e-01,1.088192e+00,4.004082e+01,1.092194e+00,3.946582e+01
4.599865e-01,2.159072e+00,4.166055e+01,2.150244e+00,4.115981e+01
4.769044e-01,3.450036e+00,4.449508e+01,3.430948e+00,4.408378e+01
4.944446e-01,5.022622e+00,4.945298e+01,4.996140e+00,4.914379e+01
5.126299e-01,6.909517e+00,5.839568e+01,6.878771e+00,5.819878e+01
5.314840e-01,8.894505e+00,7.491433e+01,8.862864e+00,7.483747e+01
5.510316e-01,9.853550e+00,1.019704e+02,9.824619e+00,1.020190e+02
5.712981e-01,8.393492e+00,1.303887e+02,8.371123e+00,1.305656e+02
5.923099e-01,5.571494e+00,1.485285e+02,5.559818e+00,1.488340e+02
6.140946e-01,2.720506e+00,1.580331e+02,2.723980e+00,1.584651e+02
6.366805e-01,1.593957e-01,1.627813e+02,1.828733e-01,1.633344e+02
6.600971e-01,-2.131744e+00,1.648700e+02,-2.082904e+00,1.655356e+02
6.843750e-01,-4.222357e+00,1.652860e+02,-4.142134e+00,1.660511e+02
7.095457e-01,-6.176091e+00,1.644885e+02,-6.057580e+00,1.653349e+02
7.356423e-01,-8.046063e+00,1.626687e+02,-7.881123e+00,1.635714e+02
7.626986e-01,-9.878918e+00,1.598541e+02,-9.657638e+00,1.607781e+02
7.907500e-01,-1.172023e+01,1.559381e+02,-1.143003e+01,1.568347e+02
8.198332e-01,-1.362065e+01,1.506591e+02,-1.324473e+01,1.514594e+02
8.499860e-01,-1.564372e+01,1.435164e+02,-1.515806e+01,1.441215e+02
8.812478e-01,-1.787513e+01,1.335511e+02,-1.724226e+01,1.338237e+02
9.136594e-01,-2.042046e+01,1.187816e+02,-1.957580e+01,1.185695e+02
9.472630e-01,-2.328079e+01,9.478107e+01,-2.211296e+01,9.416394e+01
9.821026e-01,-2.551542e+01,5.393007e+01,-2.398328e+01,5.406867e+01
1.018224e+00,-2.460261e+01,2.196686e+00,-2.313671e+01,2.986273e+00
1.055673e+00,-2.166131e+01,-4.013071e+01,-2.052973e+01,-4.217543e+01
1.094500e+00,-1.912891e+01,-7.534159e+01,-1.859820e+01,-8.082589e+01
1.134755e+00,-1.775738e+01,-1.089499e+02,-1.799415e+01,-1.144290e+02
1.176490e+00,-1.762695e+01,-1.393668e+02,-1.827658e+01,-1.422992e+02
1.219760e+00,-1.808709e+01,-1.645106e+02,-1.883694e+01,-1.651167e+02
1.264622e+00,-1.858820e+01,1.749284e+02,-1.931871e+01,1.758419e+02
1.311134e+00,-1.890862e+01,1.578881e+02,-1.958611e+01,1.597053e+02
1.359356e+00,-1.900739e+01,1.436840e+02,-1.962446e+01,1.460118e+02
1.409352e+00,-1.891725e+01,1.318647e+02,-1.947354e+01,1.344651e+02
1.461187e+00,-1.869061e+01,1.220585e+02,-1.918789e+01,1.247905e+02
1.514929e+00,-1.837547e+01,1.139253e+02,-1.881653e+01,1.167065e+02
1.570646e+00,-1.800803e+01,1.071599e+02,-1.839631e+01,1.099412e+02
1.628414e+00,-1.761292e+01,1.015004e+02,-1.795221e+01,1.042518e+02
1.688305e+00,-1.720588e+01,9.673057e+01,-1.750008e+01,9.943283e+01
1.750400e+00,-1.679650e+01,9.267604e+01,-1.704944e+01,9.531638e+01
1.814778e+00,-1.639036e+01,8.919776e+01,-1.660571e+01,9.176745e+01
1.881524e+00,-1.599053e+01,8.618533e+01,-1.617173e+01,8.867838e+01
1.950725e+00,-1.559851e+01,8.355094e+01,-1.574879e+01,8.596335e+01
2.022471e+00,-1.521491e+01,8.122447e+01,-1.533723e+01,8.355378e+01
2.096856e+00,-1.483979e+01,7.914951e+01,-1.493685e+01,8.139452e+01
2.173977e+00,-1.447292e+01,7.728043e+01,-1.454717e+01,7.944097e+01
2.253934e+00,-1.411394e+01,7.558002e+01,-1.416760e+01,7.765676e+01
2.336832e+00,-1.376241e+01,7.401774e+01,-1.379744e+01,7.601202e+01
2.422779e+00,-1.341791e+01,7.256835e+01,-1.343606e+01,7.448203e+01
2.511886e+00,-1.308003e+01,7.121092e+01,-1.308283e+01,7.304620e+01
2.604272e+00,-1.274841e+01,6.992793e+01,-1.273718e+01,7.168723e+01
2.700055e+00,-1.242272e+01,6.870473e+01,-1.239860e+01,7.039049e+01
2.799360e+00,-1.210270e+01,6.752897e+01,-1.206663e+01,6.914357e+01
2.902319e+00,-1.178811e+01,6.639026e+01,-1.174088e+01,6.793583e+01
3.009064e+00,-1.147875e+01,6.527977e+01,-1.142103e+01,6.675813e+01
3.119735e+00,-1.117447e+01,6.419004e+01,-1.110678e+01,6.560257e+01
3.234476e+00,-1.087511e+01,6.311470e+01,-1.079791e+01,6.446229e+01
3.353437e+00,-1.058057e+01,6.204833e+01,-1.049424e+01,6.333133e+01
3.476774e+00,-1.029075e+01,6.098629e+01,-1.019562e+01,6.220444e+01
3.604647e+00,-1.000557e+01,5.992456e+01,-9.901954e+00,6.107706e+01
3.737223e+00,-9.724968e+00,5.885968e+01,-9.613162e+00,5.994515e+01
3.874675e+00,-9.448877e+00,5.778862e+01,-9.329212e+00,5.880517e+01
4.017183e+00,-9.177253e+00,5.670871e+01,-9.050095e+00,5.765400e+01
4.164931e+00,-8.910058e+00,5.561757e+01,-8.775829e+00,5.648890e+01
4.318114e+00,-8.647267e+00,5.451304e+01,-8.506457e+00,5.530745e+01
4.476931e+00,-8.388862e+00,5.339318e+01,-8.242043e+00,5.410753e+01
4.641589e+00,-8.134842e+00,5.225619e+01,-7.982670e+00,5.288730e+01
4.812303e+00,-7.885215e+00,5.110038e+01,-7.728441e+00,5.164515e+01
4.989295e+00,-7.640008e+00,4.992419e+01,-7.479473e+00,5.037971e+01
5.172798e+00,-7.399262e+00,4.872612e+01,-7.235899e+00,4.908981e+01
5.363049e+00,-7.163036e+00,4.750477e+01,-6.997862e+00,4.777447e+01
5.560298e+00,-6.931408e+00,4.625882e+01,-6.765520e+00,4.643291e+01
5.764801e+00,-6.704477e+00,4.498700e+01,-6.539038e+00,4.506450e+01
5.976826e+00,-6.482361e+00,4.368815e+01,-6.318590e+00,4.366880e+01
6.196649e+00,-6.265199e+00,4.236117e+01,-6.104355e+00,4.224550e+01
6.424556e+00,-6.053151e+00,4.100506e+01,-5.896519e+00,4.079445e+01
6.660846e+00,-5.846397e+00,3.961892e+01,-5.695270e+00,3.931564e+01
6.905827e+00,-5.645137e+00,3.820197e+01,-5.500801e+00,3.780921e+01
7.159818e+00,-5.449589e+00,3.675355e+01,-5.313303e+00,3.627541e+01
7.423150e+00,-5.259990e+00,3.527312e+01,-5.132967e+00,3.471462e+01
7.696167e+00,-5.076592e+00,3.376028e+01,-4.959984e+00,3.312735e+01
7.979226e+00,-4.899660e+00,3.221480e+01,-4.794540e+00,3.151420e+01
8.272696e+00,-4.729474e+00,3.063660e+01,-4.636817e+00,2.987591e+01
8.576959e+00,-4.566323e+00,2.902576e+01,-4.486992e+00,2.821330e+01
8.892413e+00,-4.410503e+00,2.738256e+01,-4.345238e+00,2.652727e+01
9.219468e+00,-4.262315e+00,2.570744e+01,-4.211716e+00,2.481884e+01
9.558553e+00,-4.122064e+00,2.400102e+01,-4.086582e+00,2.308909e+01
9.910109e+00,-3.990055e+00,2.226411e+01,-3.969983e+00,2.133918e+01
1.027459e+01,-3.866588e+00,2.049773e+01,-3.862056e+00,1.957033e+01
1.065249e+01,-3.751958e+00,1.870305e+01,-3.762928e+00,1.778383e+01
1.104428e+01,-3.646454e+00,1.688145e+01,-3.672715e+00,1.598102e+01
1.145048e+01,-3.550351e+00,1.503446e+01,-3.591523e+00,1.416330e+01
1.187162e+01,-3.463910e+00,1.316381e+01,-3.519447e+00,1.233209e+01
1.230824e+01,-3.387376e+00,1.127136e+01,-3.456569e+00,1.048886e+01
1.276093e+01,-3.320975e+00,9.359160e+00,-3.402962e+00,8.635111e+00
1.323027e+01,-3.264912e+00,7.429359e+00,-3.358686e+00,6.772369e+00
1.371687e+01,-3.219368e+00,5.484253e+00,-3.323790e+00,4.902178e+00
1.422136e+01,-3.184496e+00,3.526240e+00,-3.298311e+00,3.026101e+00
1.474441e+01,-3.160427e+00,1.557812e+00,-3.282274e+00,1.145715e+00
1.528670e+01,-3.147259e+00,-4.184649e-01,-3.275694e+00,-7.373952e-01
1.584893e+01,-3.145063e+00,-2.399968e+00,-3.278574e+00,-2.621638e+00
1.643184e+01,-3.153880e+00,-4.384039e+00,-3.290903e+00,-4.505421e+00
1.703619e+01,-3.173719e+00,-6.368001e+00,-3.312662e+00,-6.387151e+00
1.766277e+01,-3.204560e+00,-8.349180e+00,-3.343817e+00,-8.265241e+00
1.831239e+01,-3.246353e+00,-1.032492e+01,-3.384324e+00,-1.013811e+01
1.898591e+01,-3.299018e+00,-1.229261e+01,-3.434127e+00,-1.200419e+01
1.968419e+01,-3.362446e+00,-1.424970e+01,-3.493158e+00,-1.386193e+01
2.040816e+01,-3.436503e+00,-1.619369e+01,-3.561336e+00,-1.570979e+01
2.115876e+01,-3.521027e+00,-1.812220e+01,-3.638571e+00,-1.754627e+01
2.193696e+01,-3.615833e+00,-2.003292e+01,-3.724757e+00,-1.936988e+01
2.274379e+01,-3.720715e+00,-2.192369e+01,-3.819781e+00,-2.117917e+01
2.358028e+01,-3.835446e+00,-2.379244e+01,-3.923513e+00,-2.297274e+01
2.444755e+01,-3.959780e+00,-2.563725e+01,-4.035817e+00,-2.474922e+01
2.534671e+01,-4.093457e+00,-2.745635e+01,-4.156541e+00,-2.650729e+01
2.627894e+01,-4.236204e+00,-2.924808e+01,-4.285527e+00,-2.824569e+01
2.724546e+01,-4.387735e+00,-3.101096e+01,-4.422603e+00,-2.996321e+01
2.824752e+01,-4.547756e+00,-3.274365e+01,-4.567589e+00,-3.165871e+01
2.928645e+01,-4.715967e+00,-3.444495e+01,-4.720296e+00,-3.333112e+01
3.036358e+01,-4.892062e+00,-3.611381e+01,-4.880526e+00,-3.497943e+01
3.148033e+01,-5.075732e+00,-3.774933e+01,-5.048075e+00,-3.660272e+01
3.263815e+01,-5.266667e+00,-3.935075e+01,-5.222731e+00,-3.820014e+01
3.383855e+01,-5.464560e+00,-4.091744e+01,-5.404277e+00,-3.977093e+01
3.508311e+01,-5.669103e+00,-4.244890e+01,-5.592492e+00,-4.131441e+01
3.637343e+01,-5.879993e+00,-4.394476e+01,-5.787149e+00,-4.282998e+01
3.771122e+01,-6.096931e+00,-4.540477e+01,-5.988020e+00,-4.431713e+01
3.909821e+01,-6.319625e+00,-4.682877e+01,-6.194876e+00,-4.577543e+01
4.053621e+01,-6.547788e+00,-4.821673e+01,-6.407486e+00,-4.720456e+01
4.202710e+01,-6.781142e+00,-4.956869e+01,-6.625618e+00,-4.860424e+01
4.357282e+01,-7.019418e+00,-5.088480e+01,-6.849044e+00,-4.997430e+01
4.517540e+01,-7.262352e+00,-5.216528e+01,-7.077534e+00,-5.131465e+01
4.683691e+01,-7.509693e+00,-5.341041e+01,-7.310865e+00,-5.262527e+01
4.855953e+01,-7.761197e+00,-5.462056e+01,-7.548814e+00,-5.390621e+01
5.034551e+01,-8.016632e+00,-5.579613e+01,-7.791164e+00,-5.515760e+01
5.219718e+01,-8.275772e+00,-5.693761e+01,-8.037700e+00,-5.637962e+01
5.411695e+01,-8.538404e+00,-5.804550e+01,-8.288216e+00,-5.757253e+01
5.610733e+01,-8.804323e+00,-5.912037e+01,-8.542508e+00,-5.873663e+01
5.817091e+01,-9.073335e+00,-6.016279e+01,-8.800381e+00,-5.987229e+01
6.031039e+01,-9.345253e+00,-6.117340e+01,-9.061642e+00,-6.097993e+01
6.252856e+01,-9.619903e+00,-6.215282e+01,-9.326110e+00,-6.205998e+01
6.482831e+01,-9.897116e+00,-6.310174e+01,-9.593605e+00,-6.311297e+01
6.721264e+01,-1.017673e+01,-6.402082e+01,-9.863957e+00,-6.413941e+01
6.968467e+01,-1.045861e+01,-6.491076e+01,-1.013700e+01,-6.513988e+01
7.224762e+01,-1.074260e+01,-6.577226e+01,-1.041259e+01,-6.611498e+01
7.490483e+01,-1.102856e+01,-6.660603e+01,-1.069055e+01,-6.706533e+01
7.765977e+01,-1.131639e+01,-6.741277e+01,-1.097076e+01,-6.799157e+01
8.051603e+01,-1.160594e+01,-6.819320e+01,-1.125308e+01,-6.889438e+01
8.347734e+01,-1.189712e+01,-6.894803e+01,-1.153737e+01,-6.977443e+01
8.654757e+01,-1.218982e+01,-6.967795e+01,-1.182351e+01,-7.063242e+01
8.973072e+01,-1.248394e+01,-7.038367e+01,-1.211138e+01,-7.146906e+01
9.303095e+01,-1.277938e+01,-7.106588e+01,-1.240087e+01,-7.228505e+01
9.645255e+01,-1.307607e+01,-7.172527e+01,-1.269187e+01,-7.308113e+01
1.000000e+02,-1.337391e+01,-7.236250e+01,-1.298429e+01,-7.385802e+01
