f,g,p,gr,pr
6.725197e+00,-2.092659e+01,1.144982e+02,-2.091610e+01,1.150801e+02
7.496063e+00,-2.164964e+01,1.121026e+02,-2.161089e+01,1.127194e+02
8.266929e+00,-2.234105e+01,1.100987e+02,-2.227473e+01,1.107075e+02
9.037795e+00,-2.299761e+01,1.084066e+02,-2.290554e+01,1.089749e+02
9.808661e+00,-2.361919e+01,1.069643e+02,-2.350364e+01,1.074684e+02
1.057953e+01,-2.420718e+01,1.057235e+02,-2.407052e+01,1.061465e+02
1.135039e+01,-2.476363e+01,1.046468e+02,-2.460812e+01,1.049769e+02
1.212126e+01,-2.529080e+01,1.037049e+02,-2.511855e+01,1.039341e+02
1.289213e+01,-2.579099e+01,1.028748e+02,-2.560387e+01,1.029978e+02
1.366299e+01,-2.626636e+01,1.021382e+02,-2.606603e+01,1.021518e+02
1.443386e+01,-2.671894e+01,1.014805e+02,-2.650685e+01,1.013828e+02
1.520472e+01,-2.715058e+01,1.008900e+02,-2.692800e+01,1.006800e+02
1.597559e+01,-2.756296e+01,1.003568e+02,-2.733098e+01,1.000346e+02
1.674646e+01,-2.795758e+01,9.987326e+01,-2.771718e+01,9.943910e+01
1.751732e+01,-2.833581e+01,9.943273e+01,-2.808782e+01,9.888732e+01
1.828819e+01,-2.869889e+01,9.902976e+01,-2.844403e+01,9.837403e+01
1.905906e+01,-2.904791e+01,9.865979e+01,-2.878683e+01,9.789479e+01
1.982992e+01,-2.938387e+01,9.831894e+01,-2.911712e+01,9.744581e+01
2.060079e+01,-2.970769e+01,9.800392e+01,-2.943576e+01,9.702384e+01
2.137165e+01,-3.002017e+01,9.771191e+01,-2.974349e+01,9.662607e+01
2.214252e+01,-3.032207e+01,9.744047e+01,-3.004100e+01,9.625007e+01
2.291339e+01,-3.061404e+01,9.718752e+01,-3.032893e+01,9.589371e+01
2.368425e+01,-3.089671e+01,9.695123e+01,-3.060785e+01,9.555515e+01
2.445512e+01,-3.117063e+01,9.673001e+01,-3.087829e+01,9.523274e+01
2.522598e+01,-3.143633e+01,9.652246e+01,-3.114073e+01,9.492506e+01
2.599685e+01,-3.169426e+01,9.632735e+01,-3.139561e+01,9.463082e+01
2.676772e+01,-3.194487e+01,9.614360e+01,-3.164335e+01,9.434890e+01
2.753858e+01,-3.218855e+01,9.597025e+01,-3.188432e+01,9.407828e+01
2.830945e+01,-3.242566e+01,9.580642e+01,-3.211888e+01,9.381807e+01
2.908031e+01,-3.265655e+01,9.565137e+01,-3.234734e+01,9.356745e+01
2.985118e+01,-3.288153e+01,9.550440e+01,-3.257000e+01,9.332570e+01
3.062205e+01,-3.310089e+01,9.536489e+01,-3.278716e+01,9.309216e+01
3.139291e+01,-3.331490e+01,9.523230e+01,-3.299906e+01,9.286624e+01
3.216378e+01,-3.352382e+01,9.510611e+01,-3.320594e+01,9.264740e+01
3.293465e+01,-3.372787e+01,9.498588e+01,-3.340804e+01,9.243516e+01
3.370551e+01,-3.392728e+01,9.487119e+01,-3.360556e+01,9.222906e+01
3.447638e+01,-3.412225e+01,9.476167e+01,-3.379871e+01,9.202871e+01
3.524724e+01,-3.431297e+01,9.465697e+01,-3.398767e+01,9.183373e+01
3.601811e+01,-3.449962e+01,9.455679e+01,-3.417260e+01,9.164379e+01
3.678898e+01,-3.468238e+01,9.446084e+01,-3.435368e+01,9.145856e+01
3.755984e+01,-3.486140e+01,9.436885e+01,-3.453106e+01,9.127778e+01
3.833071e+01,-3.503682e+01,9.428058e+01,-3.470489e+01,9.110117e+01
3.910157e+01,-3.520879e+01,9.419582e+01,-3.487529e+01,9.092848e+01
3.987244e+01,-3.537744e+01,9.411435e+01,-3.504240e+01,9.075951e+01
4.064331e+01,-3.554290e+01,9.403599e+01,-3.520635e+01,9.059403e+01
4.141417e+01,-3.570528e+01,9.396057e+01,-3.536724e+01,9.043186e+01
4.218504e+01,-3.586470e+01,9.388791e+01,-3.552518e+01,9.027281e+01
4.295591e+01,-3.602126e+01,9.381788e+01,-3.568029e+01,9.011673e+01
4.372677e+01,-3.617506e+01,9.375033e+01,-3.583265e+01,8.996346e+01
4.449764e+01,-3.632620e+01,9.368513e+01,-3.598236e+01,8.981285e+01
4.526850e+01,-3.647476e+01,9.362216e+01,-3.612950e+01,8.966477e+01
4.603937e+01,-3.662083e+01,9.356132e+01,-3.627417e+01,8.951910e+01
4.681024e+01,-3.676450e+01,9.350248e+01,-3.641644e+01,8.937571e+01
4.758110e+01,-3.690584e+01,9.344556e+01,-3.655639e+01,8.923451e+01
4.835197e+01,-3.704493e+01,9.339046e+01,-3.669409e+01,8.909538e+01
4.912283e+01,-3.718183e+01,9.333710e+01,-3.682961e+01,8.895823e+01
4.989370e+01,-3.731662e+01,9.328540e+01,-3.696302e+01,8.882297e+01
5.066457e+01,-3.744935e+01,9.323527e+01,-3.709438e+01,8.868952e+01
5.143543e+01,-3.758009e+01,9.318666e+01,-3.722374e+01,8.855779e+01
5.220630e+01,-3.770890e+01,9.313948e+01,-3.735118e+01,8.842772e+01
5.297717e+01,-3.783584e+01,9.309368e+01,-3.747673e+01,8.829923e+01
5.374803e+01,-3.796095e+01,9.304920e+01,-3.760046e+01,8.817225e+01
5.451890e+01,-3.808429e+01,9.300599e+01,-3.772242e+01,8.804672e+01
5.528976e+01,-3.820590e+01,9.296398e+01,-3.784265e+01,8.792259e+01
5.606063e+01,-3.832585e+01,9.292313e+01,-3.796121e+01,8.779979e+01
5.683150e+01,-3.844416e+01,9.288339e+01,-3.807813e+01,8.767828e+01
5.760236e+01,-3.856089e+01,9.284472e+01,-3.819346e+01,8.755799e+01
5.837323e+01,-3.867607e+01,9.280707e+01,-3.830724e+01,8.743890e+01
5.914409e+01,-3.878975e+01,9.277041e+01,-3.841951e+01,8.732094e+01
5.991496e+01,-3.890197e+01,9.273470e+01,-3.853031e+01,8.720408e+01
6.068583e+01,-3.901275e+01,9.269989e+01,-3.863968e+01,8.708828e+01
6.145669e+01,-3.912215e+01,9.266596e+01,-3.874764e+01,8.697350e+01
6.222756e+01,-3.923018e+01,9.263287e+01,-3.885424e+01,8.685969e+01
6.299843e+01,-3.933690e+01,9.260060e+01,-3.895951e+01,8.674684e+01
6.376929e+01,-3.944232e+01,9.256911e+01,-3.906348e+01,8.663490e+01
6.454016e+01,-3.954648e+01,9.253837e+01,-3.916618e+01,8.652384e+01
6.531102e+01,-3.964940e+01,9.250836e+01,-3.926764e+01,8.641363e+01
6.608189e+01,-3.975113e+01,9.247905e+01,-3.936788e+01,8.630425e+01
6.685276e+01,-3.985168e+01,9.245042e+01,-3.946694e+01,8.619566e+01
6.762362e+01,-3.995108e+01,9.242244e+01,-3.956485e+01,8.608785e+01
6.839449e+01,-4.004936e+01,9.239509e+01,-3.966162e+01,8.598078e+01
6.916535e+01,-4.014654e+01,9.236836e+01,-3.975728e+01,8.587443e+01
6.993622e+01,-4.024264e+01,9.234221e+01,-3.985186e+01,8.576877e+01
7.070709e+01,-4.033770e+01,9.231664e+01,-3.994538e+01,8.566380e+01
7.147795e+01,-4.043173e+01,9.229162e+01,-4.003786e+01,8.555948e+01
7.224882e+01,-4.052475e+01,9.226714e+01,-4.012933e+01,8.545580e+01
7.301969e+01,-4.061679e+01,9.224317e+01,-4.021980e+01,8.535273e+01
7.379055e+01,-4.070787e+01,9.221970e+01,-4.030929e+01,8.525027e+01
7.456142e+01,-4.079800e+01,9.219673e+01,-4.039783e+01,8.514838e+01
7.533228e+01,-4.088721e+01,9.217422e+01,-4.048544e+01,8.504706e+01
7.610315e+01,-4.097551e+01,9.215217e+01,-4.057213e+01,8.494629e+01
7.687402e+01,-4.106293e+01,9.213056e+01,-4.065792e+01,8.484605e+01
7.764488e+01,-4.114948e+01,9.210938e+01,-4.074283e+01,8.474633e+01
7.841575e+01,-4.123517e+01,9.208862e+01,-4.082687e+01,8.464712e+01
7.918661e+01,-4.132003e+01,9.206826e+01,-4.091006e+01,8.454839e+01
7.995748e+01,-4.140406e+01,9.204830e+01,-4.099243e+01,8.445014e+01
8.072835e+01,-4.148730e+01,9.202872e+01,-4.107398e+01,8.435236e+01
8.149921e+01,-4.156974e+01,9.200951e+01,-4.115472e+01,8.425503e+01
8.227008e+01,-4.165141e+01,9.199066e+01,-4.123468e+01,8.415814e+01
8.304094e+01,-4.173232e+01,9.197216e+01,-4.131387e+01,8.406168e+01
8.381181e+01,-4.181248e+01,9.195400e+01,-4.139230e+01,8.396564e+01
8.458268e+01,-4.189192e+01,9.193618e+01,-4.146999e+01,8.387001e+01
8.535354e+01,-4.197063e+01,9.191867e+01,-4.154694e+01,8.377477e+01
8.612441e+01,-4.204864e+01,9.190148e+01,-4.162317e+01,8.367993e+01
8.689528e+01,-4.212595e+01,9.188460e+01,-4.169870e+01,8.358546e+01
8.766614e+01,-4.220258e+01,9.186801e+01,-4.177354e+01,8.349137e+01
8.843701e+01,-4.227854e+01,9.185171e+01,-4.184769e+01,8.339763e+01
8.920787e+01,-4.235385e+01,9.183570e+01,-4.192117e+01,8.330425e+01
8.997874e+01,-4.242851e+01,9.181996e+01,-4.199400e+01,8.321122e+01
9.074961e+01,-4.250253e+01,9.180448e+01,-4.206617e+01,8.311852e+01
9.152047e+01,-4.257593e+01,9.178927e+01,-4.213771e+01,8.302616e+01
9.229134e+01,-4.264871e+01,9.177431e+01,-4.220862e+01,8.293411e+01
9.306220e+01,-4.272089e+01,9.175960e+01,-4.227891e+01,8.284239e+01
9.383307e+01,-4.279247e+01,9.174514e+01,-4.234859e+01,8.275097e+01
9.460394e+01,-4.286347e+01,9.173090e+01,-4.241768e+01,8.265985e+01
9.537480e+01,-4.293390e+01,9.171690e+01,-4.248618e+01,8.256903e+01
9.614567e+01,-4.300376e+01,9.170313e+01,-4.255410e+01,8.247850e+01
9.691654e+01,-4.307306e+01,9.168957e+01,-4.262145e+01,8.238826e+01
9.768740e+01,-4.314181e+01,9.167623e+01,-4.268824e+01,8.229829e+01
9.845827e+01,-4.321003e+01,9.166309e+01,-4.275448e+01,8.220860e+01
9.922913e+01,-4.327771e+01,9.165016e+01,-4.282017e+01,8.211917e+01
1.000000e+02,-4.334487e+01,9.163743e+01,-4.288533e+01,8.203001e+01
