f,g,ph
1.448053e+01,-4.318407e+01,1.201212e+02
1.474441e+01,-4.372088e+01,1.193851e+02
1.501311e+01,-4.428593e+01,1.186563e+02
1.528670e+01,-4.490314e+01,1.179278e+02
1.556528e+01,-4.563604e+01,1.171824e+02
1.584893e+01,-4.672754e+01,1.163584e+02
1.613776e+01,-5.080860e+01,1.149451e+02
1.643184e+01,-4.247823e+01,1.169506e+02
1.673129e+01,-4.534785e+01,1.153404e+02
1.703619e+01,-4.635281e+01,1.145554e+02
1.734665e+01,-4.706549e+01,1.138903e+02
1.766277e+01,-4.767831e+01,1.132736e+02
1.798465e+01,-4.824539e+01,1.126857e+02
1.831239e+01,-4.878789e+01,1.121194e+02
1.864611e+01,-4.931579e+01,1.115711e+02
1.898591e+01,-4.983444e+01,1.110386e+02
1.933190e+01,-5.034698e+01,1.105209e+02
1.968419e+01,-5.085539e+01,1.100171e+02
2.004291e+01,-5.136105e+01,1.095264e+02
2.040816e+01,-5.186498e+01,1.090483e+02
2.078007e+01,-5.236805e+01,1.085825e+02
2.115876e+01,-5.287113e+01,1.081283e+02
2.154435e+01,-5.337528e+01,1.076853e+02
2.193696e+01,-5.388203e+01,1.072529e+02
2.233673e+01,-5.439415e+01,1.068302e+02
2.274379e+01,-5.491760e+01,1.064155e+02
2.315826e+01,-5.546893e+01,1.060048e+02
2.358028e+01,-5.612027e+01,1.055814e+02
2.401000e+01,-5.851212e+01,1.048142e+02
2.444755e+01,-5.624399e+01,1.050451e+02
2.489307e+01,-5.701466e+01,1.046185e+02
2.534671e+01,-5.758613e+01,1.042512e+02
2.580862e+01,-5.811511e+01,1.039034e+02
2.627894e+01,-5.862827e+01,1.035684e+02
2.675784e+01,-5.913411e+01,1.032437e+02
2.724546e+01,-5.963649e+01,1.029284e+02
2.774197e+01,-6.013781e+01,1.026217e+02
2.824752e+01,-6.064049e+01,1.023227e+02
2.876229e+01,-6.114866e+01,1.020306e+02
2.928645e+01,-6.167378e+01,1.017427e+02
2.982015e+01,-6.227670e+01,1.014474e+02
3.036358e+01,-6.063553e+01,1.016435e+02
3.091691e+01,-6.285882e+01,1.009997e+02
3.148033e+01,-6.342943e+01,1.007310e+02
3.205401e+01,-6.394536e+01,1.004800e+02
3.263815e+01,-6.444623e+01,1.002384e+02
3.323293e+01,-6.494064e+01,1.000043e+02
3.383855e+01,-6.543157e+01,9.977700e+01
3.445521e+01,-6.592033e+01,9.955602e+01
3.508311e+01,-6.640758e+01,9.934108e+01
3.572245e+01,-6.689371e+01,9.913193e+01
3.637343e+01,-6.737897e+01,9.892837e+01
3.703629e+01,-6.786349e+01,9.873020e+01
3.771122e+01,-6.834738e+01,9.853725e+01
3.839845e+01,-6.883073e+01,9.834937e+01
3.909821e+01,-6.931359e+01,9.816638e+01
3.981072e+01,-6.979600e+01,9.798815e+01
4.053621e+01,-7.027799e+01,9.781453e+01
4.127492e+01,-7.075960e+01,9.764538e+01
4.202710e+01,-7.124085e+01,9.748056e+01
4.279298e+01,-7.172177e+01,9.731994e+01
4.357282e+01,-7.220245e+01,9.716339e+01
4.436687e+01,-7.268231e+01,9.701086e+01
4.517540e+01,-7.316240e+01,9.686211e+01
4.599865e+01,-7.364208e+01,9.671709e+01
4.683691e+01,-7.412147e+01,9.657569e+01
4.769044e+01,-7.460057e+01,9.643780e+01
4.855953e+01,-7.507942e+01,9.630331e+01
4.944446e+01,-7.555801e+01,9.617213e+01
5.034551e+01,-7.603635e+01,9.604415e+01
5.126299e+01,-7.651445e+01,9.591928e+01
5.219718e+01,-7.699232e+01,9.579744e+01
5.314840e+01,-7.746997e+01,9.567853e+01
5.411695e+01,-7.794739e+01,9.556246e+01
5.510316e+01,-7.842461e+01,9.544916e+01
5.610733e+01,-7.890161e+01,9.533854e+01
5.712981e+01,-7.937842e+01,9.523053e+01
5.817091e+01,-7.985503e+01,9.512506e+01
5.923099e+01,-8.033146e+01,9.502204e+01
6.031039e+01,-8.080770e+01,9.492141e+01
6.140946e+01,-8.128376e+01,9.482311e+01
6.252856e+01,-8.175964e+01,9.472706e+01
6.366805e+01,-8.223536e+01,9.463321e+01
6.482831e+01,-8.271092e+01,9.454149e+01
6.600971e+01,-8.318631e+01,9.445184e+01
6.721264e+01,-8.366156e+01,9.436421e+01
6.843750e+01,-8.413665e+01,9.427853e+01
6.968467e+01,-8.461159e+01,9.419477e+01
7.095457e+01,-8.508640e+01,9.411286e+01
7.224762e+01,-8.556107e+01,9.403276e+01
7.356423e+01,-8.603561e+01,9.395441e+01
7.490483e+01,-8.651001e+01,9.387777e+01
7.626986e+01,-8.698429e+01,9.380280e+01
7.765977e+01,-8.745846e+01,9.372945e+01
7.907500e+01,-8.793250e+01,9.365767e+01
8.051603e+01,-8.840643e+01,9.358744e+01
8.198332e+01,-8.888025e+01,9.351870e+01
8.347734e+01,-8.935396e+01,9.345141e+01
8.499860e+01,-8.982757e+01,9.338556e+01
8.654757e+01,-9.030108e+01,9.332108e+01
8.812478e+01,-9.077449e+01,9.325796e+01
8.973072e+01,-9.124780e+01,9.319615e+01
9.136594e+01,-9.172103e+01,9.313563e+01
9.303095e+01,-9.219416e+01,9.307635e+01
9.472630e+01,-9.266721e+01,9.301830e+01
9.645255e+01,-9.314018e+01,9.296144e+01
9.821026e+01,-9.361307e+01,9.290575e+01
1.000000e+02,-9.408588e+01,9.285119e+01
