f1,g1,gdb1,ph1,f2,g2,gdb2,ph2
0.000000e+00,1.000000e+00,-2.796550e-14,0.000000e+00,0.000000e+00,0.000000e+00,  -Inf,0.000000e+00
1.956947e-02,1.000906e+00,7.866737e-03,-2.126965e-03,1.956947e-02,9.068627e-04,-6.084917e+01,-2.348193e+00
3.913894e-02,1.003612e+00,3.131807e-02,-1.693756e-02,3.913894e-02,3.624254e-03,-4.881563e+01,-4.695527e+00
5.870841e-02,1.008082e+00,6.991455e-02,-5.673059e-02,5.870841e-02,8.142607e-03,-4.178473e+01,-7.041143e+00
7.827789e-02,1.014255e+00,1.229470e-01,-1.330624e-01,7.827789e-02,1.444605e-02,-3.680502e+01,-9.384186e+00
9.784736e-02,1.022053e+00,1.894691e-01,-2.564398e-01,9.784736e-02,2.251250e-02,-3.295153e+01,-1.172381e+01
1.174168e-01,1.031376e+00,2.683384e-01,-4.360820e-01,1.174168e-01,3.231383e-02,-2.981223e+01,-1.405916e+01
1.369863e-01,1.042109e+00,3.582628e-01,-6.797587e-01,1.369863e-01,4.381606e-02,-2.716733e+01,-1.638941e+01
1.565558e-01,1.054126e+00,4.578486e-01,-9.937093e-01,1.565558e-01,5.697954e-02,-2.488562e+01,-1.871373e+01
1.761252e-01,1.067290e+00,5.656467e-01,-1.382634e+00,1.761252e-01,7.175927e-02,-2.288244e+01,-2.103130e+01
1.956947e-01,1.081458e+00,6.801951e-01,-1.849748e+00,1.956947e-01,8.810515e-02,-2.109997e+01,-2.334132e+01
2.152642e-01,1.096485e+00,8.000552e-01,-2.396885e+00,2.152642e-01,1.059623e-01,-1.949697e+01,-2.564299e+01
2.348337e-01,1.112224e+00,9.238420e-01,-3.024637e+00,2.348337e-01,1.252714e-01,-1.804296e+01,-2.793554e+01
2.544031e-01,1.128528e+00,1.050246e+00,-3.732508e+00,2.544031e-01,1.459691e-01,-1.671478e+01,-3.021820e+01
2.739726e-01,1.145256e+00,1.178050e+00,-4.519083e+00,2.739726e-01,1.679885e-01,-1.549441e+01,-3.249024e+01
2.935421e-01,1.162270e+00,1.306141e+00,-5.382191e+00,2.935421e-01,1.912591e-01,-1.436756e+01,-3.475091e+01
3.131115e-01,1.179439e+00,1.433509e+00,-6.319059e+00,3.131115e-01,2.157080e-01,-1.332268e+01,-3.699952e+01
3.326810e-01,1.196638e+00,1.559257e+00,-7.326457e+00,3.326810e-01,2.412594e-01,-1.235031e+01,-3.923538e+01
3.522505e-01,1.213751e+00,1.682593e+00,-8.400822e+00,3.522505e-01,2.678359e-01,-1.144263e+01,-4.145781e+01
3.718200e-01,1.230669e+00,1.802824e+00,-9.538364e+00,3.718200e-01,2.953581e-01,-1.059302e+01,-4.366617e+01
3.913894e-01,1.247291e+00,1.919356e+00,-1.073516e+01,3.913894e-01,3.237459e-01,-9.795916e+00,-4.585984e+01
4.109589e-01,1.263526e+00,2.031683e+00,-1.198724e+01,4.109589e-01,3.529179e-01,-9.046526e+00,-4.803821e+01
4.305284e-01,1.279290e+00,2.139378e+00,-1.329062e+01,4.305284e-01,3.827928e-01,-8.340724e+00,-5.020070e+01
4.500978e-01,1.294507e+00,2.242090e+00,-1.464138e+01,4.500978e-01,4.132891e-01,-7.674920e+00,-5.234675e+01
4.696673e-01,1.309111e+00,2.339532e+00,-1.603568e+01,4.696673e-01,4.443257e-01,-7.045971e+00,-5.447585e+01
4.892368e-01,1.323043e+00,2.431479e+00,-1.746982e+01,4.892368e-01,4.758223e-01,-6.451104e+00,-5.658747e+01
5.088063e-01,1.336250e+00,2.517754e+00,-1.894020e+01,5.088063e-01,5.076996e-01,-5.887864e+00,-5.868113e+01
5.283757e-01,1.348688e+00,2.598228e+00,-2.044340e+01,5.283757e-01,5.398798e-01,-5.354059e+00,-6.075638e+01
5.479452e-01,1.360319e+00,2.672813e+00,-2.197616e+01,5.479452e-01,5.722866e-01,-4.847728e+00,-6.281279e+01
5.675147e-01,1.371111e+00,2.741454e+00,-2.353536e+01,5.675147e-01,6.048459e-01,-4.367105e+00,-6.484993e+01
5.870841e-01,1.381041e+00,2.804129e+00,-2.511806e+01,5.870841e-01,6.374856e-01,-3.910592e+00,-6.686744e+01
6.066536e-01,1.390087e+00,2.860838e+00,-2.672149e+01,6.066536e-01,6.701361e-01,-3.476740e+00,-6.886494e+01
6.262231e-01,1.398236e+00,2.911609e+00,-2.834303e+01,6.262231e-01,7.027303e-01,-3.064227e+00,-7.084210e+01
6.457926e-01,1.405479e+00,2.956485e+00,-2.998022e+01,6.457926e-01,7.352038e-01,-2.671845e+00,-7.279861e+01
6.653620e-01,1.411810e+00,2.995527e+00,-3.163076e+01,6.653620e-01,7.674954e-01,-2.298485e+00,-7.473419e+01
6.849315e-01,1.417231e+00,3.028810e+00,-3.329247e+01,6.849315e-01,7.995465e-01,-1.943125e+00,-7.664856e+01
7.045010e-01,1.421743e+00,3.056421e+00,-3.496335e+01,7.045010e-01,8.313019e-01,-1.604824e+00,-7.854149e+01
7.240705e-01,1.425354e+00,3.078457e+00,-3.664150e+01,7.240705e-01,8.627095e-01,-1.282708e+00,-8.041276e+01
7.436399e-01,1.428075e+00,3.095020e+00,-3.832514e+01,7.436399e-01,8.937204e-01,-9.759665e-01,-8.226217e+01
7.632094e-01,1.429918e+00,3.106223e+00,-4.001265e+01,7.632094e-01,9.242889e-01,-6.838452e-01,-8.408954e+01
7.827789e-01,1.430899e+00,3.112182e+00,-4.170248e+01,7.827789e-01,9.543726e-01,-4.056406e-01,-8.589472e+01
8.023483e-01,1.431037e+00,3.113016e+00,-4.339321e+01,8.023483e-01,9.839324e-01,-1.406946e-01,-8.767758e+01
8.219178e-01,1.430350e+00,3.108849e+00,-4.508351e+01,8.219178e-01,1.012932e+00,1.116089e-01,-8.943801e+01
8.414873e-01,1.428862e+00,3.099808e+00,-4.677216e+01,8.414873e-01,1.041340e+00,3.518486e-01,-9.117591e+01
8.610568e-01,1.426596e+00,3.086019e+00,-4.845800e+01,8.610568e-01,1.069125e+00,5.805683e-01,-9.289120e+01
8.806262e-01,1.423576e+00,3.067611e+00,-5.013999e+01,8.806262e-01,1.096261e+00,7.982806e-01,-9.458383e+01
9.001957e-01,1.419828e+00,3.044712e+00,-5.181715e+01,9.001957e-01,1.122725e+00,1.005469e+00,-9.625376e+01
9.197652e-01,1.415378e+00,3.017451e+00,-5.348856e+01,9.197652e-01,1.148496e+00,1.202590e+00,-9.790096e+01
9.393346e-01,1.410255e+00,2.985956e+00,-5.515340e+01,9.393346e-01,1.173556e+00,1.390075e+00,-9.952544e+01
9.589041e-01,1.404487e+00,2.950354e+00,-5.681089e+01,9.589041e-01,1.197890e+00,1.568336e+00,-1.011272e+02
9.784736e-01,1.398101e+00,2.910771e+00,-5.846032e+01,9.784736e-01,1.221484e+00,1.737759e+00,-1.027063e+02
9.980431e-01,1.391126e+00,2.867332e+00,-6.010104e+01,9.980431e-01,1.244330e+00,1.898713e+00,-1.042627e+02
1.017613e+00,1.383592e+00,2.820160e+00,-6.173246e+01,1.017613e+00,1.266419e+00,2.051551e+00,-1.057965e+02
1.037182e+00,1.375526e+00,2.769376e+00,-6.335403e+01,1.037182e+00,1.287746e+00,2.196604e+00,-1.073077e+02
1.056751e+00,1.366957e+00,2.715099e+00,-6.496523e+01,1.056751e+00,1.308307e+00,2.334192e+00,-1.087965e+02
1.076321e+00,1.357914e+00,2.657446e+00,-6.656563e+01,1.076321e+00,1.328100e+00,2.464618e+00,-1.102630e+02
1.095890e+00,1.348424e+00,2.596532e+00,-6.815481e+01,1.095890e+00,1.347127e+00,2.588170e+00,-1.117071e+02
1.115460e+00,1.338516e+00,2.532469e+00,-6.973239e+01,1.115460e+00,1.365389e+00,2.705125e+00,-1.131291e+02
1.135029e+00,1.328215e+00,2.465368e+00,-7.129802e+01,1.135029e+00,1.382889e+00,2.815748e+00,-1.145291e+02
1.154599e+00,1.317549e+00,2.395337e+00,-7.285142e+01,1.154599e+00,1.399634e+00,2.920290e+00,-1.159072e+02
1.174168e+00,1.306544e+00,2.322480e+00,-7.439230e+01,1.174168e+00,1.415630e+00,3.018994e+00,-1.172634e+02
1.193738e+00,1.295225e+00,2.246902e+00,-7.592043e+01,1.193738e+00,1.430884e+00,3.112091e+00,-1.185981e+02
1.213307e+00,1.283616e+00,2.168701e+00,-7.743558e+01,1.213307e+00,1.445407e+00,3.199802e+00,-1.199114e+02
1.232877e+00,1.271741e+00,2.087975e+00,-7.893757e+01,1.232877e+00,1.459207e+00,3.282341e+00,-1.212033e+02
1.252446e+00,1.259624e+00,2.004821e+00,-8.042624e+01,1.252446e+00,1.472297e+00,3.359910e+00,-1.224741e+02
1.272016e+00,1.247287e+00,1.919331e+00,-8.190145e+01,1.272016e+00,1.484688e+00,3.432707e+00,-1.237239e+02
1.291585e+00,1.234752e+00,1.831596e+00,-8.336307e+01,1.291585e+00,1.496394e+00,3.500917e+00,-1.249530e+02
1.311155e+00,1.222039e+00,1.741703e+00,-8.481101e+01,1.311155e+00,1.507426e+00,3.564722e+00,-1.261615e+02
1.330724e+00,1.209169e+00,1.649737e+00,-8.624519e+01,1.330724e+00,1.517801e+00,3.624296e+00,-1.273496e+02
1.350294e+00,1.196160e+00,1.555783e+00,-8.766554e+01,1.350294e+00,1.527531e+00,3.679803e+00,-1.285176e+02
1.369863e+00,1.183031e+00,1.459921e+00,-8.907202e+01,1.369863e+00,1.536633e+00,3.731405e+00,-1.296655e+02
1.389432e+00,1.169799e+00,1.362228e+00,-9.046460e+01,1.389432e+00,1.545122e+00,3.779255e+00,-1.307937e+02
1.409002e+00,1.156483e+00,1.262783e+00,-9.184325e+01,1.409002e+00,1.553013e+00,3.823501e+00,-1.319023e+02
1.428571e+00,1.143096e+00,1.161657e+00,-9.320798e+01,1.428571e+00,1.560322e+00,3.864286e+00,-1.329915e+02
1.448141e+00,1.129656e+00,1.058923e+00,-9.455878e+01,1.448141e+00,1.567066e+00,3.901747e+00,-1.340616e+02
1.467710e+00,1.116176e+00,9.546510e-01,-9.589569e+01,1.467710e+00,1.573261e+00,3.936016e+00,-1.351128e+02
1.487280e+00,1.102670e+00,8.489077e-01,-9.721873e+01,1.487280e+00,1.578923e+00,3.967219e+00,-1.361452e+02
1.506849e+00,1.089151e+00,7.417587e-01,-9.852793e+01,1.506849e+00,1.584068e+00,3.995479e+00,-1.371592e+02
1.526419e+00,1.075631e+00,6.332671e-01,-9.982335e+01,1.526419e+00,1.588714e+00,4.020913e+00,-1.381549e+02
1.545988e+00,1.062123e+00,5.234945e-01,-1.011050e+02,1.545988e+00,1.592875e+00,4.043637e+00,-1.391326e+02
1.565558e+00,1.048637e+00,4.125001e-01,-1.023731e+02,1.565558e+00,1.596570e+00,4.063758e+00,-1.400925e+02
1.585127e+00,1.035183e+00,3.003414e-01,-1.036275e+02,1.585127e+00,1.599813e+00,4.081382e+00,-1.410348e+02
1.604697e+00,1.021771e+00,1.870742e-01,-1.048684e+02,1.604697e+00,1.602620e+00,4.096611e+00,-1.419597e+02
1.624266e+00,1.008411e+00,7.275228e-02,-1.060959e+02,1.624266e+00,1.605008e+00,4.109542e+00,-1.428675e+02
1.643836e+00,9.951107e-01,-4.257223e-02,-1.073101e+02,1.643836e+00,1.606991e+00,4.120271e+00,-1.437584e+02
1.663405e+00,9.818781e-01,-1.588489e-01,-1.085110e+02,1.663405e+00,1.608587e+00,4.128889e+00,-1.446326e+02
1.682975e+00,9.687206e-01,-2.760290e-01,-1.096987e+02,1.682975e+00,1.609808e+00,4.135482e+00,-1.454903e+02
1.702544e+00,9.556453e-01,-3.940653e-01,-1.108734e+02,1.702544e+00,1.610671e+00,4.140136e+00,-1.463319e+02
1.722114e+00,9.426585e-01,-5.129122e-01,-1.120352e+02,1.722114e+00,1.611189e+00,4.142932e+00,-1.471574e+02
1.741683e+00,9.297661e-01,-6.325258e-01,-1.131841e+02,1.741683e+00,1.611378e+00,4.143950e+00,-1.479672e+02
1.761252e+00,9.169736e-01,-7.528634e-01,-1.143204e+02,1.761252e+00,1.611251e+00,4.143265e+00,-1.487615e+02
1.780822e+00,9.042860e-01,-8.738838e-01,-1.154440e+02,1.780822e+00,1.610822e+00,4.140950e+00,-1.495404e+02
1.800391e+00,8.917079e-01,-9.955474e-01,-1.165551e+02,1.800391e+00,1.610104e+00,4.137077e+00,-1.503042e+02
1.819961e+00,8.792436e-01,-1.117816e+00,-1.176539e+02,1.819961e+00,1.609110e+00,4.131714e+00,-1.510532e+02
1.839530e+00,8.668968e-01,-1.240652e+00,-1.187404e+02,1.839530e+00,1.607853e+00,4.124926e+00,-1.517875e+02
1.859100e+00,8.546711e-01,-1.364020e+00,-1.198148e+02,1.859100e+00,1.606345e+00,4.116777e+00,-1.525074e+02
1.878669e+00,8.425695e-01,-1.487885e+00,-1.208772e+02,1.878669e+00,1.604599e+00,4.107328e+00,-1.532130e+02
1.898239e+00,8.305950e-01,-1.612214e+00,-1.219277e+02,1.898239e+00,1.602625e+00,4.096639e+00,-1.539047e+02
1.917808e+00,8.187499e-01,-1.736975e+00,-1.229665e+02,1.917808e+00,1.600436e+00,4.084767e+00,-1.545826e+02
1.937378e+00,8.070365e-01,-1.862137e+00,-1.239937e+02,1.937378e+00,1.598042e+00,4.071766e+00,-1.552470e+02
1.956947e+00,7.954567e-01,-1.987669e+00,-1.250094e+02,1.956947e+00,1.595455e+00,4.057691e+00,-1.558980e+02
1.976517e+00,7.840122e-01,-2.113543e+00,-1.260138e+02,1.976517e+00,1.592684e+00,4.042591e+00,-1.565358e+02
1.996086e+00,7.727045e-01,-2.239731e+00,-1.270069e+02,1.996086e+00,1.589739e+00,4.026518e+00,-1.571607e+02
2.015656e+00,7.615347e-01,-2.366206e+00,-1.279889e+02,2.015656e+00,1.586631e+00,4.009519e+00,-1.577729e+02
2.035225e+00,7.505038e-01,-2.492943e+00,-1.289600e+02,2.035225e+00,1.583368e+00,3.991639e+00,-1.583726e+02
2.054795e+00,7.396125e-01,-2.619915e+00,-1.299202e+02,2.054795e+00,1.579960e+00,3.972923e+00,-1.589600e+02
2.074364e+00,7.288615e-01,-2.747099e+00,-1.308697e+02,2.074364e+00,1.576416e+00,3.953415e+00,-1.595352e+02
2.093933e+00,7.182512e-01,-2.874473e+00,-1.318086e+02,2.093933e+00,1.572743e+00,3.933156e+00,-1.600985e+02
2.113503e+00,7.077818e-01,-3.002012e+00,-1.327371e+02,2.113503e+00,1.568951e+00,3.912185e+00,-1.606502e+02
2.133072e+00,6.974533e-01,-3.129697e+00,-1.336552e+02,2.133072e+00,1.565046e+00,3.890542e+00,-1.611903e+02
2.152642e+00,6.872658e-01,-3.257505e+00,-1.345631e+02,2.152642e+00,1.561037e+00,3.868263e+00,-1.617190e+02
2.172211e+00,6.772189e-01,-3.385418e+00,-1.354610e+02,2.172211e+00,1.556930e+00,3.845384e+00,-1.622367e+02
2.191781e+00,6.673124e-01,-3.513416e+00,-1.363489e+02,2.191781e+00,1.552734e+00,3.821941e+00,-1.627434e+02
2.211350e+00,6.575458e-01,-3.641480e+00,-1.372270e+02,2.211350e+00,1.548454e+00,3.797966e+00,-1.632393e+02
2.230920e+00,6.479185e-01,-3.769592e+00,-1.380954e+02,2.230920e+00,1.544097e+00,3.773492e+00,-1.637246e+02
2.250489e+00,6.384299e-01,-3.897736e+00,-1.389543e+02,2.250489e+00,1.539669e+00,3.748550e+00,-1.641996e+02
2.270059e+00,6.290791e-01,-4.025895e+00,-1.398037e+02,2.270059e+00,1.535177e+00,3.723169e+00,-1.646643e+02
2.289628e+00,6.198654e-01,-4.154052e+00,-1.406437e+02,2.289628e+00,1.530626e+00,3.697379e+00,-1.651191e+02
2.309198e+00,6.107878e-01,-4.282193e+00,-1.414745e+02,2.309198e+00,1.526021e+00,3.671208e+00,-1.655639e+02
2.328767e+00,6.018453e-01,-4.410303e+00,-1.422963e+02,2.328767e+00,1.521367e+00,3.644681e+00,-1.659991e+02
2.348337e+00,5.930368e-01,-4.538367e+00,-1.431091e+02,2.348337e+00,1.516671e+00,3.617826e+00,-1.664248e+02
2.367906e+00,5.843612e-01,-4.666373e+00,-1.439130e+02,2.367906e+00,1.511936e+00,3.590667e+00,-1.668411e+02
2.387476e+00,5.758172e-01,-4.794307e+00,-1.447082e+02,2.387476e+00,1.507167e+00,3.563228e+00,-1.672482e+02
2.407045e+00,5.674038e-01,-4.922156e+00,-1.454947e+02,2.407045e+00,1.502369e+00,3.535532e+00,-1.676464e+02
2.426614e+00,5.591194e-01,-5.049908e+00,-1.462728e+02,2.426614e+00,1.497546e+00,3.507601e+00,-1.680357e+02
2.446184e+00,5.509629e-01,-5.177553e+00,-1.470424e+02,2.446184e+00,1.492701e+00,3.479458e+00,-1.684163e+02
2.465753e+00,5.429328e-01,-5.305078e+00,-1.478038e+02,2.465753e+00,1.487839e+00,3.451121e+00,-1.687884e+02
2.485323e+00,5.350278e-01,-5.432473e+00,-1.485569e+02,2.485323e+00,1.482964e+00,3.422612e+00,-1.691521e+02
2.504892e+00,5.272464e-01,-5.559728e+00,-1.493020e+02,2.504892e+00,1.478078e+00,3.393950e+00,-1.695076e+02
2.524462e+00,5.195871e-01,-5.686833e+00,-1.500392e+02,2.524462e+00,1.473186e+00,3.365152e+00,-1.698550e+02
2.544031e+00,5.120485e-01,-5.813778e+00,-1.507685e+02,2.544031e+00,1.468290e+00,3.336236e+00,-1.701946e+02
2.563601e+00,5.046290e-01,-5.940555e+00,-1.514900e+02,2.563601e+00,1.463393e+00,3.307220e+00,-1.705264e+02
2.583170e+00,4.973273e-01,-6.067155e+00,-1.522039e+02,2.583170e+00,1.458499e+00,3.278120e+00,-1.708505e+02
2.602740e+00,4.901416e-01,-6.193569e+00,-1.529102e+02,2.602740e+00,1.453609e+00,3.248951e+00,-1.711672e+02
2.622309e+00,4.830705e-01,-6.319789e+00,-1.536091e+02,2.622309e+00,1.448727e+00,3.219729e+00,-1.714766e+02
2.641879e+00,4.761125e-01,-6.445809e+00,-1.543006e+02,2.641879e+00,1.443854e+00,3.190468e+00,-1.717787e+02
2.661448e+00,4.692659e-01,-6.571619e+00,-1.549849e+02,2.661448e+00,1.438994e+00,3.161181e+00,-1.720738e+02
2.681018e+00,4.625293e-01,-6.697215e+00,-1.556620e+02,2.681018e+00,1.434149e+00,3.131883e+00,-1.723620e+02
2.700587e+00,4.559010e-01,-6.822588e+00,-1.563320e+02,2.700587e+00,1.429319e+00,3.102585e+00,-1.726435e+02
2.720157e+00,4.493796e-01,-6.947733e+00,-1.569951e+02,2.720157e+00,1.424508e+00,3.073301e+00,-1.729182e+02
2.739726e+00,4.429634e-01,-7.072643e+00,-1.576514e+02,2.739726e+00,1.419718e+00,3.044041e+00,-1.731865e+02
2.759295e+00,4.366509e-01,-7.197313e+00,-1.583008e+02,2.759295e+00,1.414949e+00,3.014818e+00,-1.734483e+02
