f,g,ph
1.698244e+00,-1.943442e+01,8.219199e+01
1.717908e+00,-1.969455e+01,8.189551e+01
1.737801e+00,-1.994663e+01,8.157999e+01
1.757924e+00,-2.019124e+01,8.124632e+01
1.778279e+00,-2.042888e+01,8.089529e+01
1.798871e+00,-2.066003e+01,8.052759e+01
1.819701e+00,-2.088513e+01,8.014383e+01
1.840772e+00,-2.110459e+01,7.974456e+01
1.862087e+00,-2.131879e+01,7.933025e+01
1.883649e+00,-2.152807e+01,7.890135e+01
1.905461e+00,-2.173277e+01,7.845824e+01
1.927525e+00,-2.193319e+01,7.800127e+01
1.949845e+00,-2.212962e+01,7.753076e+01
1.972423e+00,-2.232232e+01,7.704700e+01
1.995262e+00,-2.251156e+01,7.655026e+01
2.018366e+00,-2.269757e+01,7.604077e+01
2.041738e+00,-2.288058e+01,7.551877e+01
2.065380e+00,-2.306079e+01,7.498444e+01
2.089296e+00,-2.323842e+01,7.443800e+01
2.113489e+00,-2.341366e+01,7.387961e+01
2.137962e+00,-2.358669e+01,7.330944e+01
2.162719e+00,-2.375768e+01,7.272767e+01
2.187762e+00,-2.392681e+01,7.213443e+01
2.213095e+00,-2.409424e+01,7.152988e+01
2.238721e+00,-2.426011e+01,7.091416e+01
2.264644e+00,-2.442458e+01,7.028740e+01
2.290868e+00,-2.458778e+01,6.964974e+01
2.317395e+00,-2.474986e+01,6.900130e+01
2.344229e+00,-2.491094e+01,6.834222e+01
2.371374e+00,-2.507116e+01,6.767262e+01
2.398833e+00,-2.523062e+01,6.699264e+01
2.426610e+00,-2.538946e+01,6.630239e+01
2.454709e+00,-2.554779e+01,6.560200e+01
2.483133e+00,-2.570572e+01,6.489161e+01
2.511886e+00,-2.586335e+01,6.417133e+01
2.540973e+00,-2.602079e+01,6.344131e+01
2.570396e+00,-2.617815e+01,6.270168e+01
2.600160e+00,-2.633551e+01,6.195256e+01
2.630268e+00,-2.649299e+01,6.119410e+01
2.660725e+00,-2.665067e+01,6.042643e+01
2.691535e+00,-2.680864e+01,5.964971e+01
2.722701e+00,-2.696699e+01,5.886406e+01
2.754229e+00,-2.712581e+01,5.806965e+01
2.786121e+00,-2.728519e+01,5.726663e+01
2.818383e+00,-2.744521e+01,5.645515e+01
2.851018e+00,-2.760594e+01,5.563536e+01
2.884032e+00,-2.776748e+01,5.480744e+01
2.917427e+00,-2.792989e+01,5.397154e+01
2.951209e+00,-2.809326e+01,5.312785e+01
2.985383e+00,-2.825765e+01,5.227652e+01
3.019952e+00,-2.842315e+01,5.141774e+01
3.054921e+00,-2.858982e+01,5.055169e+01
3.090295e+00,-2.875773e+01,4.967855e+01
3.126079e+00,-2.892696e+01,4.879851e+01
3.162278e+00,-2.909757e+01,4.791176e+01
3.198895e+00,-2.926963e+01,4.701849e+01
3.235937e+00,-2.944320e+01,4.611891e+01
3.273407e+00,-2.961835e+01,4.521320e+01
3.311311e+00,-2.979515e+01,4.430158e+01
3.349654e+00,-2.997365e+01,4.338425e+01
3.388442e+00,-3.015391e+01,4.246141e+01
3.427678e+00,-3.033601e+01,4.153328e+01
3.467369e+00,-3.051999e+01,4.060008e+01
3.507519e+00,-3.070592e+01,3.966201e+01
3.548134e+00,-3.089386e+01,3.871929e+01
3.589219e+00,-3.108386e+01,3.777214e+01
3.630781e+00,-3.127598e+01,3.682078e+01
3.672823e+00,-3.147028e+01,3.586544e+01
3.715352e+00,-3.166682e+01,3.490633e+01
3.758374e+00,-3.186564e+01,3.394368e+01
3.801894e+00,-3.206682e+01,3.297771e+01
3.845918e+00,-3.227040e+01,3.200865e+01
3.890451e+00,-3.247645e+01,3.103672e+01
3.935501e+00,-3.268500e+01,3.006214e+01
3.981072e+00,-3.289614e+01,2.908514e+01
4.027170e+00,-3.310990e+01,2.810595e+01
4.073803e+00,-3.332635e+01,2.712478e+01
4.120975e+00,-3.354555e+01,2.614186e+01
4.168694e+00,-3.376755e+01,2.515740e+01
4.216965e+00,-3.399242e+01,2.417164e+01
4.265795e+00,-3.422021e+01,2.318478e+01
4.315191e+00,-3.445098e+01,2.219704e+01
4.365158e+00,-3.468481e+01,2.120865e+01
4.415704e+00,-3.492175e+01,2.021980e+01
4.466836e+00,-3.516188e+01,1.923071e+01
4.518559e+00,-3.540525e+01,1.824159e+01
4.570882e+00,-3.565194e+01,1.725265e+01
4.623810e+00,-3.590204e+01,1.626408e+01
4.677351e+00,-3.615560e+01,1.527609e+01
4.731513e+00,-3.641272e+01,1.428888e+01
4.786301e+00,-3.667348e+01,1.330263e+01
4.841724e+00,-3.693796e+01,1.231754e+01
4.897788e+00,-3.720626e+01,1.133380e+01
4.954502e+00,-3.747847e+01,1.035159e+01
5.011872e+00,-3.775470e+01,9.371098e+00
5.069907e+00,-3.803505e+01,8.392492e+00
5.128614e+00,-3.831964e+01,7.415951e+00
5.188000e+00,-3.860860e+01,6.441643e+00
5.248075e+00,-3.890205e+01,5.469737e+00
5.308844e+00,-3.920012e+01,4.500395e+00
5.370318e+00,-3.950298e+01,3.533775e+00
5.432503e+00,-3.981077e+01,2.570035e+00
5.495409e+00,-4.012366e+01,1.609325e+00
5.559043e+00,-4.044184e+01,6.517934e-01
5.623413e+00,-4.076551e+01,-3.024156e-01
5.688529e+00,-4.109487e+01,-1.253162e+00
5.754399e+00,-4.143016e+01,-2.200308e+00
5.821032e+00,-4.177162e+01,-3.143722e+00
5.888437e+00,-4.211952e+01,-4.083274e+00
5.956621e+00,-4.247415e+01,-5.018838e+00
6.025596e+00,-4.283584e+01,-5.950294e+00
6.095369e+00,-4.320493e+01,-6.877522e+00
6.165950e+00,-4.358180e+01,-7.800408e+00
6.237348e+00,-4.396687e+01,-8.718841e+00
6.309573e+00,-4.436061e+01,-9.632713e+00
6.382635e+00,-4.476352e+01,-1.054192e+01
6.456542e+00,-4.517617e+01,-1.144636e+01
6.531306e+00,-4.559918e+01,-1.234594e+01
6.606934e+00,-4.603324e+01,-1.324056e+01
6.683439e+00,-4.647914e+01,-1.413014e+01
6.760830e+00,-4.693776e+01,-1.501458e+01
6.839116e+00,-4.741007e+01,-1.589380e+01
6.918310e+00,-4.789719e+01,-1.676772e+01
6.998420e+00,-4.840039e+01,-1.763625e+01
7.079458e+00,-4.892111e+01,-1.849934e+01
7.161434e+00,-4.946103e+01,-1.935689e+01
7.244360e+00,-5.002207e+01,-2.020885e+01
7.328245e+00,-5.060647e+01,-2.105514e+01
7.413102e+00,-5.121687e+01,-2.189570e+01
7.498942e+00,-5.185639e+01,-2.273048e+01
7.585776e+00,-5.252875e+01,-2.355940e+01
7.673615e+00,-5.323847e+01,-2.438242e+01
7.762471e+00,-5.399104e+01,-2.519947e+01
7.852356e+00,-5.479332e+01,-2.601052e+01
7.943282e+00,-5.565390e+01,-2.681550e+01
8.035261e+00,-5.658387e+01,-2.761437e+01
8.128305e+00,-5.759777e+01,-2.840710e+01
8.222426e+00,-5.871525e+01,-2.919362e+01
8.317638e+00,-5.996375e+01,-2.997391e+01
8.413951e+00,-6.138323e+01,-3.074793e+01
8.511380e+00,-6.303513e+01,-3.151564e+01
8.609938e+00,-6.502121e+01,-3.227701e+01
8.709636e+00,-6.752888e+01,-3.303200e+01
8.810489e+00,-7.096618e+01,-3.378058e+01
8.912509e+00,-7.655037e+01,-3.452274e+01
9.015711e+00,-9.507925e+01,-3.525843e+01
9.120108e+00,-7.912387e+01,1.440124e+02
9.225714e+00,-7.253855e+01,1.432896e+02
9.332543e+00,-6.889939e+01,1.425735e+02
9.440609e+00,-6.638708e+01,1.418638e+02
9.549926e+00,-6.447429e+01,1.411608e+02
9.660509e+00,-6.293382e+01,1.404643e+02
9.772372e+00,-6.164668e+01,1.397743e+02
9.885531e+00,-6.054269e+01,1.390910e+02
1.000000e+01,-5.957689e+01,1.384143e+02
1.011579e+01,-5.871873e+01,1.377442e+02
1.023293e+01,-5.794645e+01,1.370808e+02
1.035142e+01,-5.724396e+01,1.364239e+02
1.047129e+01,-5.659903e+01,1.357737e+02
1.059254e+01,-5.600207e+01,1.351302e+02
1.071519e+01,-5.544545e+01,1.344932e+02
1.083927e+01,-5.492291e+01,1.338629e+02
1.096478e+01,-5.442927e+01,1.332392e+02
1.109175e+01,-5.396015e+01,1.326222e+02
1.122018e+01,-5.351177e+01,1.320117e+02
1.135011e+01,-5.308085e+01,1.314078e+02
1.148154e+01,-5.266447e+01,1.308106e+02
1.161449e+01,-5.225998e+01,1.302198e+02
1.174898e+01,-5.186499e+01,1.296357e+02
1.188502e+01,-5.147722e+01,1.290581e+02
1.202264e+01,-5.109454e+01,1.284869e+02
1.216186e+01,-5.071489e+01,1.279223e+02
1.230269e+01,-5.033622e+01,1.273641e+02
1.244515e+01,-4.995650e+01,1.268124e+02
1.258925e+01,-4.957364e+01,1.262670e+02
1.273503e+01,-4.918547e+01,1.257280e+02
1.288250e+01,-4.878971e+01,1.251953e+02
1.303167e+01,-4.838388e+01,1.246688e+02
1.318257e+01,-4.796526e+01,1.241486e+02
1.333521e+01,-4.753083e+01,1.236344e+02
1.348963e+01,-4.707716e+01,1.231262e+02
1.364583e+01,-4.660031e+01,1.226240e+02
1.380384e+01,-4.609562e+01,1.221276e+02
1.396368e+01,-4.555757e+01,1.216368e+02
1.412538e+01,-4.497945e+01,1.211515e+02
1.428894e+01,-4.435295e+01,1.206713e+02
1.445440e+01,-4.366755e+01,1.201960e+02
1.462177e+01,-4.290966e+01,1.197251e+02
1.479108e+01,-4.206115e+01,1.192579e+02
1.496236e+01,-4.109708e+01,1.187933e+02
1.513561e+01,-3.998170e+01,1.183298e+02
1.531087e+01,-3.866112e+01,1.178643e+02
1.548817e+01,-3.704825e+01,1.173917e+02
1.566751e+01,-3.498847e+01,1.169001e+02
1.584893e+01,-3.216418e+01,1.163589e+02
1.603245e+01,-2.773399e+01,1.156513e+02
1.621810e+01,-1.746579e+01,1.135712e+02
1.640590e+01,-2.016964e+01,-6.264735e+01
1.659587e+01,-2.915412e+01,-6.418158e+01
1.678804e+01,-3.364483e+01,-6.482415e+01
1.698244e+01,-3.672185e+01,-6.531916e+01
1.717908e+01,-3.910044e+01,-6.575978e+01
1.737801e+01,-4.106449e+01,-6.617233e+01
1.757924e+01,-4.275638e+01,-6.656712e+01
1.778279e+01,-4.425814e+01,-6.694907e+01
1.798871e+01,-4.562175e+01,-6.732081e+01
1.819701e+01,-4.688267e+01,-6.768390e+01
1.840772e+01,-4.806663e+01,-6.803933e+01
1.862087e+01,-4.919335e+01,-6.838776e+01
1.883649e+01,-5.027890e+01,-6.872969e+01
1.905461e+01,-5.133714e+01,-6.906544e+01
1.927525e+01,-5.238090e+01,-6.939531e+01
1.949845e+01,-5.342292e+01,-6.971951e+01
1.972423e+01,-5.447683e+01,-7.003821e+01
1.995262e+01,-5.555839e+01,-7.035159e+01
2.018366e+01,-5.668715e+01,-7.065977e+01
2.041738e+01,-5.788908e+01,-7.096290e+01
2.065380e+01,-5.920118e+01,-7.126108e+01
2.089296e+01,-6.068002e+01,-7.155445e+01
2.113489e+01,-6.241990e+01,-7.184313e+01
2.137962e+01,-6.459643e+01,-7.212724e+01
2.162719e+01,-6.759639e+01,-7.240693e+01
2.187762e+01,-7.257809e+01,-7.268238e+01
2.213095e+01,-8.913126e+01,-7.295382e+01
2.238721e+01,-7.417478e+01,1.067784e+02
2.264644e+01,-6.642272e+01,1.065139e+02
2.290868e+01,-6.141470e+01,1.062516e+02
2.317395e+01,-5.709673e+01,1.059898e+02
2.344229e+01,-5.260570e+01,1.057237e+02
2.371374e+01,-4.684774e+01,1.054347e+02
2.398833e+01,-3.523063e+01,1.049244e+02
2.426610e+01,-3.789022e+01,-7.466833e+01
2.454709e+01,-4.597700e+01,-7.506317e+01
2.483133e+01,-4.984012e+01,-7.532790e+01
2.511886e+01,-5.240955e+01,-7.556797e+01
2.540973e+01,-5.437179e+01,-7.579706e+01
2.570396e+01,-5.599923e+01,-7.601911e+01
2.600160e+01,-5.743037e+01,-7.623572e+01
2.630268e+01,-5.874935e+01,-7.644767e+01
2.660725e+01,-6.001698e+01,-7.665543e+01
2.691535e+01,-6.128690e+01,-7.685929e+01
2.722701e+01,-6.261832e+01,-7.705949e+01
2.754229e+01,-6.409257e+01,-7.725620e+01
2.786121e+01,-6.584644e+01,-7.744961e+01
2.818383e+01,-6.816171e+01,-7.763991e+01
2.851018e+01,-7.180521e+01,-7.782737e+01
2.884032e+01,-8.068106e+01,-7.801240e+01
2.917427e+01,-7.732164e+01,1.018042e+02
2.951209e+01,-6.570640e+01,1.016203e+02
2.985383e+01,-5.700632e+01,1.014279e+02
3.019952e+01,-4.247574e+01,1.011202e+02
3.054921e+01,-4.702831e+01,-7.877515e+01
3.090295e+01,-5.368753e+01,-7.899276e+01
3.126079e+01,-5.677819e+01,-7.916764e+01
3.162278e+01,-5.875401e+01,-7.933244e+01
3.198895e+01,-6.020599e+01,-7.949192e+01
3.235937e+01,-6.136276e+01,-7.964750e+01
3.273407e+01,-6.233411e+01,-7.979978e+01
3.311311e+01,-6.318018e+01,-7.994908e+01
3.349654e+01,-6.393692e+01,-8.009560e+01
3.388442e+01,-6.462732e+01,-8.023945e+01
3.427678e+01,-6.526680e+01,-8.038074e+01
3.467369e+01,-6.586617e+01,-8.051954e+01
3.507519e+01,-6.643322e+01,-8.065594e+01
3.548134e+01,-6.697373e+01,-8.078997e+01
3.589219e+01,-6.749213e+01,-8.092171e+01
3.630781e+01,-6.799183e+01,-8.105120e+01
3.672823e+01,-6.847553e+01,-8.117849e+01
3.715352e+01,-6.894541e+01,-8.130363e+01
3.758374e+01,-6.940321e+01,-8.142665e+01
3.801894e+01,-6.985040e+01,-8.154761e+01
3.845918e+01,-7.028819e+01,-8.166653e+01
3.890451e+01,-7.071761e+01,-8.178348e+01
3.935501e+01,-7.113952e+01,-8.189847e+01
3.981072e+01,-7.155469e+01,-8.201156e+01
4.027170e+01,-7.196378e+01,-8.212277e+01
4.073803e+01,-7.236741e+01,-8.223214e+01
4.120975e+01,-7.276614e+01,-8.233972e+01
4.168694e+01,-7.316058e+01,-8.244552e+01
4.216965e+01,-7.355149e+01,-8.254960e+01
4.265795e+01,-7.394016e+01,-8.265198e+01
4.315191e+01,-7.433012e+01,-8.275269e+01
4.365158e+01,-7.474390e+01,-8.285179e+01
4.415704e+01,-7.492440e+01,-8.294916e+01
4.466836e+01,-7.539511e+01,-8.304511e+01
4.518559e+01,-7.577678e+01,-8.313947e+01
4.570882e+01,-7.614749e+01,-8.323232e+01
4.623810e+01,-7.651313e+01,-8.332368e+01
4.677351e+01,-7.687528e+01,-8.341358e+01
4.731513e+01,-7.723460e+01,-8.350205e+01
4.786301e+01,-7.759145e+01,-8.358913e+01
4.841724e+01,-7.794605e+01,-8.367482e+01
4.897788e+01,-7.829860e+01,-8.375917e+01
4.954502e+01,-7.864922e+01,-8.384219e+01
5.011872e+01,-7.899804e+01,-8.392392e+01
5.069907e+01,-7.934515e+01,-8.400437e+01
5.128614e+01,-7.969065e+01,-8.408357e+01
5.188000e+01,-8.003461e+01,-8.416155e+01
5.248075e+01,-8.037712e+01,-8.423832e+01
5.308844e+01,-8.071824e+01,-8.431391e+01
5.370318e+01,-8.105803e+01,-8.438834e+01
5.432503e+01,-8.139656e+01,-8.446163e+01
5.495409e+01,-8.173387e+01,-8.453381e+01
5.559043e+01,-8.207002e+01,-8.460489e+01
5.623413e+01,-8.240506e+01,-8.467489e+01
5.688529e+01,-8.273903e+01,-8.474384e+01
5.754399e+01,-8.307197e+01,-8.481176e+01
5.821032e+01,-8.340393e+01,-8.487865e+01
5.888437e+01,-8.373494e+01,-8.494455e+01
5.956621e+01,-8.406504e+01,-8.500947e+01
6.025596e+01,-8.439426e+01,-8.507342e+01
6.095369e+01,-8.472263e+01,-8.513643e+01
6.165950e+01,-8.505019e+01,-8.519851e+01
6.237348e+01,-8.537696e+01,-8.525968e+01
6.309573e+01,-8.570298e+01,-8.531995e+01
6.382635e+01,-8.602826e+01,-8.537935e+01
6.456542e+01,-8.635284e+01,-8.543788e+01
6.531306e+01,-8.667673e+01,-8.549556e+01
6.606934e+01,-8.699996e+01,-8.555242e+01
6.683439e+01,-8.732256e+01,-8.560845e+01
6.760830e+01,-8.764454e+01,-8.566368e+01
6.839116e+01,-8.796592e+01,-8.571812e+01
6.918310e+01,-8.828672e+01,-8.577178e+01
6.998420e+01,-8.860696e+01,-8.582468e+01
7.079458e+01,-8.892666e+01,-8.587684e+01
7.161434e+01,-8.924584e+01,-8.592825e+01
7.244360e+01,-8.956451e+01,-8.597895e+01
7.328245e+01,-8.988268e+01,-8.602893e+01
7.413102e+01,-9.020038e+01,-8.607821e+01
7.498942e+01,-9.051761e+01,-8.612681e+01
7.585776e+01,-9.083439e+01,-8.617473e+01
7.673615e+01,-9.115074e+01,-8.622198e+01
7.762471e+01,-9.146667e+01,-8.626859e+01
7.852356e+01,-9.178218e+01,-8.631455e+01
7.943282e+01,-9.209729e+01,-8.635988e+01
8.035261e+01,-9.241202e+01,-8.640459e+01
8.128305e+01,-9.272637e+01,-8.644869e+01
8.222426e+01,-9.304036e+01,-8.649219e+01
8.317638e+01,-9.335399e+01,-8.653510e+01
8.413951e+01,-9.366727e+01,-8.657743e+01
8.511380e+01,-9.398022e+01,-8.661919e+01
8.609938e+01,-9.429285e+01,-8.666039e+01
8.709636e+01,-9.460515e+01,-8.670103e+01
8.810489e+01,-9.491715e+01,-8.674113e+01
8.912509e+01,-9.522885e+01,-8.678069e+01
9.015711e+01,-9.554026e+01,-8.681973e+01
9.120108e+01,-9.585138e+01,-8.685825e+01
9.225714e+01,-9.616223e+01,-8.689626e+01
9.332543e+01,-9.647281e+01,-8.693377e+01
9.440609e+01,-9.678313e+01,-8.697078e+01
9.549926e+01,-9.709319e+01,-8.700731e+01
9.660509e+01,-9.740301e+01,-8.704335e+01
9.772372e+01,-9.771259e+01,-8.707893e+01
9.885531e+01,-9.802193e+01,-8.711404e+01
1.000000e+02,-9.833104e+01,-8.714870e+01
