f,m1,p1,m2,p2,m3,p3
3.874675e+00,5.395466e+01,4.905946e+01,5.229744e+01,-8.206288e+01,4.706295e+01,-8.891181e+01
4.053621e+00,5.653110e+01,3.617025e+01,5.075914e+01,-8.392975e+01,4.633171e+01,-8.908593e+01
4.240831e+00,5.894983e+01,1.246423e+01,4.943042e+01,-8.524149e+01,4.564076e+01,-8.922862e+01
4.436687e+00,5.930560e+01,-2.137777e+01,4.825875e+01,-8.620072e+01,4.498419e+01,-8.934645e+01
4.641589e+00,5.715266e+01,-4.830426e+01,4.720838e+01,-8.692355e+01,4.435720e+01,-8.944441e+01
4.855953e+00,5.450662e+01,-6.332942e+01,4.625399e+01,-8.748104e+01,4.375584e+01,-8.952629e+01
5.080218e+00,5.219020e+01,-7.166552e+01,4.537710e+01,-8.791898e+01,4.317679e+01,-8.959507e+01
5.314840e+00,5.025071e+01,-7.669137e+01,4.456380e+01,-8.826814e+01,4.261728e+01,-8.965308e+01
5.560298e+00,4.860987e+01,-7.996034e+01,4.380343e+01,-8.854991e+01,4.207496e+01,-8.970220e+01
5.817091e+00,4.719491e+01,-8.221329e+01,4.308759e+01,-8.877962e+01,4.154780e+01,-8.974391e+01
6.085745e+00,4.595211e+01,-8.383486e+01,4.240961e+01,-8.896847e+01,4.103410e+01,-8.977945e+01
6.366805e+00,4.484300e+01,-8.504114e+01,4.176406e+01,-8.912484e+01,4.053233e+01,-8.980979e+01
6.660846e+00,4.383978e+01,-8.596175e+01,4.114653e+01,-8.925513e+01,4.004121e+01,-8.983576e+01
6.968467e+00,4.292192e+01,-8.667870e+01,4.055331e+01,-8.936425e+01,3.955960e+01,-8.985802e+01
7.290295e+00,4.207397e+01,-8.724622e+01,3.998134e+01,-8.945606e+01,3.908651e+01,-8.987715e+01
7.626986e+00,4.128403e+01,-8.770147e+01,3.942802e+01,-8.953362e+01,3.862104e+01,-8.989361e+01
7.979226e+00,4.054278e+01,-8.807071e+01,3.889111e+01,-8.959937e+01,3.816244e+01,-8.990779e+01
8.347734e+00,3.984282e+01,-8.837297e+01,3.836873e+01,-8.965528e+01,3.771001e+01,-8.992003e+01
8.733262e+00,3.917816e+01,-8.862232e+01,3.785924e+01,-8.970295e+01,3.726314e+01,-8.993059e+01
9.136594e+00,3.854390e+01,-8.882941e+01,3.736121e+01,-8.974369e+01,3.682130e+01,-8.993973e+01
9.558553e+00,3.793600e+01,-8.900237e+01,3.687342e+01,-8.977859e+01,3.638398e+01,-8.994764e+01
1.000000e+01,3.735107e+01,-8.914756e+01,3.639477e+01,-8.980853e+01,3.595077e+01,-8.995448e+01
1.046183e+01,3.678627e+01,-8.926994e+01,3.592432e+01,-8.983427e+01,3.552127e+01,-8.996042e+01
1.094500e+01,3.623918e+01,-8.937350e+01,3.546123e+01,-8.985643e+01,3.509514e+01,-8.996557e+01
1.145048e+01,3.570773e+01,-8.946141e+01,3.500475e+01,-8.987553e+01,3.467205e+01,-8.997004e+01
1.197930e+01,3.519014e+01,-8.953626e+01,3.455424e+01,-8.989202e+01,3.425172e+01,-8.997392e+01
1.253254e+01,3.468487e+01,-8.960015e+01,3.410909e+01,-8.990627e+01,3.383391e+01,-8.997729e+01
1.311134e+01,3.419058e+01,-8.965480e+01,3.366879e+01,-8.991859e+01,3.341838e+01,-8.998022e+01
1.371687e+01,3.370610e+01,-8.970166e+01,3.323288e+01,-8.992926e+01,3.300492e+01,-8.998277e+01
1.435036e+01,3.323041e+01,-8.974190e+01,3.280093e+01,-8.993850e+01,3.259334e+01,-8.998498e+01
1.501311e+01,3.276258e+01,-8.977651e+01,3.237258e+01,-8.994651e+01,3.218348e+01,-8.998691e+01
1.570646e+01,3.230184e+01,-8.980632e+01,3.194747e+01,-8.995346e+01,3.177518e+01,-8.998859e+01
1.643184e+01,3.184747e+01,-8.983204e+01,3.152532e+01,-8.995949e+01,3.136830e+01,-8.999005e+01
1.719072e+01,3.139884e+01,-8.985425e+01,3.110585e+01,-8.996473e+01,3.096271e+01,-8.999133e+01
1.798465e+01,3.095539e+01,-8.987345e+01,3.068881e+01,-8.996929e+01,3.055830e+01,-8.999243e+01
1.881524e+01,3.051663e+01,-8.989006e+01,3.027398e+01,-8.997325e+01,3.015496e+01,-8.999340e+01
1.968419e+01,3.008209e+01,-8.990444e+01,2.986115e+01,-8.997669e+01,2.975260e+01,-8.999424e+01
2.059328e+01,2.965138e+01,-8.991691e+01,2.945015e+01,-8.997969e+01,2.935113e+01,-8.999498e+01
2.154435e+01,2.922415e+01,-8.992772e+01,2.904082e+01,-8.998230e+01,2.895048e+01,-8.999562e+01
2.253934e+01,2.880006e+01,-8.993710e+01,2.863299e+01,-8.998457e+01,2.855056e+01,-8.999618e+01
2.358028e+01,2.837883e+01,-8.994525e+01,2.822655e+01,-8.998654e+01,2.815132e+01,-8.999666e+01
2.466930e+01,2.796019e+01,-8.995233e+01,2.782135e+01,-8.998827e+01,2.775270e+01,-8.999709e+01
2.580862e+01,2.754390e+01,-8.995848e+01,2.741730e+01,-8.998977e+01,2.735464e+01,-8.999746e+01
2.700055e+01,2.712975e+01,-8.996383e+01,2.701429e+01,-8.999107e+01,2.695709e+01,-8.999778e+01
2.824752e+01,2.671755e+01,-8.996848e+01,2.661223e+01,-8.999221e+01,2.656001e+01,-8.999806e+01
2.955209e+01,2.630712e+01,-8.997253e+01,2.621104e+01,-8.999321e+01,2.616336e+01,-8.999831e+01
3.091691e+01,2.589830e+01,-8.997606e+01,2.581063e+01,-8.999407e+01,2.576710e+01,-8.999853e+01
3.234476e+01,2.549094e+01,-8.997913e+01,2.541094e+01,-8.999483e+01,2.537119e+01,-8.999871e+01
3.383855e+01,2.508491e+01,-8.998180e+01,2.501191e+01,-8.999549e+01,2.497561e+01,-8.999888e+01
3.540133e+01,2.468011e+01,-8.998413e+01,2.461347e+01,-8.999606e+01,2.458033e+01,-8.999902e+01
3.703629e+01,2.427641e+01,-8.998616e+01,2.421558e+01,-8.999656e+01,2.418532e+01,-8.999914e+01
3.874675e+01,2.387372e+01,-8.998792e+01,2.381819e+01,-8.999700e+01,2.379055e+01,-8.999925e+01
4.053621e+01,2.347195e+01,-8.998946e+01,2.342126e+01,-8.999738e+01,2.339601e+01,-8.999935e+01
4.240831e+01,2.307102e+01,-8.999081e+01,2.302474e+01,-8.999771e+01,2.300168e+01,-8.999943e+01
4.436687e+01,2.267085e+01,-8.999198e+01,2.262859e+01,-8.999800e+01,2.260754e+01,-8.999950e+01
4.641589e+01,2.227138e+01,-8.999300e+01,2.223280e+01,-8.999826e+01,2.221356e+01,-8.999957e+01
4.855953e+01,2.187255e+01,-8.999389e+01,2.183732e+01,-8.999848e+01,2.181975e+01,-8.999962e+01
5.080218e+01,2.147430e+01,-8.999467e+01,2.144212e+01,-8.999867e+01,2.142608e+01,-8.999967e+01
5.314840e+01,2.107658e+01,-8.999535e+01,2.104719e+01,-8.999884e+01,2.103253e+01,-8.999971e+01
5.560298e+01,2.067934e+01,-8.999594e+01,2.065250e+01,-8.999899e+01,2.063911e+01,-8.999975e+01
5.817091e+01,2.028254e+01,-8.999646e+01,2.025803e+01,-8.999912e+01,2.024580e+01,-8.999978e+01
6.085745e+01,1.988615e+01,-8.999691e+01,1.986376e+01,-8.999923e+01,1.985259e+01,-8.999981e+01
6.366805e+01,1.949012e+01,-8.999730e+01,1.946967e+01,-8.999933e+01,1.945947e+01,-8.999983e+01
6.660846e+01,1.909443e+01,-8.999764e+01,1.907575e+01,-8.999941e+01,1.906643e+01,-8.999985e+01
6.968467e+01,1.869905e+01,-8.999794e+01,1.868199e+01,-8.999949e+01,1.867347e+01,-8.999987e+01
7.290295e+01,1.830394e+01,-8.999820e+01,1.828836e+01,-8.999955e+01,1.828058e+01,-8.999989e+01
7.626986e+01,1.790909e+01,-8.999843e+01,1.789486e+01,-8.999961e+01,1.788775e+01,-8.999990e+01
7.979226e+01,1.751447e+01,-8.999863e+01,1.750147e+01,-8.999966e+01,1.749498e+01,-8.999991e+01
8.347734e+01,1.712007e+01,-8.999880e+01,1.710819e+01,-8.999970e+01,1.710226e+01,-8.999993e+01
8.733262e+01,1.672586e+01,-8.999896e+01,1.671501e+01,-8.999974e+01,1.670959e+01,-8.999993e+01
9.136594e+01,1.633183e+01,-8.999909e+01,1.632192e+01,-8.999977e+01,1.631697e+01,-8.999994e+01
9.558553e+01,1.593796e+01,-8.999920e+01,1.592891e+01,-8.999980e+01,1.592438e+01,-8.999995e+01
1.000000e+02,1.554424e+01,-8.999930e+01,1.553597e+01,-8.999983e+01,1.553184e+01,-8.999996e+01
1.046183e+02,1.515065e+01,-8.999939e+01,1.514310e+01,-8.999985e+01,1.513932e+01,-8.999996e+01
1.094500e+02,1.475719e+01,-8.999947e+01,1.475029e+01,-8.999987e+01,1.474684e+01,-8.999997e+01
1.145048e+02,1.436384e+01,-8.999954e+01,1.435754e+01,-8.999988e+01,1.435438e+01,-8.999997e+01
1.197930e+02,1.397060e+01,-8.999960e+01,1.396483e+01,-8.999990e+01,1.396196e+01,-8.999997e+01
1.253254e+02,1.357744e+01,-8.999965e+01,1.357218e+01,-8.999991e+01,1.356955e+01,-8.999998e+01
1.311134e+02,1.318438e+01,-8.999969e+01,1.317957e+01,-8.999992e+01,1.317717e+01,-8.999998e+01
1.371687e+02,1.279139e+01,-8.999973e+01,1.278700e+01,-8.999993e+01,1.278480e+01,-8.999998e+01
1.435036e+02,1.239848e+01,-8.999977e+01,1.239446e+01,-8.999994e+01,1.239245e+01,-8.999999e+01
1.501311e+02,1.200563e+01,-8.999979e+01,1.200196e+01,-8.999995e+01,1.200012e+01,-8.999999e+01
1.570646e+02,1.161283e+01,-8.999982e+01,1.160948e+01,-8.999996e+01,1.160781e+01,-8.999999e+01
1.643184e+02,1.122010e+01,-8.999984e+01,1.121704e+01,-8.999996e+01,1.121551e+01,-8.999999e+01
1.719072e+02,1.082741e+01,-8.999986e+01,1.082462e+01,-8.999997e+01,1.082322e+01,-8.999999e+01
1.798465e+02,1.043477e+01,-8.999988e+01,1.043222e+01,-8.999997e+01,1.043094e+01,-8.999999e+01
1.881524e+02,1.004218e+01,-8.999990e+01,1.003984e+01,-8.999997e+01,1.003867e+01,-8.999999e+01
1.968419e+02,9.649616e+00,-8.999991e+01,9.647483e+00,-8.999998e+01,9.646417e+00,-8.999999e+01
2.059328e+02,9.257091e+00,-8.999992e+01,9.255142e+00,-8.999998e+01,9.254168e+00,-9.000000e+01
2.154435e+02,8.864597e+00,-8.999993e+01,8.862817e+00,-8.999998e+01,8.861927e+00,-9.000000e+01
2.253934e+02,8.472133e+00,-8.999994e+01,8.470507e+00,-8.999998e+01,8.469693e+00,-9.000000e+01
2.358028e+02,8.079695e+00,-8.999995e+01,8.078209e+00,-8.999999e+01,8.077466e+00,-9.000000e+01
2.466930e+02,7.687282e+00,-8.999995e+01,7.685924e+00,-8.999999e+01,7.685245e+00,-9.000000e+01
2.580862e+02,7.294891e+00,-8.999996e+01,7.293650e+00,-8.999999e+01,7.293030e+00,-9.000000e+01
2.700055e+02,6.902519e+00,-8.999996e+01,6.901386e+00,-8.999999e+01,6.900820e+00,-9.000000e+01
2.824752e+02,6.510167e+00,-8.999997e+01,6.509131e+00,-8.999999e+01,6.508614e+00,-9.000000e+01
2.955209e+02,6.117831e+00,-8.999997e+01,6.116885e+00,-8.999999e+01,6.116412e+00,-9.000000e+01
3.091691e+02,5.725511e+00,-8.999998e+01,5.724647e+00,-8.999999e+01,5.724214e+00,-9.000000e+01
3.234476e+02,5.333205e+00,-8.999998e+01,5.332415e+00,-8.999999e+01,5.332020e+00,-9.000000e+01
3.383855e+02,4.940912e+00,-8.999998e+01,4.940190e+00,-9.000000e+01,4.939829e+00,-9.000000e+01
3.540133e+02,4.548630e+00,-8.999998e+01,4.547971e+00,-9.000000e+01,4.547641e+00,-9.000000e+01
3.703629e+02,4.156359e+00,-8.999999e+01,4.155757e+00,-9.000000e+01,4.155456e+00,-9.000000e+01
3.874675e+02,3.764099e+00,-8.999999e+01,3.763548e+00,-9.000000e+01,3.763273e+00,-9.000000e+01
4.053621e+02,3.371847e+00,-8.999999e+01,3.371344e+00,-9.000000e+01,3.371093e+00,-9.000000e+01
4.240831e+02,2.979603e+00,-8.999999e+01,2.979144e+00,-9.000000e+01,2.978914e+00,-9.000000e+01
4.436687e+02,2.587367e+00,-8.999999e+01,2.586947e+00,-9.000000e+01,2.586737e+00,-9.000000e+01
4.641589e+02,2.195137e+00,-8.999999e+01,2.194754e+00,-9.000000e+01,2.194562e+00,-9.000000e+01
4.855953e+02,1.802914e+00,-8.999999e+01,1.802564e+00,-9.000000e+01,1.802389e+00,-9.000000e+01
5.080218e+02,1.410697e+00,-8.999999e+01,1.410377e+00,-9.000000e+01,1.410217e+00,-9.000000e+01
5.314840e+02,1.018485e+00,-9.000000e+01,1.018192e+00,-9.000000e+01,1.018046e+00,-9.000000e+01
5.560298e+02,6.262775e-01,-9.000000e+01,6.260103e-01,-9.000000e+01,6.258767e-01,-9.000000e+01
