re_reec,im_reec,re_gfma,im_gfma
-1.000000e+02,-1.000000e+02,-1.041081e+02,2.209138e-01
-1.000000e+02,-1.000000e+02,-2.096056e+02,4.208582e+01
-1.000000e+02,-1.000000e+02,-1.308116e+00,4.811149e-01
-1.000000e+02,-1.000000e+02,-6.241605e-01,3.602417e+00
-1.000000e+02,-1.000000e+02,-2.314255e+00,6.198753e+00
-1.000000e+02,-1.000000e+02,-6.816770e+00,6.699513e+00
-1.000000e+02,-1.000000e+02,-2.912490e+00,9.511588e+00
-1.000000e+02,-1.000000e+02,-4.723341e+00,1.261583e+01
-1.000000e+02,-1.000000e+02,-4.460987e+00,1.528992e+01
-1.000000e+02,-1.000000e+02,-2.256983e+00,1.800118e+01
-1.000000e+02,-1.000000e+02,-1.415141e+01,3.268951e+01
-1.000000e+02,-1.000000e+02,-2.436506e+01,2.656389e+01
-1.000000e+02,-1.000000e+02,-4.697049e+01,4.831649e+00
-1.000000e+02,-1.000000e+02,-4.749460e+01,6.433737e+00
-1.000000e+02,-1.000000e+02,-4.806259e+01,7.518586e+00
-1.000000e+02,-1.000000e+02,-4.846686e+01,8.545947e+00
-1.000000e+02,-1.000000e+02,-9.601080e+01,2.099140e-01
-1.000000e+02,-1.000000e+02,-1.041114e+02,2.179411e-01
-1.000000e+02,-1.000000e+02,-2.096316e+02,4.214359e+01
-1.000000e+02,-1.000000e+02,-1.314392e+00,4.894253e-01
-1.000000e+02,-1.000000e+02,-6.281983e-01,3.606727e+00
-1.000000e+02,-1.000000e+02,-2.314164e+00,6.198751e+00
-1.000000e+02,-1.000000e+02,-6.937291e+00,6.580151e+00
-1.000000e+02,-1.000000e+02,-2.859029e+00,9.533481e+00
-1.000000e+02,-1.000000e+02,-4.723353e+00,1.261596e+01
-1.000000e+02,-1.000000e+02,-4.458320e+00,1.529149e+01
-1.000000e+02,-1.000000e+02,-2.255492e+00,1.800251e+01
-1.000000e+02,-1.000000e+02,-1.420131e+01,3.279801e+01
-1.000000e+02,-1.000000e+02,-2.440058e+01,2.613974e+01
-1.000000e+02,-1.000000e+02,-4.695301e+01,4.774584e+00
-1.000000e+02,-1.000000e+02,-4.749466e+01,6.433809e+00
-1.000000e+02,-1.000000e+02,-4.806080e+01,7.516660e+00
-1.000000e+02,-1.000000e+02,-4.846685e+01,8.546245e+00
-1.000000e+02,-1.000000e+02,-9.600762e+01,2.070899e-01
-1.000000e+02,-1.000000e+02,-1.041146e+02,2.149307e-01
-1.000000e+02,-1.000000e+02,-2.096572e+02,4.220050e+01
-1.000000e+02,-1.000000e+02,-1.320664e+00,4.976157e-01
-1.000000e+02,-1.000000e+02,-6.322679e-01,3.611031e+00
-1.000000e+02,-1.000000e+02,-2.314069e+00,6.198747e+00
-1.000000e+02,-1.000000e+02,-7.057059e+00,6.456262e+00
-1.000000e+02,-1.000000e+02,-2.807846e+00,9.554272e+00
-1.000000e+02,-1.000000e+02,-4.723365e+00,1.261609e+01
-1.000000e+02,-1.000000e+02,-4.455427e+00,1.529314e+01
-1.000000e+02,-1.000000e+02,-2.253949e+00,1.800386e+01
-1.000000e+02,-1.000000e+02,-2.444329e+01,2.571093e+01
-1.000000e+02,-1.000000e+02,-1.424578e+01,3.290769e+01
-1.000000e+02,-1.000000e+02,-4.693476e+01,4.714641e+00
-1.000000e+02,-1.000000e+02,-4.749472e+01,6.433883e+00
-1.000000e+02,-1.000000e+02,-4.805896e+01,7.514753e+00
-1.000000e+02,-1.000000e+02,-4.846684e+01,8.546555e+00
-1.000000e+02,-1.000000e+02,-9.600449e+01,2.042251e-01
-1.000000e+02,-1.000000e+02,-1.041178e+02,2.118833e-01
-1.000000e+02,-1.000000e+02,-2.096824e+02,4.225660e+01
-1.000000e+02,-1.000000e+02,-1.326934e+00,5.056957e-01
-1.000000e+02,-1.000000e+02,-6.363703e-01,3.615326e+00
-1.000000e+02,-1.000000e+02,-2.313969e+00,6.198741e+00
-1.000000e+02,-1.000000e+02,-7.176345e+00,6.327245e+00
-1.000000e+02,-1.000000e+02,-2.758713e+00,9.573996e+00
-1.000000e+02,-1.000000e+02,-4.723379e+00,1.261622e+01
-1.000000e+02,-1.000000e+02,-4.452302e+00,1.529486e+01
-1.000000e+02,-1.000000e+02,-2.252351e+00,1.800522e+01
-1.000000e+02,-1.000000e+02,-2.449305e+01,2.527787e+01
-1.000000e+02,-1.000000e+02,-1.428501e+01,3.301789e+01
-1.000000e+02,-1.000000e+02,-4.691567e+01,4.651564e+00
-1.000000e+02,-1.000000e+02,-4.749478e+01,6.433960e+00
-1.000000e+02,-1.000000e+02,-4.805708e+01,7.512863e+00
-1.000000e+02,-1.000000e+02,-4.846681e+01,8.546876e+00
-1.000000e+02,-1.000000e+02,-9.600140e+01,2.013198e-01
-1.000000e+02,-1.000000e+02,-1.041209e+02,2.087995e-01
-1.000000e+02,-1.000000e+02,-2.097074e+02,4.231193e+01
-1.000000e+02,-1.000000e+02,-1.333206e+00,5.136742e-01
-1.000000e+02,-1.000000e+02,-6.405063e-01,3.619613e+00
-1.000000e+02,-1.000000e+02,-2.313866e+00,6.198733e+00
-1.000000e+02,-1.000000e+02,-7.295384e+00,6.192422e+00
-1.000000e+02,-1.000000e+02,-2.711434e+00,9.592683e+00
-1.000000e+02,-1.000000e+02,-4.723392e+00,1.261636e+01
-1.000000e+02,-1.000000e+02,-4.448941e+00,1.529663e+01
-1.000000e+02,-1.000000e+02,-2.250697e+00,1.800659e+01
-1.000000e+02,-1.000000e+02,-2.454966e+01,2.484087e+01
-1.000000e+02,-1.000000e+02,-1.431931e+01,3.312805e+01
-1.000000e+02,-1.000000e+02,-4.689568e+01,4.585060e+00
-1.000000e+02,-1.000000e+02,-4.749485e+01,6.434038e+00
-1.000000e+02,-1.000000e+02,-4.805515e+01,7.510986e+00
-1.000000e+02,-1.000000e+02,-4.846678e+01,8.547207e+00
-1.000000e+02,-1.000000e+02,-9.599835e+01,1.983746e-01
-1.000000e+02,-1.000000e+02,-1.041239e+02,2.056800e-01
-1.000000e+02,-1.000000e+02,-2.097320e+02,4.236654e+01
-1.000000e+02,-1.000000e+02,-1.339484e+00,5.215593e-01
-1.000000e+02,-1.000000e+02,-6.446771e-01,3.623892e+00
-1.000000e+02,-1.000000e+02,-2.313760e+00,6.198722e+00
-1.000000e+02,-1.000000e+02,-7.414384e+00,6.051021e+00
-1.000000e+02,-1.000000e+02,-2.665844e+00,9.610357e+00
-1.000000e+02,-1.000000e+02,-4.723407e+00,1.261650e+01
-1.000000e+02,-1.000000e+02,-4.445338e+00,1.529844e+01
-1.000000e+02,-1.000000e+02,-2.248985e+00,1.800796e+01
-1.000000e+02,-1.000000e+02,-2.461288e+01,2.440011e+01
-1.000000e+02,-1.000000e+02,-1.434902e+01,3.323768e+01
-1.000000e+02,-1.000000e+02,-4.687472e+01,4.514796e+00
-1.000000e+02,-1.000000e+02,-4.749491e+01,6.434119e+00
-1.000000e+02,-1.000000e+02,-4.805317e+01,7.509121e+00
-1.000000e+02,-1.000000e+02,-4.846674e+01,8.547549e+00
-1.000000e+02,-1.000000e+02,-9.599535e+01,1.953899e-01
-1.000000e+02,-1.000000e+02,-1.041269e+02,2.025256e-01
-1.000000e+02,-1.000000e+02,-2.097564e+02,4.242047e+01
