t,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36
7.800000e+00,2.424791e+00,3.080933e+00,3.146291e+00,3.271734e+00,3.142236e+00,3.215989e+00,3.310976e+00,3.309232e+00,3.410254e+00,2.236379e+00,2.177873e+00,2.155999e+00,2.173130e+00,2.185031e+00,2.145403e+00,2.136271e+00,2.228024e+00,2.213434e+00,2.213510e+00,2.216117e+00,2.188459e+00,2.183416e+00,2.208902e+00,2.191287e+00,2.178719e+00,2.286388e+00,2.260508e+00,2.253586e+00,2.333895e+00,2.328833e+00,2.211527e+00,2.254627e+00,2.219608e+00,2.184091e+00,2.271784e+00,2.316846e+00,2.277992e+00,2.332490e+00,2.366273e+00,2.376069e+00,2.349430e+00,2.425578e+00,2.463836e+00,2.370830e+00,2.433529e+00
7.866667e+00,2.400303e+00,3.057540e+00,3.123073e+00,3.248323e+00,3.118227e+00,3.192232e+00,3.287568e+00,3.285532e+00,3.387562e+00,2.213415e+00,2.155146e+00,2.133100e+00,2.150135e+00,2.162019e+00,2.122396e+00,2.113267e+00,2.205010e+00,2.190421e+00,2.190512e+00,2.193132e+00,2.165550e+00,2.160653e+00,2.186201e+00,2.169073e+00,2.156310e+00,2.263250e+00,2.237210e+00,2.230681e+00,2.310784e+00,2.305715e+00,2.188764e+00,2.231802e+00,2.197878e+00,2.163222e+00,2.249495e+00,2.294381e+00,2.254435e+00,2.309298e+00,2.343101e+00,2.352750e+00,2.325934e+00,2.402273e+00,2.440441e+00,2.347581e+00,2.410695e+00
7.933333e+00,2.376641e+00,3.034927e+00,3.100612e+00,3.225843e+00,3.095202e+00,3.169370e+00,3.265065e+00,3.262566e+00,3.365443e+00,2.191269e+00,2.133232e+00,2.111008e+00,2.127943e+00,2.139809e+00,2.100189e+00,2.091063e+00,2.182798e+00,2.168211e+00,2.168317e+00,2.170954e+00,2.143453e+00,2.138723e+00,2.164343e+00,2.147676e+00,2.134716e+00,2.241003e+00,2.214820e+00,2.208633e+00,2.288546e+00,2.283471e+00,2.166850e+00,2.209791e+00,2.176919e+00,2.143123e+00,2.227945e+00,2.272645e+00,2.231722e+00,2.286899e+00,2.320718e+00,2.330341e+00,2.303375e+00,2.379854e+00,2.417940e+00,2.325155e+00,2.388566e+00
8.000000e+00,2.354496e+00,3.013348e+00,3.079160e+00,3.204689e+00,3.073542e+00,3.147783e+00,3.243854e+00,3.241035e+00,3.344603e+00,2.170475e+00,2.112607e+00,2.090145e+00,2.106951e+00,2.118794e+00,2.079178e+00,2.070055e+00,2.161778e+00,2.147194e+00,2.147319e+00,2.149975e+00,2.122578e+00,2.118049e+00,2.143755e+00,2.127541e+00,2.114394e+00,2.220060e+00,2.193747e+00,2.187864e+00,2.267595e+00,2.262513e+00,2.146207e+00,2.189136e+00,2.157234e+00,2.124245e+00,2.207687e+00,2.252208e+00,2.210447e+00,2.265642e+00,2.299473e+00,2.309248e+00,2.282152e+00,2.358728e+00,2.396738e+00,2.304140e+00,2.367749e+00
8.066667e+00,2.334471e+00,2.993124e+00,3.059043e+00,3.185260e+00,3.053614e+00,3.127867e+00,3.224334e+00,3.221601e+00,3.325766e+00,2.151541e+00,2.093740e+00,2.070944e+00,2.087577e+00,2.099390e+00,2.059781e+00,2.050662e+00,2.142362e+00,2.127784e+00,2.127934e+00,2.130614e+00,2.103350e+00,2.099059e+00,2.124871e+00,2.109112e+00,2.095798e+00,2.200839e+00,2.174400e+00,2.168799e+00,2.248351e+00,2.243264e+00,2.127268e+00,2.170355e+00,2.139319e+00,2.107044e+00,2.189270e+00,2.233635e+00,2.191152e+00,2.245918e+00,2.279754e+00,2.289887e+00,2.262665e+00,2.339311e+00,2.377251e+00,2.285088e+00,2.348849e+00
8.133333e+00,2.317027e+00,2.974652e+00,3.040668e+00,3.167951e+00,3.035780e+00,3.110030e+00,3.206912e+00,3.204818e+00,3.309612e+00,2.134918e+00,2.077068e+00,2.053836e+00,2.070253e+00,2.082027e+00,2.042427e+00,2.033315e+00,2.124980e+00,2.110410e+00,2.110590e+00,2.113299e+00,2.086198e+00,2.082179e+00,2.108111e+00,2.092819e+00,2.079359e+00,2.183749e+00,2.157183e+00,2.151861e+00,2.231235e+00,2.226143e+00,2.110453e+00,2.153907e+00,2.123633e+00,2.091950e+00,2.173203e+00,2.217454e+00,2.174287e+00,2.228152e+00,2.261991e+00,2.272663e+00,2.245307e+00,2.322021e+00,2.359894e+00,2.268479e+00,2.332432e+00
8.200000e+00,2.302499e+00,2.958415e+00,3.024528e+00,3.153163e+00,3.020414e+00,3.094699e+00,3.192008e+00,3.191109e+00,3.296738e+00,2.121000e+00,2.063003e+00,2.039255e+00,2.055421e+00,2.067149e+00,2.027560e+00,2.018455e+00,2.110079e+00,2.095519e+00,2.095731e+00,2.098473e+00,2.071557e+00,2.067831e+00,2.093893e+00,2.079075e+00,2.065491e+00,2.169202e+00,2.142503e+00,2.137468e+00,2.216667e+00,2.211571e+00,2.096182e+00,2.140192e+00,2.110598e+00,2.079371e+00,2.159944e+00,2.204135e+00,2.160218e+00,2.212808e+00,2.246650e+00,2.257986e+00,2.230481e+00,2.307281e+00,2.345089e+00,2.254708e+00,2.318994e+00
8.266667e+00,2.291128e+00,2.944966e+00,3.011184e+00,3.141307e+00,3.007913e+00,3.082315e+00,3.180055e+00,3.180768e+00,3.287618e+00,2.110139e+00,2.051934e+00,2.027631e+00,2.043531e+00,2.055211e+00,2.015634e+00,2.006537e+00,2.098116e+00,2.083567e+00,2.083813e+00,2.086589e+00,2.059867e+00,2.056436e+00,2.082630e+00,2.068279e+00,2.054589e+00,2.157609e+00,2.130772e+00,2.126037e+00,2.205070e+00,2.199969e+00,2.084868e+00,2.129559e+00,2.100593e+00,2.069690e+00,2.149893e+00,2.194083e+00,2.149246e+00,2.200377e+00,2.234227e+00,2.246270e+00,2.218597e+00,2.295519e+00,2.333268e+00,2.244102e+00,2.308957e+00
8.333333e+00,2.283098e+00,2.934878e+00,3.001213e+00,3.132783e+00,2.998679e+00,3.073309e+00,3.171474e+00,3.173973e+00,3.282563e+00,2.102638e+00,2.044212e+00,2.019372e+00,2.035018e+00,2.046652e+00,2.007085e+00,1.997995e+00,2.089534e+00,2.074994e+00,2.075274e+00,2.078082e+00,2.051543e+00,2.048390e+00,2.074709e+00,2.060799e+00,2.047015e+00,2.149366e+00,2.122387e+00,2.117963e+00,2.196845e+00,2.191739e+00,2.076900e+00,2.122302e+00,2.093945e+00,2.063252e+00,2.143369e+00,2.187616e+00,2.141628e+00,2.191344e+00,2.225209e+00,2.237910e+00,2.210055e+00,2.287143e+00,2.324837e+00,2.236917e+00,2.302633e+00
8.400000e+00,2.278608e+00,2.928717e+00,2.995181e+00,3.127986e+00,2.993128e+00,3.068098e+00,3.166673e+00,3.170851e+00,3.281740e+00,2.098786e+00,2.040176e+00,2.014871e+00,2.030297e+00,2.041892e+00,2.002332e+00,1.993249e+00,2.084758e+00,2.070226e+00,2.070534e+00,2.073371e+00,2.046988e+00,2.044074e+00,2.070502e+00,2.056986e+00,2.043115e+00,2.144856e+00,2.117738e+00,2.113624e+00,2.192376e+00,2.187267e+00,2.072651e+00,2.118699e+00,2.090948e+00,2.060378e+00,2.140635e+00,2.184987e+00,2.137616e+00,2.186179e+00,2.220066e+00,2.233296e+00,2.205254e+00,2.282544e+00,2.320194e+00,2.233387e+00,2.300251e+00
8.466667e+00,2.277914e+00,2.927006e+00,2.993602e+00,3.127303e+00,2.991682e+00,3.067081e+00,3.166043e+00,3.171541e+00,3.285201e+00,2.098880e+00,2.040156e+00,2.014500e+00,2.029762e+00,2.041329e+00,2.001771e+00,1.992691e+00,2.084187e+00,2.069659e+00,2.069989e+00,2.072848e+00,2.046581e+00,2.043851e+00,2.070365e+00,2.057178e+00,2.043223e+00,2.144450e+00,2.117204e+00,2.113381e+00,2.192031e+00,2.186919e+00,2.072481e+00,2.119027e+00,2.091876e+00,2.061373e+00,2.141915e+00,2.186401e+00,2.137495e+00,2.185316e+00,2.219230e+00,2.232803e+00,2.204582e+00,2.282097e+00,2.319713e+00,2.233755e+00,2.301977e+00
8.533333e+00,2.281323e+00,2.930163e+00,2.996881e+00,3.131076e+00,2.994720e+00,3.070601e+00,3.169915e+00,3.176217e+00,3.292897e+00,2.103203e+00,2.044450e+00,2.018581e+00,2.033744e+00,2.045294e+00,2.005733e+00,1.996654e+00,2.088156e+00,2.073628e+00,2.073972e+00,2.076844e+00,2.050647e+00,2.048035e+00,2.074608e+00,2.061668e+00,2.047636e+00,2.148473e+00,2.121117e+00,2.117548e+00,2.196126e+00,2.191013e+00,2.076699e+00,2.123549e+00,2.096966e+00,2.066499e+00,2.147381e+00,2.192009e+00,2.141557e+00,2.189109e+00,2.223052e+00,2.236760e+00,2.208381e+00,2.286120e+00,2.323715e+00,2.238266e+00,2.307916e+00
8.600000e+00,2.289194e+00,2.938504e+00,3.005320e+00,3.139616e+00,3.002591e+00,3.078957e+00,3.178579e+00,3.185132e+00,3.304758e+00,2.112039e+00,2.053335e+00,2.027393e+00,2.042524e+00,2.054071e+00,2.014501e+00,2.005421e+00,2.096944e+00,2.082412e+00,2.082762e+00,2.085641e+00,2.059464e+00,2.056903e+00,2.083506e+00,2.070723e+00,2.056624e+00,2.157215e+00,2.129773e+00,2.126401e+00,2.204940e+00,2.199825e+00,2.085581e+00,2.132535e+00,2.106440e+00,2.075996e+00,2.157193e+00,2.201949e+00,2.150119e+00,2.197844e+00,2.231813e+00,2.245461e+00,2.216955e+00,2.294893e+00,2.332482e+00,2.247190e+00,2.318154e+00
8.666667e+00,2.301907e+00,2.952237e+00,3.019116e+00,3.153189e+00,3.015590e+00,3.092401e+00,3.192278e+00,3.198613e+00,3.320740e+00,2.125661e+00,2.067062e+00,2.041170e+00,2.056329e+00,2.067883e+00,2.028300e+00,2.019217e+00,2.110774e+00,2.096236e+00,2.096584e+00,2.099462e+00,2.073262e+00,2.070690e+00,2.097295e+00,2.084577e+00,2.070428e+00,2.170923e+00,2.143427e+00,2.140177e+00,2.218709e+00,2.213594e+00,2.099364e+00,2.146249e+00,2.120504e+00,2.090077e+00,2.171504e+00,2.216357e+00,2.163496e+00,2.211733e+00,2.245721e+00,2.259157e+00,2.230563e+00,2.308654e+00,2.346250e+00,2.260814e+00,2.332790e+00
8.733333e+00,2.319782e+00,2.971442e+00,3.038340e+00,3.171981e+00,3.033924e+00,3.111103e+00,3.211175e+00,3.216991e+00,3.340845e+00,2.144281e+00,2.085813e+00,2.060064e+00,2.075296e+00,2.086867e+00,2.047268e+00,2.038179e+00,2.129779e+00,2.115233e+00,2.115574e+00,2.118444e+00,2.092189e+00,2.089552e+00,2.116138e+00,2.103391e+00,2.089216e+00,2.189765e+00,2.162246e+00,2.159036e+00,2.237593e+00,2.232479e+00,2.118210e+00,2.164900e+00,2.139317e+00,2.108894e+00,2.190442e+00,2.235349e+00,2.181943e+00,2.230886e+00,2.264882e+00,2.278018e+00,2.249380e+00,2.327560e+00,2.365176e+00,2.279383e+00,2.351914e+00
8.800000e+00,2.343059e+00,2.996117e+00,3.062990e+00,3.196113e+00,3.057725e+00,3.135178e+00,3.235378e+00,3.240576e+00,3.365162e+00,2.168057e+00,2.109711e+00,2.084167e+00,2.099503e+00,2.111095e+00,2.071479e+00,2.062384e+00,2.154030e+00,2.139476e+00,2.139805e+00,2.142663e+00,2.116330e+00,2.113591e+00,2.140140e+00,2.127279e+00,2.113106e+00,2.213848e+00,2.186342e+00,2.183084e+00,2.261696e+00,2.256583e+00,2.142223e+00,2.188650e+00,2.163003e+00,2.132556e+00,2.214130e+00,2.259047e+00,2.205647e+00,2.255348e+00,2.289341e+00,2.302153e+00,2.273514e+00,2.351717e+00,2.389365e+00,2.303097e+00,2.375644e+00
8.866667e+00,2.371865e+00,3.026200e+00,3.093008e+00,3.225640e+00,3.087053e+00,3.164683e+00,3.264942e+00,3.269591e+00,3.393867e+00,2.197073e+00,2.138819e+00,2.113511e+00,2.128969e+00,2.140586e+00,2.100952e+00,2.091851e+00,2.183543e+00,2.168981e+00,2.169295e+00,2.172138e+00,2.145714e+00,2.142850e+00,2.169351e+00,2.156296e+00,2.142156e+00,2.243221e+00,2.215761e+00,2.212369e+00,2.291066e+00,2.285955e+00,2.171454e+00,2.217592e+00,2.191647e+00,2.161129e+00,2.242675e+00,2.287566e+00,2.234704e+00,2.285106e+00,2.319088e+00,2.331610e+00,2.303012e+00,2.381171e+00,2.418863e+00,2.332079e+00,2.404115e+00
8.933333e+00,2.406168e+00,3.061561e+00,3.128277e+00,3.260519e+00,3.121860e+00,3.199588e+00,3.299833e+00,3.304103e+00,3.427172e+00,2.231306e+00,2.173103e+00,2.148045e+00,2.163631e+00,2.175274e+00,2.135623e+00,2.126516e+00,2.218252e+00,2.203682e+00,2.203980e+00,2.206807e+00,2.180287e+00,2.177286e+00,2.203732e+00,2.190411e+00,2.176334e+00,2.277839e+00,2.250455e+00,2.246855e+00,2.325666e+00,2.320558e+00,2.205865e+00,2.251718e+00,2.225257e+00,2.194600e+00,2.276133e+00,2.320979e+00,2.269083e+00,2.320076e+00,2.354041e+00,2.366342e+00,2.337822e+00,2.415885e+00,2.453632e+00,2.366332e+00,2.437434e+00
9.000000e+00,2.445818e+00,3.102054e+00,3.168663e+00,3.300642e+00,3.162031e+00,3.239803e+00,3.339964e+00,3.344033e+00,3.465308e+00,2.270656e+00,2.212465e+00,2.187664e+00,2.203381e+00,2.215050e+00,2.175383e+00,2.166270e+00,2.258048e+00,2.243470e+00,2.243752e+00,2.246563e+00,2.219945e+00,2.216802e+00,2.243193e+00,2.229539e+00,2.215551e+00,2.317602e+00,2.290321e+00,2.286449e+00,2.365404e+00,2.360299e+00,2.245363e+00,2.290937e+00,2.263789e+00,2.232907e+00,2.314523e+00,2.359325e+00,2.308661e+00,2.360136e+00,2.394083e+00,2.406245e+00,2.377836e+00,2.455767e+00,2.493580e+00,2.405760e+00,2.475688e+00
9.066667e+00,2.490575e+00,3.147521e+00,3.214024e+00,3.345845e+00,3.207393e+00,3.285183e+00,3.385192e+00,3.389167e+00,3.508473e+00,2.314957e+00,2.256753e+00,2.232221e+00,2.248073e+00,2.259768e+00,2.220086e+00,2.210966e+00,2.302787e+00,2.288201e+00,2.288466e+00,2.291261e+00,2.264542e+00,2.261257e+00,2.287591e+00,2.273546e+00,2.259664e+00,2.362359e+00,2.335204e+00,2.331009e+00,2.410138e+00,2.405037e+00,2.289807e+00,2.335098e+00,2.307147e+00,2.275942e+00,2.357813e+00,2.402594e+00,2.353240e+00,2.405140e+00,2.439074e+00,2.451162e+00,2.422892e+00,2.500674e+00,2.538564e+00,2.450188e+00,2.518916e+00
9.133333e+00,2.540119e+00,3.197775e+00,3.264179e+00,3.395893e+00,3.257692e+00,3.335504e+00,3.435299e+00,3.439165e+00,3.556758e+00,2.363970e+00,2.305748e+00,2.281506e+00,2.297501e+00,2.309225e+00,2.269526e+00,2.260400e+00,2.352266e+00,2.337671e+00,2.337919e+00,2.340696e+00,2.313873e+00,2.310442e+00,2.336717e+00,2.322229e+00,2.308465e+00,2.411888e+00,2.384876e+00,2.380325e+00,2.459656e+00,2.454559e+00,2.338988e+00,2.383967e+00,2.355160e+00,2.323527e+00,2.405886e+00,2.450690e+00,2.402547e+00,2.454892e+00,2.488819e+00,2.500869e+00,2.472761e+00,2.550392e+00,2.588367e+00,2.499355e+00,2.567062e+00
9.200000e+00,2.594118e+00,3.252618e+00,3.318937e+00,3.450520e+00,3.312644e+00,3.390499e+00,3.490025e+00,3.493648e+00,3.610128e+00,2.417431e+00,2.359200e+00,2.335284e+00,2.351437e+00,2.363192e+00,2.323476e+00,2.314343e+00,2.406260e+00,2.391655e+00,2.391884e+00,2.394643e+00,2.367704e+00,2.364117e+00,2.390330e+00,2.375352e+00,2.361713e+00,2.465938e+00,2.439082e+00,2.434153e+00,2.513710e+00,2.508617e+00,2.392663e+00,2.437285e+00,2.407613e+00,2.375449e+00,2.458565e+00,2.503446e+00,2.456292e+00,2.509178e+00,2.543107e+00,2.555110e+00,2.527179e+00,2.604671e+00,2.642738e+00,2.552968e+00,2.619989e+00
9.266667e+00,2.652258e+00,3.311840e+00,3.378085e+00,3.509438e+00,3.371937e+00,3.449867e+00,3.549081e+00,3.552241e+00,3.668403e+00,2.475060e+00,2.416845e+00,2.393300e+00,2.409633e+00,2.421423e+00,2.381688e+00,2.372547e+00,2.464522e+00,2.449905e+00,2.450114e+00,2.452852e+00,2.425782e+00,2.422022e+00,2.448165e+00,2.432655e+00,2.419145e+00,2.524235e+00,2.497544e+00,2.492223e+00,2.572027e+00,2.566940e+00,2.450566e+00,2.494775e+00,2.464259e+00,2.431462e+00,2.515611e+00,2.560627e+00,2.514183e+00,2.567765e+00,2.601702e+00,2.613608e+00,2.585863e+00,2.663233e+00,2.701397e+00,2.610734e+00,2.677472e+00
9.333333e+00,2.714236e+00,3.375182e+00,3.441357e+00,3.572325e+00,3.435227e+00,3.513261e+00,3.612132e+00,3.614594e+00,3.731232e+00,2.536559e+00,2.478383e+00,2.455262e+00,2.471801e+00,2.483630e+00,2.443873e+00,2.434724e+00,2.526765e+00,2.512134e+00,2.512319e+00,2.515034e+00,2.487815e+00,2.483854e+00,2.509917e+00,2.493839e+00,2.480462e+00,2.586468e+00,2.559946e+00,2.554227e+00,2.634294e+00,2.629210e+00,2.512391e+00,2.556137e+00,2.524795e+00,2.491276e+00,2.576707e+00,2.621913e+00,2.575923e+00,2.630375e+00,2.664325e+00,2.676050e+00,2.648495e+00,2.725759e+00,2.764023e+00,2.672346e+00,2.739177e+00
9.400000e+00,2.779785e+00,3.442359e+00,3.508457e+00,3.638857e+00,3.502170e+00,3.580324e+00,3.678834e+00,3.680415e+00,3.798144e+00,2.601631e+00,2.543512e+00,2.520866e+00,2.537637e+00,2.549511e+00,2.509730e+00,2.500571e+00,2.592686e+00,2.578040e+00,2.578198e+00,2.580885e+00,2.553496e+00,2.549301e+00,2.575272e+00,2.558593e+00,2.545357e+00,2.652320e+00,2.625969e+00,2.619845e+00,2.700186e+00,2.695107e+00,2.577821e+00,2.621073e+00,2.588901e+00,2.554580e+00,2.641496e+00,2.686934e+00,2.641228e+00,2.696712e+00,2.730675e+00,2.742118e+00,2.714751e+00,2.791920e+00,2.830286e+00,2.737519e+00,2.804708e+00
9.466667e+00,2.848655e+00,3.513052e+00,3.579056e+00,3.708711e+00,3.572426e+00,3.650698e+00,3.748847e+00,3.749461e+00,3.868581e+00,2.669980e+00,2.611924e+00,2.589798e+00,2.606825e+00,2.618749e+00,2.578941e+00,2.569771e+00,2.661968e+00,2.647305e+00,2.647432e+00,2.650089e+00,2.622509e+00,2.618045e+00,2.643909e+00,2.626600e+00,2.613516e+00,2.721469e+00,2.695291e+00,2.688753e+00,2.769376e+00,2.764302e+00,2.646537e+00,2.689285e+00,2.656243e+00,2.621054e+00,2.709595e+00,2.755289e+00,2.709822e+00,2.766460e+00,2.800431e+00,2.811492e+00,2.784309e+00,2.861386e+00,2.899855e+00,2.805976e+00,2.873627e+00
9.533333e+00,2.920575e+00,3.586895e+00,3.652781e+00,3.781546e+00,3.645648e+00,3.724018e+00,3.821815e+00,3.821490e+00,3.941935e+00,2.741289e+00,2.683289e+00,2.661716e+00,2.679021e+00,2.690999e+00,2.651161e+00,2.641979e+00,2.734262e+00,2.719582e+00,2.719675e+00,2.722298e+00,2.694511e+00,2.689743e+00,2.715487e+00,2.697519e+00,2.684602e+00,2.793575e+00,2.767571e+00,2.760609e+00,2.841521e+00,2.836452e+00,2.718194e+00,2.760455e+00,2.726462e+00,2.690353e+00,2.780590e+00,2.826548e+00,2.781407e+00,2.839265e+00,2.873238e+00,2.883832e+00,2.856829e+00,2.933809e+00,2.972385e+00,2.877424e+00,2.945463e+00
9.600000e+00,2.995252e+00,3.663502e+00,3.729241e+00,3.857023e+00,3.721500e+00,3.799931e+00,3.897396e+00,3.896247e+00,4.017621e+00,2.815231e+00,2.757270e+00,2.736271e+00,2.753871e+00,2.765906e+00,2.726036e+00,2.716840e+00,2.809213e+00,2.794516e+00,2.794573e+00,2.797159e+00,2.769151e+00,2.764052e+00,2.789665e+00,2.771010e+00,2.758276e+00,2.868301e+00,2.842475e+00,2.835073e+00,2.916280e+00,2.911217e+00,2.792455e+00,2.834254e+00,2.799203e+00,2.762137e+00,2.854080e+00,2.900291e+00,2.855668e+00,2.914763e+00,2.948730e+00,2.958802e+00,2.931980e+00,3.008852e+00,3.047537e+00,2.951555e+00,3.019760e+00
9.666667e+00,3.072351e+00,3.742470e+00,3.808037e+00,3.934805e+00,3.799653e+00,3.878099e+00,3.975259e+00,3.973434e+00,4.095112e+00,2.891464e+00,2.833523e+00,2.813112e+00,2.831015e+00,2.843109e+00,2.803205e+00,2.793996e+00,2.886462e+00,2.871747e+00,2.871766e+00,2.874315e+00,2.846077e+00,2.840628e+00,2.866104e+00,2.846735e+00,2.834198e+00,2.945313e+00,2.919669e+00,2.911808e+00,2.993319e+00,2.988262e+00,2.868979e+00,2.910343e+00,2.874114e+00,2.836067e+00,2.929680e+00,2.976125e+00,2.932267e+00,2.992581e+00,3.026536e+00,3.036070e+00,3.009430e+00,3.086181e+00,3.124980e+00,3.028039e+00,3.096097e+00
9.733333e+00,3.151485e+00,3.823382e+00,3.888759e+00,4.014544e+00,3.879768e+00,3.958185e+00,4.055064e+00,4.052681e+00,4.173966e+00,2.969623e+00,2.911686e+00,2.891870e+00,2.910082e+00,2.922236e+00,2.882296e+00,2.873073e+00,2.965635e+00,2.950902e+00,2.950883e+00,2.953393e+00,2.924922e+00,2.919118e+00,2.944457e+00,2.924346e+00,2.912014e+00,3.024265e+00,2.998810e+00,2.990468e+00,3.072295e+00,3.067245e+00,2.947420e+00,2.988357e+00,2.950844e+00,2.911807e+00,3.007025e+00,3.053678e+00,3.010828e+00,3.072333e+00,3.106273e+00,3.115289e+00,3.088839e+00,3.165458e+00,3.204376e+00,3.106507e+00,3.174093e+00
9.800000e+00,3.232237e+00,3.905829e+00,3.971009e+00,4.095894e+00,3.961510e+00,4.039862e+00,4.136482e+00,4.133570e+00,4.253846e+00,3.049341e+00,2.991404e+00,2.972186e+00,2.990707e+00,3.002922e+00,2.962945e+00,2.953708e+00,3.046369e+00,3.031618e+00,3.031560e+00,3.034034e+00,3.005330e+00,2.999177e+00,3.024384e+00,3.003506e+00,2.991382e+00,3.104819e+00,3.079560e+00,3.070718e+00,3.152877e+00,3.147834e+00,3.027439e+00,3.067933e+00,3.029063e+00,2.989038e+00,3.085791e+00,3.132629e+00,3.090963e+00,3.153643e+00,3.187569e+00,3.196121e+00,3.169870e+00,3.246351e+00,3.285395e+00,3.186577e+00,3.253427e+00
9.866667e+00,3.314180e+00,3.989421e+00,4.054406e+00,4.178511e+00,4.044542e+00,4.122803e+00,4.219180e+00,4.215653e+00,4.334513e+00,3.130258e+00,3.072330e+00,3.053713e+00,3.072540e+00,3.084815e+00,3.044800e+00,3.035549e+00,3.128314e+00,3.113542e+00,3.113449e+00,3.115886e+00,3.086954e+00,3.080473e+00,3.105557e+00,3.083891e+00,3.071967e+00,3.186643e+00,3.161589e+00,3.152229e+00,3.234736e+00,3.229700e+00,3.108709e+00,3.148714e+00,3.108465e+00,3.067462e+00,3.165690e+00,3.212695e+00,3.172285e+00,3.236149e+00,3.270067e+00,3.278233e+00,3.252192e+00,3.328537e+00,3.367709e+00,3.267868e+00,3.333835e+00
9.933333e+00,3.396903e+00,4.073786e+00,4.138589e+00,4.262051e+00,4.128519e+00,4.206680e+00,4.302824e+00,4.298486e+00,4.415801e+00,3.212028e+00,3.154133e+00,3.136116e+00,3.155244e+00,3.167578e+00,3.127525e+00,3.118259e+00,3.211131e+00,3.196339e+00,3.196211e+00,3.198614e+00,3.169463e+00,3.162681e+00,3.187656e+00,3.165189e+00,3.153451e+00,3.269412e+00,3.244566e+00,3.234681e+00,3.317550e+00,3.312521e+00,3.190909e+00,3.230361e+00,3.188762e+00,3.146799e+00,3.246468e+00,3.293634e+00,3.254425e+00,3.319504e+00,3.353422e+00,3.361295e+00,3.335472e+00,3.411690e+00,3.450993e+00,3.350014e+00,3.415095e+00
1.000000e+01,3.480048e+00,4.158582e+00,4.223223e+00,4.346184e+00,4.213099e+00,4.291167e+00,4.387083e+00,4.381675e+00,4.497593e+00,3.294345e+00,3.236512e+00,3.219090e+00,3.238509e+00,3.250901e+00,3.210809e+00,3.201529e+00,3.294511e+00,3.279698e+00,3.279538e+00,3.281910e+00,3.252549e+00,3.245500e+00,3.270382e+00,3.247114e+00,3.235542e+00,3.352814e+00,3.328178e+00,3.317770e+00,3.401010e+00,3.395988e+00,3.273738e+00,3.312574e+00,3.269700e+00,3.226794e+00,3.327903e+00,3.375233e+00,3.337057e+00,3.403391e+00,3.437321e+00,3.444993e+00,3.419389e+00,3.495498e+00,3.534929e+00,3.432692e+00,3.497021e+00
