a22,rp1,ip1,rp2,ip2,rp3,ip3
-2.600000e-01,-4.325102e-02,0.000000e+00,-1.550815e-02,0.000000e+00,-2.498488e-02,0.000000e+00
-2.500000e-01,-4.099862e-02,0.000000e+00,-1.550226e-02,0.000000e+00,-2.402413e-02,0.000000e+00
-2.400000e-01,-3.883040e-02,0.000000e+00,-1.541200e-02,0.000000e+00,-2.306335e-02,0.000000e+00
-2.300000e-01,-3.674523e-02,0.000000e+00,-1.523849e-02,0.000000e+00,-2.210255e-02,0.000000e+00
-2.200000e-01,-3.473907e-02,0.000000e+00,-1.498580e-02,0.000000e+00,-2.114173e-02,0.000000e+00
-2.100000e-01,-3.280602e-02,0.000000e+00,-1.465982e-02,0.000000e+00,-2.018089e-02,0.000000e+00
-2.000000e-01,-3.093924e-02,0.000000e+00,-1.426740e-02,0.000000e+00,-1.922002e-02,0.000000e+00
-1.900000e-01,-2.913170e-02,0.000000e+00,-1.381559e-02,0.000000e+00,-1.825914e-02,0.000000e+00
-1.800000e-01,-2.737659e-02,0.000000e+00,-1.331120e-02,0.000000e+00,-1.729824e-02,0.000000e+00
-1.700000e-01,-2.566759e-02,0.000000e+00,-1.276054e-02,0.000000e+00,-1.633732e-02,0.000000e+00
-1.600000e-01,-2.399902e-02,0.000000e+00,-1.216933e-02,0.000000e+00,-1.537639e-02,0.000000e+00
-1.500000e-01,-2.236579e-02,0.000000e+00,-1.154265e-02,0.000000e+00,-1.441544e-02,0.000000e+00
-1.400000e-01,-2.076343e-02,0.000000e+00,-1.088499e-02,0.000000e+00,-1.345447e-02,0.000000e+00
-1.300000e-01,-1.918800e-02,0.000000e+00,-1.020028e-02,0.000000e+00,-1.249350e-02,0.000000e+00
-1.200000e-01,-1.763604e-02,0.000000e+00,-9.491998e-03,0.000000e+00,-1.153251e-02,0.000000e+00
-1.100000e-01,-1.610451e-02,0.000000e+00,-8.763189e-03,0.000000e+00,-1.057150e-02,0.000000e+00
-1.000000e-01,-1.459073e-02,0.000000e+00,-8.016550e-03,0.000000e+00,-9.610492e-03,0.000000e+00
-9.000000e-02,-1.309230e-02,0.000000e+00,-7.254480e-03,0.000000e+00,-8.649470e-03,0.000000e+00
-8.000000e-02,-1.160708e-02,0.000000e+00,-6.479119e-03,0.000000e+00,-7.688439e-03,0.000000e+00
-7.000000e-02,-1.013316e-02,0.000000e+00,-5.692402e-03,0.000000e+00,-6.727401e-03,0.000000e+00
-6.000000e-02,-8.668788e-03,0.000000e+00,-4.896085e-03,0.000000e+00,-5.766356e-03,0.000000e+00
-5.000000e-02,-7.212353e-03,0.000000e+00,-4.091781e-03,0.000000e+00,-4.805306e-03,0.000000e+00
-4.000000e-02,-5.762369e-03,0.000000e+00,-3.280985e-03,0.000000e+00,-3.844250e-03,0.000000e+00
-3.000000e-02,-4.317442e-03,0.000000e+00,-2.465101e-03,0.000000e+00,-2.883191e-03,0.000000e+00
-2.000000e-02,-2.876248e-03,0.000000e+00,-1.645461e-03,0.000000e+00,-1.922129e-03,0.000000e+00
-1.000000e-02,-1.437513e-03,0.000000e+00,-8.233455e-04,0.000000e+00,-9.610649e-04,0.000000e+00
0.000000e+00,-8.137484e-13,0.000000e+00,-3.293477e-13,0.000000e+00,2.096517e-13,0.000000e+00
