t,r
6.466667e+00,4.725761e-02
6.500000e+00,4.737139e-02
6.533333e+00,4.748613e-02
6.566667e+00,4.760163e-02
6.600000e+00,4.771767e-02
6.633333e+00,4.783406e-02
6.666667e+00,4.795058e-02
6.700000e+00,4.806704e-02
6.733333e+00,4.818326e-02
6.766667e+00,4.829906e-02
6.800000e+00,4.841424e-02
6.833333e+00,4.852866e-02
6.866667e+00,4.864213e-02
6.900000e+00,4.875450e-02
6.933333e+00,4.886562e-02
6.966667e+00,4.897535e-02
7.000000e+00,4.908353e-02
7.033333e+00,4.919005e-02
7.066667e+00,4.929477e-02
7.100000e+00,4.939757e-02
7.133333e+00,4.949833e-02
7.166667e+00,4.959697e-02
7.200000e+00,4.969336e-02
7.233333e+00,4.978741e-02
7.266667e+00,4.987905e-02
7.300000e+00,4.996818e-02
7.333333e+00,5.005474e-02
7.366667e+00,5.013865e-02
7.400000e+00,5.021985e-02
7.433333e+00,5.029828e-02
7.466667e+00,5.037390e-02
7.500000e+00,5.044666e-02
7.533333e+00,5.051652e-02
7.566667e+00,5.058345e-02
7.600000e+00,5.064742e-02
7.633333e+00,5.070842e-02
7.666667e+00,5.076642e-02
7.700000e+00,5.082141e-02
7.733333e+00,5.087339e-02
7.766667e+00,5.092236e-02
7.800000e+00,5.096832e-02
7.833333e+00,5.101128e-02
7.866667e+00,5.105127e-02
7.900000e+00,5.108828e-02
7.933333e+00,5.112234e-02
7.966667e+00,5.115349e-02
8.000000e+00,5.118176e-02
8.033333e+00,5.120717e-02
8.066667e+00,5.122976e-02
8.100000e+00,5.124958e-02
8.133333e+00,5.126668e-02
8.166667e+00,5.128109e-02
8.200000e+00,5.129287e-02
8.233333e+00,5.130207e-02
8.266667e+00,5.130876e-02
8.300000e+00,5.131299e-02
8.333333e+00,5.131481e-02
8.366667e+00,5.131430e-02
8.400000e+00,5.131151e-02
8.433333e+00,5.130652e-02
8.466667e+00,5.129939e-02
8.500000e+00,5.129020e-02
8.533333e+00,5.127902e-02
8.566667e+00,5.126591e-02
8.600000e+00,5.125095e-02
8.633333e+00,5.123422e-02
8.666667e+00,5.121580e-02
8.700000e+00,5.119575e-02
8.733333e+00,5.117416e-02
8.766667e+00,5.115110e-02
8.800000e+00,5.112665e-02
8.833333e+00,5.110088e-02
8.866667e+00,5.107388e-02
8.900000e+00,5.104572e-02
8.933333e+00,5.101647e-02
8.966667e+00,5.098622e-02
9.000000e+00,5.095503e-02
9.033333e+00,5.092299e-02
9.066667e+00,5.089017e-02
9.100000e+00,5.085663e-02
9.133333e+00,5.082246e-02
9.166667e+00,5.078773e-02
9.200000e+00,5.075250e-02
9.233333e+00,5.071685e-02
9.266667e+00,5.068084e-02
9.300000e+00,5.064454e-02
9.333333e+00,5.060801e-02
9.366667e+00,5.057132e-02
9.400000e+00,5.053453e-02
9.433333e+00,5.049771e-02
9.466667e+00,5.046090e-02
9.500000e+00,5.042417e-02
9.533333e+00,5.038757e-02
9.566667e+00,5.035116e-02
9.600000e+00,5.031499e-02
9.633333e+00,5.027910e-02
9.666667e+00,5.024355e-02
9.700000e+00,5.020839e-02
9.733333e+00,5.017365e-02
9.766667e+00,5.013938e-02
9.800000e+00,5.010562e-02
9.833333e+00,5.007241e-02
9.866667e+00,5.003979e-02
9.900000e+00,5.000778e-02
9.933333e+00,4.997643e-02
9.966667e+00,4.994576e-02
1.000000e+01,4.991580e-02
1.003333e+01,4.988659e-02
1.006667e+01,4.985813e-02
1.010000e+01,4.983046e-02
1.013333e+01,4.980360e-02
1.016667e+01,4.977756e-02
1.020000e+01,4.975237e-02
1.023333e+01,4.972804e-02
1.026667e+01,4.970457e-02
1.030000e+01,4.968200e-02
1.033333e+01,4.966031e-02
1.036667e+01,4.963953e-02
1.040000e+01,4.961966e-02
1.043333e+01,4.960070e-02
1.046667e+01,4.958267e-02
1.050000e+01,4.956554e-02
1.053333e+01,4.954934e-02
1.056667e+01,4.953406e-02
1.060000e+01,4.951969e-02
1.063333e+01,4.950624e-02
1.066667e+01,4.949369e-02
1.070000e+01,4.948204e-02
1.073333e+01,4.947129e-02
1.076667e+01,4.946142e-02
1.080000e+01,4.945241e-02
1.083333e+01,4.944427e-02
1.086667e+01,4.943698e-02
1.090000e+01,4.943053e-02
1.093333e+01,4.942489e-02
1.096667e+01,4.942006e-02
1.100000e+01,4.941602e-02
1.103333e+01,4.941275e-02
1.106667e+01,4.941024e-02
1.110000e+01,4.940846e-02
1.113333e+01,4.940740e-02
1.116667e+01,4.940704e-02
1.120000e+01,4.940735e-02
1.123333e+01,4.940832e-02
1.126667e+01,4.940993e-02
1.130000e+01,4.941215e-02
1.133333e+01,4.941496e-02
1.136667e+01,4.941834e-02
1.140000e+01,4.942227e-02
1.143333e+01,4.942672e-02
1.146667e+01,4.943167e-02
1.150000e+01,4.943709e-02
1.153333e+01,4.944298e-02
1.156667e+01,4.944929e-02
1.160000e+01,4.945601e-02
1.163333e+01,4.946311e-02
1.166667e+01,4.947058e-02
1.170000e+01,4.947838e-02
1.173333e+01,4.948650e-02
1.176667e+01,4.949491e-02
1.180000e+01,4.950359e-02
1.183333e+01,4.951251e-02
1.186667e+01,4.952166e-02
1.190000e+01,4.953101e-02
1.193333e+01,4.954054e-02
1.196667e+01,4.955023e-02
1.200000e+01,4.956005e-02
1.203333e+01,4.957000e-02
1.206667e+01,4.958004e-02
1.210000e+01,4.959015e-02
1.213333e+01,4.960033e-02
1.216667e+01,4.961054e-02
1.220000e+01,4.962078e-02
1.223333e+01,4.963101e-02
1.226667e+01,4.964124e-02
1.230000e+01,4.965143e-02
1.233333e+01,4.966157e-02
1.236667e+01,4.967165e-02
1.240000e+01,4.968164e-02
1.243333e+01,4.969155e-02
1.246667e+01,4.970134e-02
1.250000e+01,4.971102e-02
1.253333e+01,4.972056e-02
1.256667e+01,4.972995e-02
1.260000e+01,4.973919e-02
1.263333e+01,4.974825e-02
1.266667e+01,4.975713e-02
1.270000e+01,4.976583e-02
1.273333e+01,4.977432e-02
1.276667e+01,4.978260e-02
1.280000e+01,4.979067e-02
1.283333e+01,4.979852e-02
1.286667e+01,4.980613e-02
1.290000e+01,4.981350e-02
1.293333e+01,4.982063e-02
1.296667e+01,4.982751e-02
1.300000e+01,4.983414e-02
1.303333e+01,4.984051e-02
1.306667e+01,4.984661e-02
1.310000e+01,4.985246e-02
1.313333e+01,4.985803e-02
1.316667e+01,4.986334e-02
1.320000e+01,4.986837e-02
1.323333e+01,4.987313e-02
1.326667e+01,4.987762e-02
1.330000e+01,4.988183e-02
1.333333e+01,4.988577e-02
1.336667e+01,4.988944e-02
1.340000e+01,4.989284e-02
1.343333e+01,4.989597e-02
1.346667e+01,4.989883e-02
1.350000e+01,4.990143e-02
1.353333e+01,4.990376e-02
1.356667e+01,4.990583e-02
1.360000e+01,4.990765e-02
1.363333e+01,4.990921e-02
1.366667e+01,4.991053e-02
1.370000e+01,4.991160e-02
1.373333e+01,4.991243e-02
1.376667e+01,4.991303e-02
1.380000e+01,4.991340e-02
1.383333e+01,4.991354e-02
1.386667e+01,4.991346e-02
1.390000e+01,4.991317e-02
1.393333e+01,4.991268e-02
1.396667e+01,4.991198e-02
1.400000e+01,4.991108e-02
1.403333e+01,4.991000e-02
1.406667e+01,4.990874e-02
1.410000e+01,4.990730e-02
1.413333e+01,4.990569e-02
1.416667e+01,4.990392e-02
1.420000e+01,4.990199e-02
1.423333e+01,4.989992e-02
1.426667e+01,4.989770e-02
1.430000e+01,4.989535e-02
1.433333e+01,4.989287e-02
1.436667e+01,4.989027e-02
1.440000e+01,4.988756e-02
1.443333e+01,4.988475e-02
1.446667e+01,4.988183e-02
1.450000e+01,4.987882e-02
1.453333e+01,4.987573e-02
1.456667e+01,4.987256e-02
1.460000e+01,4.986931e-02
1.463333e+01,4.986600e-02
1.466667e+01,4.986264e-02
1.470000e+01,4.985922e-02
1.473333e+01,4.985575e-02
1.476667e+01,4.985225e-02
1.480000e+01,4.984872e-02
1.483333e+01,4.984516e-02
1.486667e+01,4.984157e-02
1.490000e+01,4.983798e-02
1.493333e+01,4.983437e-02
1.496667e+01,4.983076e-02
1.500000e+01,4.982716e-02
1.503333e+01,4.982356e-02
1.506667e+01,4.981997e-02
1.510000e+01,4.981640e-02
1.513333e+01,4.981285e-02
1.516667e+01,4.980933e-02
1.520000e+01,4.980584e-02
1.523333e+01,4.980238e-02
1.526667e+01,4.979897e-02
1.530000e+01,4.979560e-02
1.533333e+01,4.979227e-02
1.536667e+01,4.978900e-02
1.540000e+01,4.978578e-02
1.543333e+01,4.978262e-02
1.546667e+01,4.977952e-02
1.550000e+01,4.977648e-02
1.553333e+01,4.977351e-02
1.556667e+01,4.977060e-02
1.560000e+01,4.976777e-02
1.563333e+01,4.976501e-02
1.566667e+01,4.976232e-02
1.570000e+01,4.975972e-02
1.573333e+01,4.975718e-02
1.576667e+01,4.975473e-02
1.580000e+01,4.975236e-02
1.583333e+01,4.975007e-02
1.586667e+01,4.974787e-02
1.590000e+01,4.974575e-02
1.593333e+01,4.974371e-02
1.596667e+01,4.974176e-02
1.600000e+01,4.973989e-02
1.603333e+01,4.973811e-02
1.606667e+01,4.973641e-02
1.610000e+01,4.973480e-02
1.613333e+01,4.973327e-02
1.616667e+01,4.973183e-02
1.620000e+01,4.973047e-02
1.623333e+01,4.972920e-02
1.626667e+01,4.972801e-02
1.630000e+01,4.972690e-02
1.633333e+01,4.972588e-02
1.636667e+01,4.972493e-02
1.640000e+01,4.972406e-02
1.643333e+01,4.972327e-02
1.646667e+01,4.972256e-02
1.650000e+01,4.972192e-02
1.653333e+01,4.972136e-02
1.656667e+01,4.972087e-02
1.660000e+01,4.972045e-02
1.663333e+01,4.972010e-02
1.666667e+01,4.971981e-02
1.670000e+01,4.971959e-02
1.673333e+01,4.971944e-02
1.676667e+01,4.971934e-02
1.680000e+01,4.971931e-02
1.683333e+01,4.971933e-02
1.686667e+01,4.971941e-02
1.690000e+01,4.971955e-02
1.693333e+01,4.971973e-02
1.696667e+01,4.971997e-02
1.700000e+01,4.972025e-02
1.703333e+01,4.972057e-02
1.706667e+01,4.972095e-02
1.710000e+01,4.972136e-02
1.713333e+01,4.972181e-02
1.716667e+01,4.972229e-02
1.720000e+01,4.972282e-02
1.723333e+01,4.972337e-02
1.726667e+01,4.972395e-02
1.730000e+01,4.972457e-02
1.733333e+01,4.972521e-02
1.736667e+01,4.972587e-02
1.740000e+01,4.972655e-02
1.743333e+01,4.972726e-02
1.746667e+01,4.972798e-02
1.750000e+01,4.972872e-02
1.753333e+01,4.972947e-02
1.756667e+01,4.973024e-02
1.760000e+01,4.973101e-02
1.763333e+01,4.973180e-02
1.766667e+01,4.973259e-02
1.770000e+01,4.973339e-02
1.773333e+01,4.973418e-02
1.776667e+01,4.973498e-02
1.780000e+01,4.973579e-02
1.783333e+01,4.973658e-02
1.786667e+01,4.973738e-02
1.790000e+01,4.973817e-02
1.793333e+01,4.973896e-02
1.796667e+01,4.973973e-02
1.800000e+01,4.974050e-02
1.803333e+01,4.974126e-02
1.806667e+01,4.974201e-02
1.810000e+01,4.974275e-02
1.813333e+01,4.974347e-02
1.816667e+01,4.974418e-02
1.820000e+01,4.974487e-02
1.823333e+01,4.974555e-02
1.826667e+01,4.974620e-02
1.830000e+01,4.974685e-02
1.833333e+01,4.974747e-02
1.836667e+01,4.974807e-02
1.840000e+01,4.974865e-02
1.843333e+01,4.974921e-02
1.846667e+01,4.974975e-02
1.850000e+01,4.975027e-02
1.853333e+01,4.975077e-02
1.856667e+01,4.975124e-02
1.860000e+01,4.975169e-02
1.863333e+01,4.975212e-02
1.866667e+01,4.975252e-02
1.870000e+01,4.975290e-02
1.873333e+01,4.975326e-02
1.876667e+01,4.975359e-02
1.880000e+01,4.975390e-02
1.883333e+01,4.975418e-02
1.886667e+01,4.975444e-02
1.890000e+01,4.975467e-02
1.893333e+01,4.975488e-02
1.896667e+01,4.975507e-02
1.900000e+01,4.975523e-02
1.903333e+01,4.975537e-02
1.906667e+01,4.975548e-02
1.910000e+01,4.975558e-02
1.913333e+01,4.975565e-02
1.916667e+01,4.975569e-02
1.920000e+01,4.975572e-02
1.923333e+01,4.975572e-02
1.926667e+01,4.975570e-02
1.930000e+01,4.975566e-02
1.933333e+01,4.975560e-02
1.936667e+01,4.975552e-02
1.940000e+01,4.975542e-02
1.943333e+01,4.975531e-02
1.946667e+01,4.975517e-02
1.950000e+01,4.975501e-02
1.953333e+01,4.975484e-02
1.956667e+01,4.975465e-02
1.960000e+01,4.975445e-02
1.963333e+01,4.975423e-02
1.966667e+01,4.975399e-02
1.970000e+01,4.975374e-02
1.973333e+01,4.975348e-02
1.976667e+01,4.975320e-02
1.980000e+01,4.975291e-02
1.983333e+01,4.975261e-02
1.986667e+01,4.975230e-02
1.990000e+01,4.975198e-02
1.993333e+01,4.975164e-02
1.996667e+01,4.975130e-02
2.000000e+01,4.975095e-02
2.003333e+01,4.975059e-02
2.006667e+01,4.975023e-02
2.010000e+01,4.974985e-02
2.013333e+01,4.974947e-02
2.016667e+01,4.974909e-02
2.020000e+01,4.974870e-02
2.023333e+01,4.974831e-02
2.026667e+01,4.974791e-02
2.030000e+01,4.974751e-02
2.033333e+01,4.974711e-02
2.036667e+01,4.974670e-02
2.040000e+01,4.974629e-02
2.043333e+01,4.974589e-02
2.046667e+01,4.974548e-02
2.050000e+01,4.974507e-02
2.053333e+01,4.974466e-02
2.056667e+01,4.974426e-02
2.060000e+01,4.974385e-02
2.063333e+01,4.974345e-02
2.066667e+01,4.974305e-02
2.070000e+01,4.974265e-02
2.073333e+01,4.974226e-02
2.076667e+01,4.974186e-02
2.080000e+01,4.974148e-02
2.083333e+01,4.974110e-02
2.086667e+01,4.974072e-02
2.090000e+01,4.974035e-02
2.093333e+01,4.973998e-02
2.096667e+01,4.973962e-02
2.100000e+01,4.973926e-02
2.103333e+01,4.973891e-02
2.106667e+01,4.973857e-02
2.110000e+01,4.973823e-02
2.113333e+01,4.973790e-02
2.116667e+01,4.973758e-02
2.120000e+01,4.973727e-02
2.123333e+01,4.973696e-02
2.126667e+01,4.973666e-02
2.130000e+01,4.973637e-02
2.133333e+01,4.973608e-02
2.136667e+01,4.973580e-02
2.140000e+01,4.973554e-02
2.143333e+01,4.973527e-02
2.146667e+01,4.973502e-02
2.150000e+01,4.973478e-02
2.153333e+01,4.973454e-02
2.156667e+01,4.973431e-02
2.160000e+01,4.973409e-02
2.163333e+01,4.973388e-02
2.166667e+01,4.973368e-02
2.170000e+01,4.973349e-02
2.173333e+01,4.973330e-02
2.176667e+01,4.973312e-02
2.180000e+01,4.973295e-02
2.183333e+01,4.973279e-02
2.186667e+01,4.973263e-02
2.190000e+01,4.973248e-02
2.193333e+01,4.973234e-02
2.196667e+01,4.973221e-02
2.200000e+01,4.973209e-02
2.203333e+01,4.973197e-02
2.206667e+01,4.973186e-02
2.210000e+01,4.973176e-02
2.213333e+01,4.973166e-02
2.216667e+01,4.973157e-02
2.220000e+01,4.973149e-02
2.223333e+01,4.973141e-02
2.226667e+01,4.973134e-02
2.230000e+01,4.973128e-02
2.233333e+01,4.973122e-02
2.236667e+01,4.973117e-02
2.240000e+01,4.973112e-02
2.243333e+01,4.973108e-02
2.246667e+01,4.973104e-02
2.250000e+01,4.973101e-02
2.253333e+01,4.973099e-02
2.256667e+01,4.973096e-02
2.260000e+01,4.973095e-02
2.263333e+01,4.973093e-02
2.266667e+01,4.973092e-02
2.270000e+01,4.973092e-02
2.273333e+01,4.973091e-02
2.276667e+01,4.973091e-02
2.280000e+01,4.973092e-02
2.283333e+01,4.973092e-02
2.286667e+01,4.973093e-02
2.290000e+01,4.973095e-02
2.293333e+01,4.973096e-02
2.296667e+01,4.973098e-02
2.300000e+01,4.973100e-02
2.303333e+01,4.973102e-02
2.306667e+01,4.973104e-02
2.310000e+01,4.973106e-02
2.313333e+01,4.973109e-02
2.316667e+01,4.973112e-02
2.320000e+01,4.973114e-02
2.323333e+01,4.973117e-02
2.326667e+01,4.973120e-02
2.330000e+01,4.973123e-02
2.333333e+01,4.973126e-02
2.336667e+01,4.973129e-02
2.340000e+01,4.973132e-02
2.343333e+01,4.973135e-02
2.346667e+01,4.973138e-02
2.350000e+01,4.973141e-02
2.353333e+01,4.973143e-02
2.356667e+01,4.973146e-02
2.360000e+01,4.973149e-02
2.363333e+01,4.973152e-02
2.366667e+01,4.973154e-02
2.370000e+01,4.973157e-02
2.373333e+01,4.973159e-02
2.376667e+01,4.973161e-02
2.380000e+01,4.973163e-02
2.383333e+01,4.973165e-02
2.386667e+01,4.973167e-02
2.390000e+01,4.973169e-02
2.393333e+01,4.973170e-02
2.396667e+01,4.973172e-02
2.400000e+01,4.973173e-02
2.403333e+01,4.973174e-02
2.406667e+01,4.973175e-02
2.410000e+01,4.973175e-02
2.413333e+01,4.973176e-02
2.416667e+01,4.973176e-02
2.420000e+01,4.973176e-02
2.423333e+01,4.973176e-02
2.426667e+01,4.973176e-02
2.430000e+01,4.973175e-02
2.433333e+01,4.973174e-02
2.436667e+01,4.973173e-02
2.440000e+01,4.973172e-02
2.443333e+01,4.973171e-02
2.446667e+01,4.973170e-02
2.450000e+01,4.973168e-02
2.453333e+01,4.973166e-02
2.456667e+01,4.973164e-02
2.460000e+01,4.973162e-02
2.463333e+01,4.973159e-02
2.466667e+01,4.973157e-02
2.470000e+01,4.973154e-02
2.473333e+01,4.973151e-02
2.476667e+01,4.973148e-02
2.480000e+01,4.973144e-02
2.483333e+01,4.973141e-02
2.486667e+01,4.973137e-02
2.490000e+01,4.973133e-02
2.493333e+01,4.973129e-02
2.496667e+01,4.973125e-02
2.500000e+01,4.973121e-02
2.503333e+01,4.973116e-02
2.506667e+01,4.973111e-02
2.510000e+01,4.973107e-02
2.513333e+01,4.973102e-02
2.516667e+01,4.973097e-02
2.520000e+01,4.973092e-02
2.523333e+01,4.973087e-02
2.526667e+01,4.973081e-02
2.530000e+01,4.973076e-02
2.533333e+01,4.973070e-02
2.536667e+01,4.973065e-02
2.540000e+01,4.973059e-02
2.543333e+01,4.973053e-02
2.546667e+01,4.973047e-02
2.550000e+01,4.973041e-02
2.553333e+01,4.973035e-02
2.556667e+01,4.973029e-02
2.560000e+01,4.973023e-02
2.563333e+01,4.973017e-02
2.566667e+01,4.973011e-02
2.570000e+01,4.973005e-02
2.573333e+01,4.972999e-02
2.576667e+01,4.972992e-02
2.580000e+01,4.972986e-02
2.583333e+01,4.972980e-02
2.586667e+01,4.972973e-02
2.590000e+01,4.972967e-02
2.593333e+01,4.972961e-02
2.596667e+01,4.972955e-02
2.600000e+01,4.972948e-02
2.603333e+01,4.972942e-02
2.606667e+01,4.972936e-02
2.610000e+01,4.972930e-02
2.613333e+01,4.972923e-02
2.616667e+01,4.972917e-02
2.620000e+01,4.972911e-02
2.623333e+01,4.972905e-02
2.626667e+01,4.972899e-02
2.630000e+01,4.972893e-02
2.633333e+01,4.972887e-02
2.636667e+01,4.972881e-02
2.640000e+01,4.972875e-02
2.643333e+01,4.972870e-02
2.646667e+01,4.972864e-02
2.650000e+01,4.972858e-02
2.653333e+01,4.972853e-02
2.656667e+01,4.972847e-02
2.660000e+01,4.972842e-02
2.663333e+01,4.972837e-02
2.666667e+01,4.972831e-02
2.670000e+01,4.972826e-02
2.673333e+01,4.972821e-02
2.676667e+01,4.972816e-02
2.680000e+01,4.972811e-02
2.683333e+01,4.972806e-02
2.686667e+01,4.972802e-02
2.690000e+01,4.972797e-02
2.693333e+01,4.972792e-02
2.696667e+01,4.972788e-02
2.700000e+01,4.972783e-02
2.703333e+01,4.972779e-02
2.706667e+01,4.972775e-02
2.710000e+01,4.972771e-02
2.713333e+01,4.972767e-02
2.716667e+01,4.972763e-02
2.720000e+01,4.972759e-02
2.723333e+01,4.972755e-02
2.726667e+01,4.972751e-02
2.730000e+01,4.972748e-02
2.733333e+01,4.972744e-02
2.736667e+01,4.972741e-02
2.740000e+01,4.972738e-02
2.743333e+01,4.972734e-02
2.746667e+01,4.972731e-02
2.750000e+01,4.972728e-02
2.753333e+01,4.972725e-02
2.756667e+01,4.972722e-02
2.760000e+01,4.972719e-02
2.763333e+01,4.972716e-02
2.766667e+01,4.972714e-02
2.770000e+01,4.972711e-02
2.773333e+01,4.972709e-02
2.776667e+01,4.972706e-02
2.780000e+01,4.972704e-02
2.783333e+01,4.972701e-02
2.786667e+01,4.972699e-02
2.790000e+01,4.972697e-02
2.793333e+01,4.972695e-02
2.796667e+01,4.972693e-02
2.800000e+01,4.972691e-02
2.803333e+01,4.972689e-02
2.806667e+01,4.972687e-02
2.810000e+01,4.972685e-02
2.813333e+01,4.972683e-02
2.816667e+01,4.972681e-02
2.820000e+01,4.972679e-02
2.823333e+01,4.972678e-02
2.826667e+01,4.972676e-02
2.830000e+01,4.972675e-02
2.833333e+01,4.972673e-02
2.836667e+01,4.972671e-02
2.840000e+01,4.972670e-02
2.843333e+01,4.972669e-02
2.846667e+01,4.972667e-02
2.850000e+01,4.972666e-02
2.853333e+01,4.972664e-02
2.856667e+01,4.972663e-02
2.860000e+01,4.972662e-02
2.863333e+01,4.972661e-02
2.866667e+01,4.972659e-02
2.870000e+01,4.972658e-02
2.873333e+01,4.972657e-02
2.876667e+01,4.972656e-02
2.880000e+01,4.972654e-02
2.883333e+01,4.972653e-02
2.886667e+01,4.972652e-02
2.890000e+01,4.972651e-02
2.893333e+01,4.972650e-02
2.896667e+01,4.972649e-02
2.900000e+01,4.972648e-02
2.903333e+01,4.972647e-02
2.906667e+01,4.972645e-02
2.910000e+01,4.972644e-02
