f,real,imag
4.943444e-01,-1.757220e-01,-1.415292e+00
4.962818e-01,-1.751272e-01,-1.410706e+00
4.982192e-01,-1.745524e-01,-1.406149e+00
5.001566e-01,-1.739972e-01,-1.401621e+00
5.020939e-01,-1.734612e-01,-1.397123e+00
5.040313e-01,-1.729439e-01,-1.392652e+00
5.059687e-01,-1.724448e-01,-1.388209e+00
5.079061e-01,-1.719637e-01,-1.383794e+00
5.098434e-01,-1.715000e-01,-1.379407e+00
5.117808e-01,-1.710534e-01,-1.375046e+00
5.137182e-01,-1.706235e-01,-1.370712e+00
5.156556e-01,-1.702099e-01,-1.366404e+00
5.175930e-01,-1.698123e-01,-1.362123e+00
5.195303e-01,-1.694302e-01,-1.357867e+00
5.214677e-01,-1.690634e-01,-1.353636e+00
5.234051e-01,-1.687114e-01,-1.349431e+00
5.253425e-01,-1.683740e-01,-1.345250e+00
5.272798e-01,-1.680508e-01,-1.341094e+00
5.292172e-01,-1.677415e-01,-1.336963e+00
5.311546e-01,-1.674457e-01,-1.332855e+00
5.330920e-01,-1.671632e-01,-1.328771e+00
5.350294e-01,-1.668937e-01,-1.324710e+00
5.369667e-01,-1.666368e-01,-1.320673e+00
5.389041e-01,-1.663922e-01,-1.316659e+00
5.408415e-01,-1.661598e-01,-1.312667e+00
5.427789e-01,-1.659391e-01,-1.308698e+00
5.447162e-01,-1.657300e-01,-1.304751e+00
5.466536e-01,-1.655321e-01,-1.300826e+00
5.485910e-01,-1.653452e-01,-1.296922e+00
5.505284e-01,-1.651690e-01,-1.293040e+00
5.524658e-01,-1.650033e-01,-1.289180e+00
5.544031e-01,-1.648479e-01,-1.285340e+00
5.563405e-01,-1.647024e-01,-1.281521e+00
5.582779e-01,-1.645667e-01,-1.277723e+00
5.602153e-01,-1.644405e-01,-1.273945e+00
5.621526e-01,-1.643237e-01,-1.270187e+00
5.640900e-01,-1.642159e-01,-1.266449e+00
5.660274e-01,-1.641169e-01,-1.262731e+00
5.679648e-01,-1.640266e-01,-1.259033e+00
5.699022e-01,-1.639448e-01,-1.255354e+00
5.718395e-01,-1.638712e-01,-1.251694e+00
5.737769e-01,-1.638056e-01,-1.248053e+00
5.757143e-01,-1.637479e-01,-1.244431e+00
5.776517e-01,-1.636978e-01,-1.240827e+00
5.795890e-01,-1.636552e-01,-1.237242e+00
5.815264e-01,-1.636199e-01,-1.233675e+00
5.834638e-01,-1.635916e-01,-1.230126e+00
5.854012e-01,-1.635703e-01,-1.226595e+00
5.873386e-01,-1.635557e-01,-1.223082e+00
5.892759e-01,-1.635478e-01,-1.219586e+00
5.912133e-01,-1.635462e-01,-1.216108e+00
5.931507e-01,-1.635509e-01,-1.212647e+00
5.950881e-01,-1.635616e-01,-1.209203e+00
5.970254e-01,-1.635783e-01,-1.205776e+00
5.989628e-01,-1.636008e-01,-1.202366e+00
6.009002e-01,-1.636290e-01,-1.198972e+00
6.028376e-01,-1.636626e-01,-1.195595e+00
6.047750e-01,-1.637016e-01,-1.192234e+00
6.067123e-01,-1.637457e-01,-1.188889e+00
6.086497e-01,-1.637950e-01,-1.185560e+00
6.105871e-01,-1.638492e-01,-1.182247e+00
6.125245e-01,-1.639082e-01,-1.178950e+00
6.144618e-01,-1.639718e-01,-1.175668e+00
6.163992e-01,-1.640400e-01,-1.172402e+00
6.183366e-01,-1.641127e-01,-1.169151e+00
6.202740e-01,-1.641896e-01,-1.165916e+00
6.222114e-01,-1.642707e-01,-1.162695e+00
6.241487e-01,-1.643559e-01,-1.159490e+00
6.260861e-01,-1.644450e-01,-1.156299e+00
6.280235e-01,-1.645380e-01,-1.153123e+00
6.299609e-01,-1.646347e-01,-1.149961e+00
6.318982e-01,-1.647350e-01,-1.146814e+00
6.338356e-01,-1.648388e-01,-1.143681e+00
6.357730e-01,-1.649461e-01,-1.140563e+00
6.377104e-01,-1.650567e-01,-1.137458e+00
6.396477e-01,-1.651705e-01,-1.134368e+00
6.415851e-01,-1.652874e-01,-1.131291e+00
6.435225e-01,-1.654073e-01,-1.128228e+00
6.454599e-01,-1.655302e-01,-1.125179e+00
6.473973e-01,-1.656559e-01,-1.122143e+00
6.493346e-01,-1.657844e-01,-1.119121e+00
6.512720e-01,-1.659155e-01,-1.116112e+00
6.532094e-01,-1.660493e-01,-1.113116e+00
6.551468e-01,-1.661855e-01,-1.110134e+00
6.570841e-01,-1.663241e-01,-1.107164e+00
6.590215e-01,-1.664651e-01,-1.104207e+00
6.609589e-01,-1.666083e-01,-1.101263e+00
6.628963e-01,-1.667537e-01,-1.098332e+00
6.648337e-01,-1.669012e-01,-1.095414e+00
6.667710e-01,-1.670508e-01,-1.092508e+00
6.687084e-01,-1.672023e-01,-1.089614e+00
6.706458e-01,-1.673557e-01,-1.086733e+00
6.725832e-01,-1.675109e-01,-1.083864e+00
6.745205e-01,-1.676679e-01,-1.081008e+00
6.764579e-01,-1.678265e-01,-1.078163e+00
6.783953e-01,-1.679868e-01,-1.075330e+00
6.803327e-01,-1.681486e-01,-1.072510e+00
6.822701e-01,-1.683120e-01,-1.069701e+00
6.842074e-01,-1.684768e-01,-1.066903e+00
6.861448e-01,-1.686429e-01,-1.064118e+00
6.880822e-01,-1.688104e-01,-1.061344e+00
6.900196e-01,-1.689791e-01,-1.058582e+00
6.919569e-01,-1.691490e-01,-1.055831e+00
6.938943e-01,-1.693201e-01,-1.053091e+00
6.958317e-01,-1.694923e-01,-1.050362e+00
6.977691e-01,-1.696656e-01,-1.047645e+00
6.997065e-01,-1.698398e-01,-1.044939e+00
7.016438e-01,-1.700150e-01,-1.042244e+00
7.035812e-01,-1.701910e-01,-1.039560e+00
7.055186e-01,-1.703679e-01,-1.036886e+00
7.074560e-01,-1.705457e-01,-1.034224e+00
7.093933e-01,-1.707241e-01,-1.031572e+00
7.113307e-01,-1.709033e-01,-1.028931e+00
7.132681e-01,-1.710832e-01,-1.026301e+00
7.152055e-01,-1.712636e-01,-1.023681e+00
7.171429e-01,-1.714447e-01,-1.021071e+00
7.190802e-01,-1.716263e-01,-1.018472e+00
7.210176e-01,-1.718084e-01,-1.015883e+00
7.229550e-01,-1.719909e-01,-1.013305e+00
7.248924e-01,-1.721739e-01,-1.010737e+00
7.268297e-01,-1.723573e-01,-1.008178e+00
7.287671e-01,-1.725410e-01,-1.005630e+00
7.307045e-01,-1.727250e-01,-1.003092e+00
7.326419e-01,-1.729093e-01,-1.000564e+00
7.345793e-01,-1.730939e-01,-9.980455e-01
7.365166e-01,-1.732787e-01,-9.955370e-01
7.384540e-01,-1.734636e-01,-9.930382e-01
7.403914e-01,-1.736487e-01,-9.905491e-01
7.423288e-01,-1.738339e-01,-9.880697e-01
7.442661e-01,-1.740192e-01,-9.855998e-01
7.462035e-01,-1.742045e-01,-9.831394e-01
7.481409e-01,-1.743899e-01,-9.806885e-01
7.500783e-01,-1.745752e-01,-9.782470e-01
7.520157e-01,-1.747606e-01,-9.758148e-01
7.539530e-01,-1.749458e-01,-9.733920e-01
7.558904e-01,-1.751310e-01,-9.709783e-01
7.578278e-01,-1.753161e-01,-9.685738e-01
7.597652e-01,-1.755010e-01,-9.661785e-01
7.617025e-01,-1.756858e-01,-9.637922e-01
7.636399e-01,-1.758704e-01,-9.614150e-01
7.655773e-01,-1.760548e-01,-9.590467e-01
7.675147e-01,-1.762390e-01,-9.566873e-01
7.694521e-01,-1.764229e-01,-9.543367e-01
7.713894e-01,-1.766065e-01,-9.519950e-01
7.733268e-01,-1.767898e-01,-9.496620e-01
7.752642e-01,-1.769728e-01,-9.473378e-01
7.772016e-01,-1.771555e-01,-9.450222e-01
7.791389e-01,-1.773379e-01,-9.427152e-01
7.810763e-01,-1.775198e-01,-9.404168e-01
7.830137e-01,-1.777013e-01,-9.381268e-01
7.849511e-01,-1.778825e-01,-9.358454e-01
7.868885e-01,-1.780632e-01,-9.335723e-01
7.888258e-01,-1.782435e-01,-9.313077e-01
7.907632e-01,-1.784232e-01,-9.290513e-01
7.927006e-01,-1.786026e-01,-9.268032e-01
7.946380e-01,-1.787814e-01,-9.245634e-01
7.965753e-01,-1.789597e-01,-9.223317e-01
7.985127e-01,-1.791375e-01,-9.201082e-01
8.004501e-01,-1.793147e-01,-9.178928e-01
8.023875e-01,-1.794914e-01,-9.156854e-01
8.043249e-01,-1.796675e-01,-9.134860e-01
8.062622e-01,-1.798430e-01,-9.112946e-01
8.081996e-01,-1.800179e-01,-9.091111e-01
8.101370e-01,-1.801922e-01,-9.069355e-01
8.120744e-01,-1.803659e-01,-9.047677e-01
8.140117e-01,-1.805389e-01,-9.026078e-01
8.159491e-01,-1.807113e-01,-9.004555e-01
8.178865e-01,-1.808830e-01,-8.983110e-01
8.198239e-01,-1.810541e-01,-8.961742e-01
8.217613e-01,-1.812245e-01,-8.940450e-01
8.236986e-01,-1.813942e-01,-8.919233e-01
8.256360e-01,-1.815632e-01,-8.898093e-01
8.275734e-01,-1.817314e-01,-8.877027e-01
8.295108e-01,-1.818990e-01,-8.856036e-01
8.314481e-01,-1.820658e-01,-8.835120e-01
8.333855e-01,-1.822319e-01,-8.814277e-01
8.353229e-01,-1.823972e-01,-8.793508e-01
8.372603e-01,-1.825618e-01,-8.772812e-01
8.391977e-01,-1.827256e-01,-8.752189e-01
8.411350e-01,-1.828887e-01,-8.731638e-01
8.430724e-01,-1.830509e-01,-8.711159e-01
8.450098e-01,-1.832124e-01,-8.690752e-01
8.469472e-01,-1.833731e-01,-8.670417e-01
8.488845e-01,-1.835330e-01,-8.650152e-01
8.508219e-01,-1.836920e-01,-8.629958e-01
8.527593e-01,-1.838503e-01,-8.609834e-01
8.546967e-01,-1.840077e-01,-8.589780e-01
8.566341e-01,-1.841643e-01,-8.569796e-01
8.585714e-01,-1.843200e-01,-8.549881e-01
8.605088e-01,-1.844750e-01,-8.530034e-01
8.624462e-01,-1.846290e-01,-8.510256e-01
8.643836e-01,-1.847823e-01,-8.490547e-01
8.663209e-01,-1.849347e-01,-8.470905e-01
8.682583e-01,-1.850862e-01,-8.451331e-01
8.701957e-01,-1.852368e-01,-8.431823e-01
8.721331e-01,-1.853866e-01,-8.412383e-01
8.740705e-01,-1.855355e-01,-8.393009e-01
8.760078e-01,-1.856835e-01,-8.373701e-01
8.779452e-01,-1.858307e-01,-8.354460e-01
8.798826e-01,-1.859770e-01,-8.335283e-01
8.818200e-01,-1.861224e-01,-8.316172e-01
8.837573e-01,-1.862669e-01,-8.297126e-01
8.856947e-01,-1.864105e-01,-8.278144e-01
8.876321e-01,-1.865532e-01,-8.259227e-01
8.895695e-01,-1.866950e-01,-8.240373e-01
8.915068e-01,-1.868359e-01,-8.221584e-01
8.934442e-01,-1.869759e-01,-8.202857e-01
8.953816e-01,-1.871150e-01,-8.184194e-01
8.973190e-01,-1.872531e-01,-8.165593e-01
8.992564e-01,-1.873904e-01,-8.147055e-01
9.011937e-01,-1.875268e-01,-8.128579e-01
9.031311e-01,-1.876622e-01,-8.110164e-01
9.050685e-01,-1.877967e-01,-8.091812e-01
9.070059e-01,-1.879303e-01,-8.073520e-01
9.089432e-01,-1.880630e-01,-8.055290e-01
9.108806e-01,-1.881948e-01,-8.037120e-01
9.128180e-01,-1.883256e-01,-8.019011e-01
9.147554e-01,-1.884556e-01,-8.000961e-01
9.166928e-01,-1.885846e-01,-7.982972e-01
9.186301e-01,-1.887126e-01,-7.965042e-01
9.205675e-01,-1.888398e-01,-7.947172e-01
9.225049e-01,-1.889660e-01,-7.929360e-01
9.244423e-01,-1.890913e-01,-7.911607e-01
9.263796e-01,-1.892157e-01,-7.893913e-01
9.283170e-01,-1.893391e-01,-7.876277e-01
9.302544e-01,-1.894616e-01,-7.858698e-01
9.321918e-01,-1.895832e-01,-7.841178e-01
9.341292e-01,-1.897039e-01,-7.823714e-01
9.360665e-01,-1.898236e-01,-7.806308e-01
9.380039e-01,-1.899424e-01,-7.788959e-01
9.399413e-01,-1.900603e-01,-7.771666e-01
9.418787e-01,-1.901773e-01,-7.754430e-01
9.438160e-01,-1.902933e-01,-7.737250e-01
9.457534e-01,-1.904084e-01,-7.720125e-01
9.476908e-01,-1.905226e-01,-7.703056e-01
9.496282e-01,-1.906358e-01,-7.686043e-01
9.515656e-01,-1.907481e-01,-7.669084e-01
9.535029e-01,-1.908595e-01,-7.652180e-01
9.554403e-01,-1.909700e-01,-7.635331e-01
9.573777e-01,-1.910796e-01,-7.618537e-01
9.593151e-01,-1.911882e-01,-7.601796e-01
9.612524e-01,-1.912960e-01,-7.585109e-01
9.631898e-01,-1.914028e-01,-7.568476e-01
9.651272e-01,-1.915087e-01,-7.551896e-01
9.670646e-01,-1.916136e-01,-7.535369e-01
9.690020e-01,-1.917177e-01,-7.518895e-01
9.709393e-01,-1.918208e-01,-7.502474e-01
9.728767e-01,-1.919231e-01,-7.486105e-01
9.748141e-01,-1.920244e-01,-7.469788e-01
9.767515e-01,-1.921248e-01,-7.453523e-01
9.786888e-01,-1.922243e-01,-7.437310e-01
9.806262e-01,-1.923229e-01,-7.421149e-01
9.825636e-01,-1.924206e-01,-7.405039e-01
9.845010e-01,-1.925175e-01,-7.388979e-01
9.864384e-01,-1.926134e-01,-7.372971e-01
9.883757e-01,-1.927084e-01,-7.357013e-01
9.903131e-01,-1.928025e-01,-7.341106e-01
9.922505e-01,-1.928957e-01,-7.325248e-01
9.941879e-01,-1.929880e-01,-7.309441e-01
9.961252e-01,-1.930795e-01,-7.293683e-01
9.980626e-01,-1.931700e-01,-7.277975e-01
1.000000e+00,-1.932597e-01,-7.262316e-01
